doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
016ce246-c9ea-5a85-8e8d-8cff53befffb+6,event-31,patient,ss-10,"The first phase of the campaign , which began when Duterte took office in June 2016 , led to more than 7,000 deaths within seven months , including more than 2,500 at the hands of police officers .",مرحله اول این کمپین که از زمان رسیدن دوترته به قدرت در ژوئن ۲۰۱۶ آغاز شد ، منجر به مرگ بیش از ۷۰۰۰ نفر در عرض هفت ماه از جمله بیش از ۲ ٫ ۵۰۰ نفر از افسران پلیس شد .,"more than 7,000",از ۷۰۰۰,,بیش از ۷۰۰۰ نفر,"['بیش', 'از', '۷۰۰۰', 'نفر']",20,23,87,102,"[19, 21]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+6,event-32,patient,ss-11,"The first phase of the campaign , which began when Duterte took office in June 2016 , led to more than 7,000 deaths within seven months , including more than 2,500 at the hands of police officers .",مرحله اول این کمپین که از زمان رسیدن دوترته به قدرت در ژوئن ۲۰۱۶ آغاز شد ، منجر به مرگ بیش از ۷۰۰۰ نفر در عرض هفت ماه از جمله بیش از ۲ ٫ ۵۰۰ نفر از افسران پلیس شد .,"more than 2,500",از ۲ ٫ ۵۰۰,,بیش از ۲ ٫ ۵۰۰ نفر,"['بیش', 'از', '۲', '٫', '۵۰۰', 'نفر']",30,35,126,144,"[28, 30]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+6,event-32,anchor,ss-46,"The first phase of the campaign , which began when Duterte took office in June 2016 , led to more than 7,000 deaths within seven months , including more than 2,500 at the hands of police officers .",مرحله اول این کمپین که از زمان رسیدن دوترته به قدرت در ژوئن ۲۰۱۶ آغاز شد ، منجر به مرگ بیش از ۷۰۰۰ نفر در عرض هفت ماه از جمله بیش از ۲ ٫ ۵۰۰ نفر از افسران پلیس شد .,at the hands,به مرگ,از,,[],0,0,0,0,"[31, 33]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+6,event-32,agent,ss-9,"The first phase of the campaign , which began when Duterte took office in June 2016 , led to more than 7,000 deaths within seven months , including more than 2,500 at the hands of police officers .",مرحله اول این کمپین که از زمان رسیدن دوترته به قدرت در ژوئن ۲۰۱۶ آغاز شد ، منجر به مرگ بیش از ۷۰۰۰ نفر در عرض هفت ماه از جمله بیش از ۲ ٫ ۵۰۰ نفر از افسران پلیس شد .,police officers,پلیس,افسران پلیس,افسران پلیس,"['افسران', 'پلیس']",37,38,148,159,"[35, 36]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+7,event-18,anchor,ss-32,Duterte is also supporting a controversial bill to restore the death penalty in the country .,ترامپ همچنین از لایحه بحث برانگیز بازسازی مجازات اعدام در کشور حمایت می کند .,death penalty,اعدام,مجازات اعدام,مجازات اعدام,"['مجازات', 'اعدام']",7,8,42,54,"[10, 11]"
02b07905-fc8e-5aae-a233-741242b2f0ab+1,event-11,patient,ss-3,A man staged a protest on the roof of a house in Lancashire after a woman was cleared of killing a 24-year-old man .,یک مرد پس از اینکه زنی از قتل یک مرد ۲۴ ساله تبرئه شد ، تظاهراتی را روی سقف خانه ای در لانکاشر برگزار کرد .,a woman,یک مرد,زنی,زنی,['زنی'],5,5,19,22,"[14, 15]"
02b07905-fc8e-5aae-a233-741242b2f0ab+1,event-31,agent,ss-3,A man staged a protest on the roof of a house in Lancashire after a woman was cleared of killing a 24-year-old man .,یک مرد پس از اینکه زنی از قتل یک مرد ۲۴ ساله تبرئه شد ، تظاهراتی را روی سقف خانه ای در لانکاشر برگزار کرد .,a woman,یک مرد,زنی,زنی,['زنی'],5,5,19,22,"[14, 15]"
02b07905-fc8e-5aae-a233-741242b2f0ab+1,event-31,patient,ss-4,A man staged a protest on the roof of a house in Lancashire after a woman was cleared of killing a 24-year-old man .,یک مرد پس از اینکه زنی از قتل یک مرد ۲۴ ساله تبرئه شد ، تظاهراتی را روی سقف خانه ای در لانکاشر برگزار کرد .,a 24-year-old man,یک مرد,یک مرد ۲۴ ساله,,[],0,0,0,0,"[20, 22]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-19,agent,ss-16,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,The Force Major Investigation Team,تیم,تیم تحقیق اصلی نیرو,تیم تحقیق اصلی نیرو,"['تیم', 'تحقیق', 'اصلی', 'نیرو']",0,3,0,19,"[1, 5]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-16,agent,ss-17,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,the Crown Prosecution Service,در مورد,سرویس دادستانی کل,سرویس دادستانی کل,"['سرویس', 'دادستانی', 'کل']",19,21,88,105,"[24, 27]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-16,patient,ss-3,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,Susan Kenny,سوزان کنی,کنی,سوزان کنی,"['سوزان', 'کنی']",30,31,148,157,"[36, 37]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-26,agent,ss-3,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,Susan Kenny,سوزان کنی,کنی,سوزان کنی,"['سوزان', 'کنی']",30,31,148,157,"[36, 37]"
02b07905-fc8e-5aae-a233-741242b2f0ab+3,event-29,patient,ss-2,"Police said the man was on the roof of a house in the same street for several hours , throwing tiles from it .",پلیس گفت که این مرد چند ساعت روی بام خانه ای در همان خیابان بوده و کاشی ها را از آن بیرون انداخته است .,the roof of a house,در همان خیابان,بام خانه‌ای,بام خانه ای,"['بام', 'خانه', 'ای']",8,10,33,44,"[6, 10]"
02b07905-fc8e-5aae-a233-741242b2f0ab+3,event-29,patient,ss-6,"Police said the man was on the roof of a house in the same street for several hours , throwing tiles from it .",پلیس گفت که این مرد چند ساعت روی بام خانه ای در همان خیابان بوده و کاشی ها را از آن بیرون انداخته است .,tiles,کاشی,کاشی‌ها,کاشی ها,"['کاشی', 'ها']",16,17,67,74,"[20, 20]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-12,patient,ss-3,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Susan Kenny,سوزان کِنی,سوزان کِنی,سوزان کِنی,"['سوزان', 'کِنی']",0,1,0,10,"[1, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-22,agent,ss-3,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Susan Kenny,سوزان کِنی,,سوزان کِنی,"['سوزان', 'کِنی']",0,1,0,10,"[1, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-23,agent,ss-3,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Susan Kenny,سوزان کِنی,,سوزان کِنی,"['سوزان', 'کِنی']",0,1,0,10,"[1, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-12,anchor,ss-29,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,found not guilty,شناخته,مجرم شناخته,,[],0,0,0,0,"[10, 12]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-22,anchor,ss-39,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,murder,مجرم,,,[],0,0,0,0,"[15, 15]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-23,anchor,ss-40,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,manslaughter,مجرم,,,[],0,0,0,0,"[17, 17]"
02b07905-fc8e-5aae-a233-741242b2f0ab+4,event-12,agent,ss-8,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Preston Crown Court,لایلند ، در دادگاه,دادگاه عالی پرستون,دادگاه عالی پرستون,"['دادگاه', 'عالی', 'پرستون']",10,12,38,56,"[19, 21]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-17,patient,ss-1,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,A 43-year-old man,یک مرد,یک مرد ۴۳ ساله,یک مرد ۴۳ ساله,"['یک', 'مرد', '۴۳', 'ساله']",0,3,0,14,"[0, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-21,agent,ss-1,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,A 43-year-old man,یک مرد,یک مرد ۴۳ ساله,یک مرد ۴۳ ساله,"['یک', 'مرد', '۴۳', 'ساله']",0,3,0,14,"[0, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-2,agent,ss-7,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,a spokeswoman,شد,,,[],0,0,0,0,"[12, 13]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-2,anchor,ss-19,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,said,شد,,,[],0,0,0,0,"[14, 14]"
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-3,patient,ss-5,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,مأموران,مأموران اورژانس,,[],0,0,0,0,"[24, 24]"
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-4,agent,ss-5,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,مأموران,,,[],0,0,0,0,"[24, 24]"
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-4,anchor,ss-21,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,said,.,,,[],0,0,0,0,"[25, 25]"
02b07905-fc8e-5aae-a233-741242b2f0ab+8,event-34,anchor,ss-51,"A post-mortem examination found he died from a single stab wound to his right lung , police said .",پلیس گفت که پس از یک بررسی کالبدشکافی مشخص شد که او بر اثر یک زخم چاقو به ریه راست او مرده است .,died,مرده,مرده‌است,مرده است,"['مرده', 'است']",21,22,86,94,"[5, 5]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-14,patient,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-15,patient,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-24,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-25,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+1,event-1,agent,ss-2,"A few hundred protesters also demonstrated outside Abkhazia , camping overnight around a bonfire , local reporters at the scene said .",گزارشگران محلی می گویند که چند صد معترض در خارج از آبخازیا در اطراف آتش اردو زده اند .,local reporters,محلی می,گزارشگران محلی,گزارشگران محلی,"['گزارشگران', 'محلی']",0,1,0,14,"[15, 16]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+1,event-1,anchor,ss-28,"A few hundred protesters also demonstrated outside Abkhazia , camping overnight around a bonfire , local reporters at the scene said .",گزارشگران محلی می گویند که چند صد معترض در خارج از آبخازیا در اطراف آتش اردو زده اند .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",2,3,15,23,"[20, 20]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+10,event-9,anchor,ss-36,He said : &quot; We are worried about the fate of Abkhazia and especially those who live in Gali . &quot;,او در این باره می گوید : « ما از سرنوشت آبخازیا و مخصوصاً کسانی که در گالی زندگی می کنند ، نگرانیم . »,said,گوید,می‌گوید,می گوید,"['می', 'گوید']",4,5,15,22,"[1, 1]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-10,agent,ss-20,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,Saakashvili,ساوخاشویلی می,ساوخاشویلی,ساوخاشویلی,['ساوخاشویلی'],0,0,0,10,"[0, 0]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-10,anchor,ss-37,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,says,گوید,می‌گوید,می گوید,"['می', 'گوید']",1,2,11,18,"[1, 1]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-21,patient,ss-7,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the territories,این سرزمین,این سرزمین‌ها,این سرزمین ها,"['این', 'سرزمین', 'ها']",15,17,72,85,"[2, 3]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-22,patient,ss-11,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the ex-Soviet region,به طور مصنوعی توسط,منطقه شوروی سابق,منطقه شوروی سابق,"['منطقه', 'شوروی', 'سابق']",11,13,53,69,"[18, 20]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-23,anchor,ss-50,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,control,گیری,,بازپس گیری,"['بازپس', 'گیری']",2,3,11,21,"[5, 5]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-23,patient,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-24,agent,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,که,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-40,agent,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,که,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-24,anchor,ss-51,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,broke away,جدا,جدا شد,جدا شد,"['جدا', 'شد']",39,40,170,176,"[10, 11]"
