doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"Police said the man was on the roof of a house in the same street for several hours , throwing tiles from it .",پلیس گفت که این مرد چند ساعت روی بام خانه ای در همان خیابان بوده و کاشی ها را از آن بیرون انداخته است .,tiles,کاشی ها,"['کاشی', 'ها']",16,17,67,74
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Susan Kenny,سوزان کِنی,"['سوزان', 'کِنی']",0,1,0,10
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,found not guilty,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,murder,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,manslaughter,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Preston Crown Court,دادگاه عالی پرستون,"['دادگاه', 'عالی', 'پرستون']",10,12,38,56
,,,,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,,[],0,0,0,0
,,,,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,said,,[],0,0,0,0
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,Saakashvili,ساوخاشویلی,['ساوخاشویلی'],0,0,0,10
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,says,می گوید,"['می', 'گوید']",1,2,11,18
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the territories,این سرزمین ها,"['این', 'سرزمین', 'ها']",15,17,72,85
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the ex-Soviet region,منطقه شوروی سابق,"['منطقه', 'شوروی', 'سابق']",11,13,53,69
,,,,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,Georgian troops,نیروهای گرجی,"['نیروهای', 'گرجی']",0,1,0,12
,,,,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,fled,فرار کردند,"['فرار', 'کردند']",8,9,38,48
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,He,او,['او'],0,0,0,2
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,AFP,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,saying,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,neither Abkhaz or Georgians,نه آبخاز و نه گرجی,"['نه', 'آبخاز', 'و', 'نه', 'گرجی']",13,17,51,69
,,,,"Egyptian blasts , one near pyramids , kill and wound officers",بمب های مصری ، یکی نزدیک اهرام ، افسران را می کشند و زخمی می کنند ،,blasts,بمب های,"['بمب', 'های']",0,1,0,7
,,,,"Egyptian blasts , one near pyramids , kill and wound officers",بمب های مصری ، یکی نزدیک اهرام ، افسران را می کشند و زخمی می کنند ،,kill,می کشند,"['می', 'کشند']",10,11,43,50
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,South Korean sightseers,,[],0,0,0,0
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,a tour bus,اتوبوس توریستی,"['اتوبوس', 'توریستی']",9,10,42,56
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب دوم,"['بمب', 'دوم']",0,1,0,7
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,one civilian motorist,یک راننده غیرنظامی,"['یک', 'راننده', 'غیرنظامی']",5,7,21,39
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,three police officers,سه افسر پلیس,"['سه', 'افسر', 'پلیس']",11,13,49,61
,,,,That bomb apparently targeted a police vehicle .,این بمب ظاهراً یک وسیله نقلیه پلیس را هدف قرار داده است .,a police vehicle,یک وسیله نقلیه پلیس,"['یک', 'وسیله', 'نقلیه', 'پلیس']",3,6,15,34
,,,,There was no immediate credible claim of responsibility for either bombing .,هیچ ادعای معتبری مبنی بر مسئولیت فوری برای بمب گذاری ها وجود ندارد .,bombing,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",8,10,43,55
,,,,"The revolution that toppled strongman President Hosni Mubarak in 2011 brought a resurgence of Islamists , whom his military regime had repressed for decades .",انقلابی که حسنی مبارک رئیس جمهور قدرتمند مصر را در سال ۲۰۱۱ سرنگون کرد ، باعث احیای اسلام گرایان شد که رژیم نظامی او برای دهه ها سرکوبشان کرده بود .,toppled,سرنگون کرد,"['سرنگون', 'کرد']",12,13,60,70
,,,,"The revolution that toppled strongman President Hosni Mubarak in 2011 brought a resurgence of Islamists , whom his military regime had repressed for decades .",انقلابی که حسنی مبارک رئیس جمهور قدرتمند مصر را در سال ۲۰۱۱ سرنگون کرد ، باعث احیای اسلام گرایان شد که رژیم نظامی او برای دهه ها سرکوبشان کرده بود .,strongman President Hosni Mubarak,حسنی مبارک رئیس جمهور قدرتمند مصر,"['حسنی', 'مبارک', 'رئیس', 'جمهور', 'قدرتمند', 'مصر']",2,7,11,44
,,,,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,Mexico police,پلیس مکزیک,"['پلیس', 'مکزیک']",0,1,0,10
,,,,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,their own commander,فرمانده خود,"['فرمانده', 'خود']",2,3,11,22
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,Police officers,افسران پلیس,"['افسران', 'پلیس']",0,1,0,11
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,detained,دستگیر کردند,"['دستگیر', 'کردند']",14,15,76,88
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,drug gangs,باندهای مواد مخدر,"['باندهای', 'مواد', 'مخدر']",24,26,117,134
,,,,One of the policemen who took part in the protest told the Associated Press news agency corruption in the higher ranks was putting them in danger .,یکی از پلیس هایی که در این اعتراضات شرکت داشت به خبرگزاری آسوشیتد پرس گفت که فساد در سطوح بالا آن ها را به خطر انداخته است .,One of the policemen,یکی از پلیس هایی,"['یکی', 'از', 'پلیس', 'هایی']",0,3,0,16
,,,,"&quot; We risk our lives , we leave families behind and it &apos;s the fault of those officers that we go down , &quot; he said .",او می گوید : ' ما زندگی خود را به خطر می اندازیم ، خانواده هایمان را پشت سر می گذاریم و این تقصیر آن افسران است که ما پایین می آییم .,said,می گوید,"['می', 'گوید']",1,2,3,10
,,,,"&quot; We are just used as cannon fodder when we could be stopping crime in Juarez , &quot; he added .",او اضافه می کند : ' ما فقط به عنوان علوفه توپ استفاده می کنیم وقتی که می توانیم جلوی جرایم در هوارز را بگیریم .,Juarez,هوارز,['هوارز'],22,22,94,99
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,killings,قتل های,"['قتل', 'های']",13,14,55,62
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,"an estimated 1,700",حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127
,,,,Ciudad Juarez is the most violent city in Mexico and corruption is rife .,سیوداد رودریگز خشن ترین شهر مکزیک است و فساد بسیار زیاد است .,violent,خشن ترین,"['خشن', 'ترین']",2,3,15,23
,,,,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,say,می گویند,"['می', 'گویند']",10,11,38,46
,,,,They say he would then blackmail the agents into carrying out extortion and other crimes .,آن ها می گویند که او سپس نماینده ها را به زور وادار به اخاذی و سایر جنایات می کند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,They say he would then blackmail the agents into carrying out extortion and other crimes .,آن ها می گویند که او سپس نماینده ها را به زور وادار به اخاذی و سایر جنایات می کند .,say,می گویند,"['می', 'گویند']",2,3,6,14
,,,,They say he would then blackmail the agents into carrying out extortion and other crimes .,آن ها می گویند که او سپس نماینده ها را به زور وادار به اخاذی و سایر جنایات می کند .,blackmail,به زور,"['به', 'زور']",10,11,39,45
,,,,They say he would then blackmail the agents into carrying out extortion and other crimes .,آن ها می گویند که او سپس نماینده ها را به زور وادار به اخاذی و سایر جنایات می کند .,the agents,نماینده ها,"['نماینده', 'ها']",7,8,25,35
,,,,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,Tens of thousands,ده ها هزار,"['ده', 'ها', 'هزار']",0,2,0,10
,,,,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,corruption,فساد,['فساد'],5,5,18,22
,,,,"Protesters briefly scuffled with riot police as they massed in the capital ’ s University Square , while thousands more demonstrated in cities across Romania .",تظاهرات کوتاهی با پلیس ضد شورش که در میدان دانشگاه پایتخت تجمع کرده بودند ، در حالی که هزاران نفر دیگر در شهرهای سراسر رومانی تظاهرات کردند .,Protesters,,[],0,0,0,0
,,,,"Protesters briefly scuffled with riot police as they massed in the capital ’ s University Square , while thousands more demonstrated in cities across Romania .",تظاهرات کوتاهی با پلیس ضد شورش که در میدان دانشگاه پایتخت تجمع کرده بودند ، در حالی که هزاران نفر دیگر در شهرهای سراسر رومانی تظاهرات کردند .,scuffled,,[],0,0,0,0
,,,,"Protesters briefly scuffled with riot police as they massed in the capital ’ s University Square , while thousands more demonstrated in cities across Romania .",تظاهرات کوتاهی با پلیس ضد شورش که در میدان دانشگاه پایتخت تجمع کرده بودند ، در حالی که هزاران نفر دیگر در شهرهای سراسر رومانی تظاهرات کردند .,riot police,پلیس ضد شورش,"['پلیس', 'ضد', 'شورش']",3,5,18,30
,,,,"Protesters briefly scuffled with riot police as they massed in the capital ’ s University Square , while thousands more demonstrated in cities across Romania .",تظاهرات کوتاهی با پلیس ضد شورش که در میدان دانشگاه پایتخت تجمع کرده بودند ، در حالی که هزاران نفر دیگر در شهرهای سراسر رومانی تظاهرات کردند .,thousands more,هزاران نفر دیگر,"['هزاران', 'نفر', 'دیگر']",18,20,87,102
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68
,,,,"Critics say the bills would weaken judicial independence and they have been challenged in the constitutional court , where they await a ruling .",منتقدان می گویند که این لایحه استقلال قضایی را تضعیف می کند و آن ها در دادگاه قانون اساسی به چالش کشیده شده اند ، جایی که منتظر حکم هستند .,say,می گویند,"['می', 'گویند']",1,2,8,16
,,,,"Critics say the bills would weaken judicial independence and they have been challenged in the constitutional court , where they await a ruling .",منتقدان می گویند که این لایحه استقلال قضایی را تضعیف می کند و آن ها در دادگاه قانون اساسی به چالش کشیده شده اند ، جایی که منتظر حکم هستند .,the constitutional court,دادگاه قانون اساسی,"['دادگاه', 'قانون', 'اساسی']",16,18,71,89
,,,,"“ I honestly don ’ t think we will manage to overturn the judicial bills , but we need to try . ”",« من واقعاً فکر نمی کنم بتوانیم لایحه های قضایی را لغو کنیم ، اما باید تلاش کنیم . »,bills,لایحه های,"['لایحه', 'های']",7,8,32,41
,,,,"&quot; I want to point out that by going to Phase 6 the activity has become established in at least two regions of the world , &quot; he said .",او گفت : « من می خواهم اشاره کنم که با رفتن به مرحله ششم ، این فعالیت در حداقل دو منطقه از جهان تأسیس شده است . »,at least two regions,حداقل دو منطقه,"['حداقل', 'دو', 'منطقه']",19,21,73,87
,,,,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,the entire Brisbane Broncos rugby league squad,کل تیم راگبی بریزبن,"['کل', 'تیم', 'راگبی', 'بریزبن']",5,10,25,52
,,,,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,one of their players,,[],0,0,0,0
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,confirmed,تأیید کرد,"['تأیید', 'کرد']",6,7,32,41
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,its Web site,وب سایت خود,"['وب', 'سایت', 'خود']",3,5,20,31
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,full-back Karmichael Hunt,,[],0,0,0,0
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,the sport &apos;s governing body,تیم حاکم بر ورزش,"['تیم', 'حاکم', 'بر', 'ورزش']",22,25,103,119
,,,,"French FM : “ Our Embassy In Algeria Follows The Situation Of Christians , Religious Minorities ”",' سفارت ما در الجزایر وضعیت مسیحیان ، اقلیت های مذهبی را دنبال می کند .,Our Embassy,سفارت ما,"['سفارت', 'ما']",1,2,2,10
,,,,"French FM : “ Our Embassy In Algeria Follows The Situation Of Christians , Religious Minorities ”",' سفارت ما در الجزایر وضعیت مسیحیان ، اقلیت های مذهبی را دنبال می کند .,Follows,دنبال می کند,"['دنبال', 'می', 'کند']",12,14,57,69
,,,,"French FM : “ Our Embassy In Algeria Follows The Situation Of Christians , Religious Minorities ”",' سفارت ما در الجزایر وضعیت مسیحیان ، اقلیت های مذهبی را دنبال می کند .,Religious Minorities,اقلیت های مذهبی,"['اقلیت', 'های', 'مذهبی']",8,10,38,53
,,,,French Foreign Ministry said that its embassy is attentive to the situation of Christians and religious minorities in Algeria .,وزارت امور خارجه فرانسه گفت که سفارت آن ها به وضعیت مسیحیان و اقلیت های مذهبی در الجزایر توجه دارد .,French Foreign Ministry,وزارت امور خارجه فرانسه,"['وزارت', 'امور', 'خارجه', 'فرانسه']",0,3,0,23
,,,,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,accountability,بیانیه,['بیانیه'],9,9,43,49
,,,,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,its,,[],0,0,0,0
