doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,AFP,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,saying,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,neither Abkhaz or Georgians,نه آبخاز و نه گرجی,"['نه', 'آبخاز', 'و', 'نه', 'گرجی']",13,17,51,69
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,South Korean sightseers,,[],0,0,0,0
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,a tour bus,اتوبوس توریستی,"['اتوبوس', 'توریستی']",9,10,42,56
,,,,That bomb apparently targeted a police vehicle .,این بمب ظاهراً یک وسیله نقلیه پلیس را هدف قرار داده است .,a police vehicle,یک وسیله نقلیه پلیس,"['یک', 'وسیله', 'نقلیه', 'پلیس']",3,6,15,34
,,,,There was no immediate credible claim of responsibility for either bombing .,هیچ ادعای معتبری مبنی بر مسئولیت فوری برای بمب گذاری ها وجود ندارد .,bombing,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",8,10,43,55
,,,,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,Mexico police,پلیس مکزیک,"['پلیس', 'مکزیک']",0,1,0,10
,,,,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,their own commander,فرمانده خود,"['فرمانده', 'خود']",2,3,11,22
,,,,One of the policemen who took part in the protest told the Associated Press news agency corruption in the higher ranks was putting them in danger .,یکی از پلیس هایی که در این اعتراضات شرکت داشت به خبرگزاری آسوشیتد پرس گفت که فساد در سطوح بالا آن ها را به خطر انداخته است .,One of the policemen,یکی از پلیس هایی,"['یکی', 'از', 'پلیس', 'هایی']",0,3,0,16
,,,,"&quot; We risk our lives , we leave families behind and it &apos;s the fault of those officers that we go down , &quot; he said .",او می گوید : ' ما زندگی خود را به خطر می اندازیم ، خانواده هایمان را پشت سر می گذاریم و این تقصیر آن افسران است که ما پایین می آییم .,said,می گوید,"['می', 'گوید']",1,2,3,10
,,,,"&quot; We are just used as cannon fodder when we could be stopping crime in Juarez , &quot; he added .",او اضافه می کند : ' ما فقط به عنوان علوفه توپ استفاده می کنیم وقتی که می توانیم جلوی جرایم در هوارز را بگیریم .,Juarez,هوارز,['هوارز'],22,22,94,99
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,killings,قتل های,"['قتل', 'های']",13,14,55,62
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,"an estimated 1,700",حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127
,,,,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,say,می گویند,"['می', 'گویند']",10,11,38,46
,,,,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,Tens of thousands,ده ها هزار,"['ده', 'ها', 'هزار']",0,2,0,10
,,,,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,corruption,فساد,['فساد'],5,5,18,22
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68
,,,,"“ I honestly don ’ t think we will manage to overturn the judicial bills , but we need to try . ”",« من واقعاً فکر نمی کنم بتوانیم لایحه های قضایی را لغو کنیم ، اما باید تلاش کنیم . »,bills,لایحه های,"['لایحه', 'های']",7,8,32,41
,,,,"&quot; I want to point out that by going to Phase 6 the activity has become established in at least two regions of the world , &quot; he said .",او گفت : « من می خواهم اشاره کنم که با رفتن به مرحله ششم ، این فعالیت در حداقل دو منطقه از جهان تأسیس شده است . »,at least two regions,حداقل دو منطقه,"['حداقل', 'دو', 'منطقه']",19,21,73,87
,,,,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,accountability,بیانیه,['بیانیه'],9,9,43,49
,,,,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,its,,[],0,0,0,0
,,,,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,spoke,سخن گفت,"['سخن', 'گفت']",12,13,66,73
,,,,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,the Algerian authorities,مقامات الجزایر,"['مقامات', 'الجزایر']",10,11,51,65
,,,,Sarawakian immigration officers charged with graft,مقامات مهاجر سوماترا به تقلب متهم شدند .,Sarawakian immigration officers,مقامات مهاجر سوماترا,"['مقامات', 'مهاجر', 'سوماترا']",0,2,0,20
,,,,Sarawakian immigration officers charged with graft,مقامات مهاجر سوماترا به تقلب متهم شدند .,charged,متهم شدند,"['متهم', 'شدند']",5,6,29,38
,,,,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40
,,,,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,The accused,متهمان,['متهمان'],4,4,15,21
,,,,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,received the cash,پول را دریافت کرده اند,"['پول', 'را', 'دریافت', 'کرده', 'اند']",13,17,59,81
,,,,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,The Malaysian Anti-Corruption Commission,کمیسیون ضد فساد مالزی,"['کمیسیون', 'ضد', 'فساد', 'مالزی']",0,3,0,21
,,,,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,them,آن ها,"['آن', 'ها']",4,5,22,27
,,,,"There has been no claim of responsibility for the recent wave of attacks , but extremists , including al-Qaeda &apos;s Iraq branch , are believed to be responsible for much of the killing .",هیچ ادعایی در مورد مسئولیت موج اخیر حملات وجود ندارد ، اما افراط گرایان ، از جمله شاخه القاعده در عراق ، مسئول بسیاری از قتل ها هستند .,al-Qaeda &apos;s Iraq branch,شاخه القاعده در عراق,"['شاخه', 'القاعده', 'در', 'عراق']",17,20,82,102
,,,,"There has been no claim of responsibility for the recent wave of attacks , but extremists , including al-Qaeda &apos;s Iraq branch , are believed to be responsible for much of the killing .",هیچ ادعایی در مورد مسئولیت موج اخیر حملات وجود ندارد ، اما افراط گرایان ، از جمله شاخه القاعده در عراق ، مسئول بسیاری از قتل ها هستند .,killing,قتل ها,"['قتل', 'ها']",25,26,121,127
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,at least eight people,حداقل هشت نفر,"['حداقل', 'هشت', 'نفر']",5,7,21,34
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,15,۱۵ نفر,"['۱۵', 'نفر']",10,11,42,48
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,a car bomb,انفجار یک خودرو,"['انفجار', 'یک', 'خودرو']",22,24,91,106
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,blast,,[],0,0,0,0
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,according,,[],0,0,0,0
,,,,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,two police officers,,[],0,0,0,0
,,,,"The provincial deputy governor , Haidar Mohammed Jassim , said five people were killed and 35 wounded .",معاون فرماندار استان ، حیدر محمد جاسم ، گفت که پنج نفر کشته و ۳۵ نفر زخمی شدند .,35,۳۵ نفر,"['۳۵', 'نفر']",14,15,62,68
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,The U.S. Embassy,سفارت ایالات متحده,"['سفارت', 'ایالات', 'متحده']",0,2,0,18
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,operations,فعالیت های,"['فعالیت', 'های']",5,6,28,38
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,ordered departure,خروج,['خروج'],20,20,94,98
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,its non-emergency staff,کارکنان غیر اورژانسی خود,"['کارکنان', 'غیر', 'اورژانسی', 'خود']",23,26,106,130
,,,,"ZMAb is related to ZMapp , another experimental drug that has been used to treat some Ebola patients .",ZMAP با ZMap ، یک داروی آزمایشی دیگر که برای درمان برخی از بیماران ابولا استفاده شده است ، مرتبط است .,some Ebola patients,برخی از بیماران ابولا,"['برخی', 'از', 'بیماران', 'ابولا']",11,14,51,72
,,,,Sierra Leone ’ s most senior doctor has died of Ebola just hours after an experimental drug to treat him arrived at Freetown ’ s airport .,بزرگ ترین پزشک سیرالئون چند ساعت پس از ورود داروی آزمایشی برای درمان او به فرودگاه فری تاون درگذشت .,Sierra Leone ’ s most senior doctor,بزرگ ترین پزشک سیرالئون,"['بزرگ', 'ترین', 'پزشک', 'سیرالئون']",0,3,0,23
,,,,Sierra Leone ’ s most senior doctor has died of Ebola just hours after an experimental drug to treat him arrived at Freetown ’ s airport .,بزرگ ترین پزشک سیرالئون چند ساعت پس از ورود داروی آزمایشی برای درمان او به فرودگاه فری تاون درگذشت .,Ebola,,[],0,0,0,0
,,,,The Mexican government said it would send forensic experts to the area .,دولت مکزیک گفت که کارشناسان پزشکی قانونی را به منطقه اعزام خواهد کرد .,it,,[],0,0,0,0
,,,,The Mexican government said it would send forensic experts to the area .,دولت مکزیک گفت که کارشناسان پزشکی قانونی را به منطقه اعزام خواهد کرد .,forensic experts,کارشناسان پزشکی قانونی,"['کارشناسان', 'پزشکی', 'قانونی']",4,6,18,40
,,,,"A similar protest will be held on Wednesday in Sulaimaniya , the region ’ s other major city and the base of a reform movement called Gorran .",تظاهرات مشابهی در سه شنبه در سلیمانیه ، یکی دیگر از شهرهای بزرگ منطقه و پایه یک جنبش اصلاح طلبانه به نام گورران برگزار خواهد شد .,a reform movement,یک جنبش اصلاح طلبانه,"['یک', 'جنبش', 'اصلاح', 'طلبانه']",16,19,77,97
,,,,Kurdistanpost is known for its incendiary tone in criticizing the corruption and patronage system associated with the two governing parties .,کرد پست به خاطر لحن تند خود در انتقاد از فساد و سیستم حمایتی مرتبط با دو حزب دولتی شناخته شده است .,patronage system,سیستم حمایتی,"['سیستم', 'حمایتی']",12,13,48,60
,,,,Kurdistanpost is known for its incendiary tone in criticizing the corruption and patronage system associated with the two governing parties .,کرد پست به خاطر لحن تند خود در انتقاد از فساد و سیستم حمایتی مرتبط با دو حزب دولتی شناخته شده است .,the two governing parties,دو حزب دولتی,"['دو', 'حزب', 'دولتی']",16,18,70,82
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,say,می گویند,"['می', 'گویند']",1,2,10,18
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,agreed,,[],0,0,0,0
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,they,آن ها,"['آن', 'ها']",4,5,22,27
,,,,"&quot; This tactical decision allowed the action to build a broad base of support , bringing in a stream of messages of solidarity from other universities , trade unions , and political organisations .",این تصمیم تاکتیکی به عملیات اجازه داد تا پایه گسترده ای از حمایت را ایجاد کند و جریانی از پیام های همبستگی از دانشگاه های دیگر ، اتحادیه های کارگری و سازمان های سیاسی را به همراه آورد .,messages,پیام های,"['پیام', 'های']",19,20,90,98
,,,,"&quot; This tactical decision allowed the action to build a broad base of support , bringing in a stream of messages of solidarity from other universities , trade unions , and political organisations .",این تصمیم تاکتیکی به عملیات اجازه داد تا پایه گسترده ای از حمایت را ایجاد کند و جریانی از پیام های همبستگی از دانشگاه های دیگر ، اتحادیه های کارگری و سازمان های سیاسی را به همراه آورد .,other universities,دانشگاه های دیگر,"['دانشگاه', 'های', 'دیگر']",23,25,110,126
,,,,"&quot; This tactical decision allowed the action to build a broad base of support , bringing in a stream of messages of solidarity from other universities , trade unions , and political organisations .",این تصمیم تاکتیکی به عملیات اجازه داد تا پایه گسترده ای از حمایت را ایجاد کند و جریانی از پیام های همبستگی از دانشگاه های دیگر ، اتحادیه های کارگری و سازمان های سیاسی را به همراه آورد .,trade unions,اتحادیه های کارگری,"['اتحادیه', 'های', 'کارگری']",27,29,129,147
,,,,"&quot; This tactical decision allowed the action to build a broad base of support , bringing in a stream of messages of solidarity from other universities , trade unions , and political organisations .",این تصمیم تاکتیکی به عملیات اجازه داد تا پایه گسترده ای از حمایت را ایجاد کند و جریانی از پیام های همبستگی از دانشگاه های دیگر ، اتحادیه های کارگری و سازمان های سیاسی را به همراه آورد .,political organisations,سازمان های سیاسی,"['سازمان', 'های', 'سیاسی']",31,33,150,166
,,,,"The case caused friction between the anti-corruption commission and the National Police , who also wanted to lead the investigation , says BBC Indonesia &apos;s Pinta Karana in Jakarta .",پینتا کارنا از بی بی بی سی می گوید ( انگلیسی ) که پلیس ملی اندونزی می خواهد تحقیقات را رهبری کند,the anti-corruption commission,,[],0,0,0,0
,,,,"The case caused friction between the anti-corruption commission and the National Police , who also wanted to lead the investigation , says BBC Indonesia &apos;s Pinta Karana in Jakarta .",پینتا کارنا از بی بی بی سی می گوید ( انگلیسی ) که پلیس ملی اندونزی می خواهد تحقیقات را رهبری کند,BBC Indonesia &apos;s Pinta Karana,,[],0,0,0,0
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,Insp Gen Djoko Susilo,ژنرال دوکو سولیو,"['ژنرال', 'دوکو', 'سولیو']",0,2,0,16
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,found guilty,مجرم شناخته شد,"['مجرم', 'شناخته', 'شد']",33,35,147,161
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,bribes,دریافت,['دریافت'],5,5,26,32
