doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"The first phase of the campaign , which began when Duterte took office in June 2016 , led to more than 7,000 deaths within seven months , including more than 2,500 at the hands of police officers .",مرحله اول این کمپین که از زمان رسیدن دوترته به قدرت در ژوئن ۲۰۱۶ آغاز شد ، منجر به مرگ بیش از ۷۰۰۰ نفر در عرض هفت ماه از جمله بیش از ۲ ٫ ۵۰۰ نفر از افسران پلیس شد .,police officers,افسران پلیس,"['افسران', 'پلیس']",37,38,148,159
,,,,Duterte is also supporting a controversial bill to restore the death penalty in the country .,ترامپ همچنین از لایحه بحث برانگیز بازسازی مجازات اعدام در کشور حمایت می کند .,death penalty,مجازات اعدام,"['مجازات', 'اعدام']",7,8,42,54
,,,,A man staged a protest on the roof of a house in Lancashire after a woman was cleared of killing a 24-year-old man .,یک مرد پس از اینکه زنی از قتل یک مرد ۲۴ ساله تبرئه شد ، تظاهراتی را روی سقف خانه ای در لانکاشر برگزار کرد .,a woman,زنی,['زنی'],5,5,19,22
,,,,A man staged a protest on the roof of a house in Lancashire after a woman was cleared of killing a 24-year-old man .,یک مرد پس از اینکه زنی از قتل یک مرد ۲۴ ساله تبرئه شد ، تظاهراتی را روی سقف خانه ای در لانکاشر برگزار کرد .,a 24-year-old man,,[],0,0,0,0
,,,,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,The Force Major Investigation Team,تیم تحقیق اصلی نیرو,"['تیم', 'تحقیق', 'اصلی', 'نیرو']",0,3,0,19
,,,,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,the Crown Prosecution Service,سرویس دادستانی کل,"['سرویس', 'دادستانی', 'کل']",19,21,88,105
,,,,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,Susan Kenny,سوزان کنی,"['سوزان', 'کنی']",30,31,148,157
,,,,"Police said the man was on the roof of a house in the same street for several hours , throwing tiles from it .",پلیس گفت که این مرد چند ساعت روی بام خانه ای در همان خیابان بوده و کاشی ها را از آن بیرون انداخته است .,the roof of a house,بام خانه ای,"['بام', 'خانه', 'ای']",8,10,33,44
,,,,"Police said the man was on the roof of a house in the same street for several hours , throwing tiles from it .",پلیس گفت که این مرد چند ساعت روی بام خانه ای در همان خیابان بوده و کاشی ها را از آن بیرون انداخته است .,tiles,کاشی ها,"['کاشی', 'ها']",16,17,67,74
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Susan Kenny,سوزان کِنی,"['سوزان', 'کِنی']",0,1,0,10
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,found not guilty,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,murder,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,manslaughter,,[],0,0,0,0
,,,,"Earlier Susan Kenny , 34 , of Leyland , was found not guilty of both murder and manslaughter at Preston Crown Court .",سوزان کِنی ، ۳۴ ساله ، از لایلند ، در دادگاه عالی پرستون ، به عنوان مجرم شناخته شد .,Preston Crown Court,دادگاه عالی پرستون,"['دادگاه', 'عالی', 'پرستون']",10,12,38,56
,,,,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,A 43-year-old man,یک مرد ۴۳ ساله,"['یک', 'مرد', '۴۳', 'ساله']",0,3,0,14
,,,,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,a spokeswoman,,[],0,0,0,0
,,,,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,said,,[],0,0,0,0
,,,,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,,[],0,0,0,0
,,,,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,said,,[],0,0,0,0
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,Saakashvili,ساوخاشویلی,['ساوخاشویلی'],0,0,0,10
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,says,می گوید,"['می', 'گوید']",1,2,11,18
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the territories,این سرزمین ها,"['این', 'سرزمین', 'ها']",15,17,72,85
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the ex-Soviet region,منطقه شوروی سابق,"['منطقه', 'شوروی', 'سابق']",11,13,53,69
,,,,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,Georgian troops,نیروهای گرجی,"['نیروهای', 'گرجی']",0,1,0,12
,,,,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,fled,فرار کردند,"['فرار', 'کردند']",8,9,38,48
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,Abkhaz officials,مقامات آذربایجانی,"['مقامات', 'آذربایجانی']",0,1,0,17
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,their forces,نیروهای خود,"['نیروهای', 'خود']",21,22,100,111
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,fire on,به سمت شلیک خواهند کرد,"['به', 'سمت', 'شلیک', 'خواهند', 'کرد']",24,29,115,150
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,they,آن ها,"['آن', 'ها']",10,11,53,58
,,,,"Bagapsh travelled to Gali , an area of Abkhazia that borders Georgia and has a largely Georgian population , to oversee voting .",باگاپش به گالی ، منطقه ای در آبخازیا که در مرز گرجستان قرار دارد و جمعیت عمده ای از گرجی ها را در خود جای داده است ، سفر کرد تا بر رای گیری نظارت کند .,voting,رای گیری,"['رای', 'گیری']",32,33,131,139
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,six police officers,شش افسر پلیس,"['شش', 'افسر', 'پلیس']",13,15,58,70
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,a civilian,یک غیرنظامی,"['یک', 'غیرنظامی']",17,18,73,84
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,Egyptian state media,رسانه های مصر,"['رسانه', 'های', 'مصر']",4,6,18,31
,,,,Militants have killed hundreds of policemen and soldiers since the overthrow of Morsy in July 2013 .,شورشیان از زمان سرنگونی مرسی در ژوئیه ۲۰۱۳ صدها پلیس و سرباز را کشته اند .,killed,کشته اند,"['کشته', 'اند']",13,14,64,72
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,South Korean sightseers,,[],0,0,0,0
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,a tour bus,اتوبوس توریستی,"['اتوبوس', 'توریستی']",9,10,42,56
,,,,Four people were killed and 14 were wounded .,چهار نفر کشته و ۱۴ نفر زخمی شدند .,14,۱۴,['۱۴'],4,4,16,18
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب دوم,"['بمب', 'دوم']",0,1,0,7
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,one civilian motorist,یک راننده غیرنظامی,"['یک', 'راننده', 'غیرنظامی']",5,7,21,39
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,three police officers,سه افسر پلیس,"['سه', 'افسر', 'پلیس']",11,13,49,61
,,,,That bomb apparently targeted a police vehicle .,این بمب ظاهراً یک وسیله نقلیه پلیس را هدف قرار داده است .,a police vehicle,یک وسیله نقلیه پلیس,"['یک', 'وسیله', 'نقلیه', 'پلیس']",3,6,15,34
,,,,There was no immediate credible claim of responsibility for either bombing .,هیچ ادعای معتبری مبنی بر مسئولیت فوری برای بمب گذاری ها وجود ندارد .,bombing,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",8,10,43,55
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,Police officers,افسران پلیس,"['افسران', 'پلیس']",0,1,0,11
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,detained,دستگیر کردند,"['دستگیر', 'کردند']",14,15,76,88
,,,,"Police officers in Ciudad Juarez in northern Mexico detained their commander at gunpoint , accusing him of corruption and links to drug gangs .",افسران پلیس در سیوداد گوادالاخارا در شمال مکزیک فرمانده خود را به ضرب گلوله دستگیر کردند و او را به فساد و ارتباط با باندهای مواد مخدر متهم کردند .,drug gangs,باندهای مواد مخدر,"['باندهای', 'مواد', 'مخدر']",24,26,117,134
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,killings,قتل های,"['قتل', 'های']",13,14,55,62
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,"an estimated 1,700",حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,More than 200 federal police agents,بیش از ۲۰۰ مأمور پلیس فدرال,"['بیش', 'از', '۲۰۰', 'مأمور', 'پلیس', 'فدرال']",0,5,0,27
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,police officers,افسران پلیس,"['افسران', 'پلیس']",27,28,116,127
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,blackmail,تهدید کنند,"['تهدید', 'کنند']",36,37,155,165
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,their,شان,['شان'],15,15,69,72
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,plant,می انداخت,"['می', 'انداخت']",32,33,142,151
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,officers,افسرانی,['افسرانی'],20,20,86,93
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,The police officers,افسران پلیس,"['افسران', 'پلیس']",0,1,0,11
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,held,نگه داشتند,"['نگه', 'داشتند']",21,22,99,109
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,their commander,فرمانده خود,"['فرمانده', 'خود']",2,3,12,23
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,the Federal Police Commissioner General,کمیسر پلیس فدرال,"['کمیسر', 'پلیس', 'فدرال']",8,10,39,55
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,suspend,به حالت تعلیق درآورد,"['به', 'حالت', 'تعلیق', 'درآورد']",16,19,76,96
,,,,"The police officers held their commander captive until the Federal Police Commissioner General agreed to suspend him , pending an investigation .",افسران پلیس فرمانده خود را تا زمانی که کمیسر پلیس فدرال موافقت کرد تا او را به حالت تعلیق درآورد ، نگه داشتند .,investigation,,[],0,0,0,0
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,Tens of thousands of Romanians,ده ها هزار رومانیایی,"['ده', 'ها', 'هزار', 'رومانیایی']",0,3,0,20
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,marched,راهپیمایی کردند,"['راهپیمایی', 'کردند']",14,15,72,87
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,high-level,سطح بالا,"['سطح', 'بالا']",25,26,129,137
,,,,"An estimated 50,000 people marched towards parliament , blowing whistles , waving flags and chanting , “ thieves ” .",تقریباً ۵۰ ٬ ۰۰۰ نفر در حالی که سوت می زدند ، پرچم ها را تکان می دادند و شعار می دادند ، به سمت پارلمان رفتند .,"An estimated 50,000 people",تقریباً ۵۰ ٬ ۰۰۰ نفر,"['تقریباً', '۵۰', '٬', '۰۰۰', 'نفر']",0,4,0,20
,,,,"An estimated 50,000 people marched towards parliament , blowing whistles , waving flags and chanting , “ thieves ” .",تقریباً ۵۰ ٬ ۰۰۰ نفر در حالی که سوت می زدند ، پرچم ها را تکان می دادند و شعار می دادند ، به سمت پارلمان رفتند .,thieves,,[],0,0,0,0
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68
,,,,"“ I came out today because I have two little boys and they deserve a better life in this European country , ” said Florentina Caval , 34 .",فلورنتینا کاوی ، ۳۴ ساله ، گفت : ' من امروز بیرون آمدم چون دو پسر کوچک دارم و آنها سزاوار یک زندگی بهتر در این کشور اروپایی هستند .,came out,بیرون آمدم,"['بیرون', 'آمدم']",11,12,44,54
