doc_id,event_id,ann_type,ss-id,source_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
aaecf230-a8fd-569a-9e4f-02977513dd68+6,event-17,patient,ss-2,He,العدلی,,[],0,0,0,0,"[17, 17]"
acbd122b-bfed-5ee7-b810-128fd817a951+2,event-22,agent,ss-3,many on high,,بسیاری از افراد در سطوح بالا,"['بسیاری', 'از', 'افراد', 'در', 'سطوح', 'بالا']",6,11,26,54,"[7, 9]"
acbd122b-bfed-5ee7-b810-128fd817a951+4,event-26,patient,ss-1,the 14,,۱۴ نفر,"['۱۴', 'نفر']",3,4,12,18,"[1, 2]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-7,anchor,ss-27,claimed responsibility,مسئولیت تعدادی از حملات در مقیاس بزرگ در فرانسه را بر عهده,مسئولیت,['مسئولیت'],2,2,12,19,"[3, 4]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-27,anchor,ss-47,killed,کشته,,[],0,0,0,0,"[47, 47]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-26,patient,ss-9,86 people,,۸۶ نفر,"['۸۶', 'نفر']",22,23,104,110,"[20, 21]"
bcbaa297-a22c-547c-9261-5fbbd7efd90a+4,event-5,anchor,ss-31,claimed responsibility,مسئولیت بمب‌گذاری در ۱۶ ژوئن در مقر پلیس ملی را بر عهده گرفت,بر عهده گرفت,"['بر', 'عهده', 'گرفت']",17,19,81,93,"[2, 3]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+1,event-3,anchor,ss-20,announced,اعلام,,[],0,0,0,0,"[9, 9]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+6,event-16,agent,ss-4,Demonstrators,,تظاهرکنندگان,['تظاهرکنندگان'],5,5,20,32,"[5, 5]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,agent,ss-14,It,,این,['این'],0,0,0,3,"[0, 0]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,anchor,ss-37,home,,قرار دارد,"['قرار', 'دارد']",7,8,40,49,"[2, 2]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+8,event-6,agent,ss-18,the Egyptian affiliate of the Islamic State in Iraq and the Levant ( ISIL ) insurgents,,شاخه اسلامی عراق و شام ( داعش ),"['شاخه', 'اسلامی', 'عراق', 'و', 'شام', '(', 'داعش', ')']",3,12,12,53,"[3, 18]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+0,event-14,patient,ss-1,D.C. Five,پنج دی سی » در پاکستان به اتهام ترور زندانی شد .,پنج دی سی,"['پنج', 'دی', 'سی']",1,3,2,11,"[1, 2]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+11,event-17,patient,ss-1,their,آن‌ها,وکیلشان,['وکیلشان'],2,2,9,16,"[10, 10]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+2,event-22,patient,ss-1,the &quot; D.C. Five,پنج,,[],0,0,0,0,"[4, 7]"
cd9e8a49-d3f4-51c7-b4c2-2703767c9add+2,event-11,agent,ss-6,it,لیبی,,[],0,0,0,0,"[22, 22]"
cd9e8a49-d3f4-51c7-b4c2-2703767c9add+4,event-9,agent,ss-10,his,القیاف,برادرانش,['برادرانش'],5,5,22,30,"[7, 7]"
dc12c567-099f-5a6d-96e6-7c5563458455+7,event-30,patient,ss-8,"some 1,330 more",,حدود ۱ ٬ ۳۳۰ نفر دیگر,"['حدود', '۱', '٬', '۳۳۰', 'نفر', 'دیگر']",18,23,92,113,"[20, 22]"
dd50b550-05e1-5989-99ce-13af7e000084+1,event-12,agent,ss-1,their,دولت شورشی تشنه به پول لیبی,پیشرویشان,['پیشرویشان'],12,12,54,63,"[13, 13]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+6,event-15,agent,ss-11,his,,اش,['اش'],11,11,53,55,"[8, 8]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+8,event-24,patient,ss-5,a dozen defendants,,ده ها متهم,"['ده', 'ها', 'متهم']",10,12,41,51,"[9, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-30,patient,ss-1,his,اولیاکایف,وزیرش,['وزیرش'],5,5,27,32,"[11, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,agent,ss-13,state-owned oil giant Rosneft,,شرکت بزرگ نفتی روسی باچانف,"['شرکت', 'بزرگ', 'نفتی', 'روسی', 'باچانف']",12,16,64,90,"[20, 23]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,patient,ss-10,smaller firm Bashneft,شرکت بزرگ نفتی روسی باچانف,,[],0,0,0,0,"[33, 35]"
