doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,their,شان,['شان'],15,15,69,72
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,plant,می انداخت,"['می', 'انداخت']",32,33,142,151
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,officers,افسرانی,['افسرانی'],20,20,86,93
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,the H1N1 virus,ویروس H1N1,"['ویروس', 'H1N1']",7,8,37,47
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,the World Health Organization,سازمان بهداشت جهانی,"['سازمان', 'بهداشت', 'جهانی']",13,15,69,88
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,pandemic,همه گیری جهانی,"['همه', 'گیری', 'جهانی']",23,25,115,129
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,said,اعلام کرد,"['اعلام', 'کرد']",8,9,33,42
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,move,,[],0,0,0,0
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,pandemic,همه گیری جهانی,"['همه', 'گیری', 'جهانی']",28,30,128,142
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,confirmed,تأیید کرد,"['تأیید', 'کرد']",6,7,32,41
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,its Web site,وب سایت خود,"['وب', 'سایت', 'خود']",3,5,20,31
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,full-back Karmichael Hunt,,[],0,0,0,0
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,the sport &apos;s governing body,تیم حاکم بر ورزش,"['تیم', 'حاکم', 'بر', 'ورزش']",22,25,103,119
,,,,"Another car bomb exploded among shops and take-away restaurants in central Kut , 160 kilometers ( 100 miles ) southeast of Baghdad .",بمب دیگری در میان مغازه ها و رستوران های سیار در مرکز کوت ، در ۱۶۰ کیلومتری ( ۱۰۰ مایلی ) جنوب شرقی بغداد منفجر شد .,shops,مغازه ها,"['مغازه', 'ها']",4,5,18,26
,,,,Victor Willoughby is the 11th of the country ’ s 120 doctors to die during the outbreak,ویکتور وسلی یازدهمین پزشک کشور است که در طول شیوع بیماری فوت کرده است .,the country ’ s 120 doctors,,[],0,0,0,0
,,,,Earlier this month an independent investigation rejected the government &apos;s account of events .,در اوایل این ماه یک تحقیق مستقل ، گزارش دولت از وقایع را رد کرد .,the government,دولت,['دولت'],9,9,40,44
,,,,"The prime minister was tested for the coronavirus as a precaution , his office said on Sunday .",دفتر او روز یکشنبه اعلام کرد که نخست وزیر برای پیشگیری از ویروس کرون آزمایش شده است .,The prime minister,نخست وزیر,"['نخست', 'وزیر']",7,8,32,41
,,,,"The prime minister was tested for the coronavirus as a precaution , his office said on Sunday .",دفتر او روز یکشنبه اعلام کرد که نخست وزیر برای پیشگیری از ویروس کرون آزمایش شده است .,his office,دفتر او,"['دفتر', 'او']",0,1,0,7
,,,,"The prime minister was tested for the coronavirus as a precaution , his office said on Sunday .",دفتر او روز یکشنبه اعلام کرد که نخست وزیر برای پیشگیری از ویروس کرون آزمایش شده است .,said,اعلام کرد,"['اعلام', 'کرد']",4,5,19,28
,,,,"On Saturday , the office of the Kurdistan region ’ s president , Massoud Barzani , said it was “ saddened ” by Mr. Osman ’ s killing , while the regional government described it as “ a heinous crime designed to undermine the security of the region . ”",در روز شنبه ، دفتر رئیس جمهور کردستان ، مسعود بارزانی ، گفت که از قتل آقای عثمان « ناراحت » است ، در حالی که دولت منطقه آن را « جنایت فجیعی که برای تضعیف امنیت منطقه طراحی شده » توصیف کرد .,the office of the Kurdistan region ’ s president,دفتر رئیس جمهور کردستان,"['دفتر', 'رئیس', 'جمهور', 'کردستان']",4,7,14,37
,,,,"On Saturday , the office of the Kurdistan region ’ s president , Massoud Barzani , said it was “ saddened ” by Mr. Osman ’ s killing , while the regional government described it as “ a heinous crime designed to undermine the security of the region . ”",در روز شنبه ، دفتر رئیس جمهور کردستان ، مسعود بارزانی ، گفت که از قتل آقای عثمان « ناراحت » است ، در حالی که دولت منطقه آن را « جنایت فجیعی که برای تضعیف امنیت منطقه طراحی شده » توصیف کرد .,the regional government,دولت منطقه,"['دولت', 'منطقه']",26,27,109,119
,,,,The demonstration ended with the remaining 20 protesters vacating the building at 1900 GMT on Thursday .,این تظاهرات با ۲۰ معترض باقی مانده در ساعت ۱۹۰۰ صبح روز پنج شنبه به پایان رسید .,the remaining 20 protesters,۲۰ معترض باقی مانده,"['۲۰', 'معترض', 'باقی', 'مانده']",3,6,15,34
,,,,The demonstration ended with the remaining 20 protesters vacating the building at 1900 GMT on Thursday .,این تظاهرات با ۲۰ معترض باقی مانده در ساعت ۱۹۰۰ صبح روز پنج شنبه به پایان رسید .,vacating,,[],0,0,0,0
,,,,Prosecutors had originally asked for an 18-year prison term and a fine of 32bn rupiah .,دادستان ها در ابتدا خواستار ۱۸ سال زندان و جریمه ۳۲ میلیارد روپیه بودند .,Prosecutors,دادستان ها,"['دادستان', 'ها']",0,1,0,10
,,,,"Prosecutors said Djoko owned more than 25 properties on Java Island and the resort island of Bali , bought under his name , and those of his three wives and other relatives .",دادستان ها می گویند که جاکو مالک بیش از ۲۵ ملک در جزیره جاوه و جزیره تفریحی بالی است که تحت نام او و سه همسر و خویشاوندانش خریداری شده است .,Prosecutors,دادستان ها,"['دادستان', 'ها']",0,1,0,10
,,,,"Prosecutors said Djoko owned more than 25 properties on Java Island and the resort island of Bali , bought under his name , and those of his three wives and other relatives .",دادستان ها می گویند که جاکو مالک بیش از ۲۵ ملک در جزیره جاوه و جزیره تفریحی بالی است که تحت نام او و سه همسر و خویشاوندانش خریداری شده است .,said,می گویند,"['می', 'گویند']",2,3,11,19
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,the zoo,باغ وحش,"['باغ', 'وحش']",9,10,38,45
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,zoo safari,,[],0,0,0,0
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,botanical garden,,[],0,0,0,0
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,a howler monkey,یک میمون جیغ کش,"['یک', 'میمون', 'جیغ', 'کش']",18,21,71,86
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,the virus,ویروس,['ویروس'],24,24,96,101
,,,,"In the city of Sao Paulo , authorities closed the zoo , zoo safari and botanical garden after a howler monkey infected with the virus was found dead .",در شهر سائو پائولو ، مقامات باغ وحش ، باغ وحش و باغ وحش پس از پیدا شدن یک میمون جیغ کش آلوده به ویروس بسته شدند .,dead,,[],0,0,0,0
,,,,An earlier outbreak at the end of 2016 and start of 2017 in Minas Gerais claimed scores of lives .,یک شیوع اولیه در پایان سال ۲۰۱۶ و آغاز سال ۲۰۱۷ در میناس گرایس جان بسیاری را گرفت .,scores of lives,جان بسیاری,"['جان', 'بسیاری']",14,15,63,73
,,,,"Bashir has been wanted by the ICC for years for his role in the Darfur war that broke out in 2003 and which left around 300,000 people dead and 2.5 million displaced .",بشار سال ها است که توسط دیوان بین المللی کیفری برای نقشش در جنگ دارفور که در سال ۲۰۰۳ آغاز شد تحت تعقیب است و حدود ۳۰۰ ٬ ۰۰۰ نفر کشته و ۲ ٫ ۵ میلیون نفر آواره شده اند .,2.5 million,۲ ٫ ۵ میلیون نفر,"['۲', '٫', '۵', 'میلیون', 'نفر']",32,36,136,152
,,,,"Some of the accounts have been created by using the identities of people who recently died , reports the Independent , which charts in some detail the dirty tricks campaign against Rewcastle Brown .",روزنامه ایندیپندنت می نویسد که برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند . بلاگر می گوید برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند,campaign,,[],0,0,0,0
,,,,"Some of the accounts have been created by using the identities of people who recently died , reports the Independent , which charts in some detail the dirty tricks campaign against Rewcastle Brown .",روزنامه ایندیپندنت می نویسد که برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند . بلاگر می گوید برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند,Rewcastle Brown,,[],0,0,0,0
,,,,She is subject to an arrest warrant in Malaysia for “ activity detrimental to parliamentary democracy ” after revealing that almost $ 700m from a state fund was paid into the personal bank accounts of prime minister Najib Razak .,او در مالزی به دلیل « فعالیت هایی که به دموکراسی پارلمانی آسیب می رساند » پس از اعلام اینکه تقریباً ۷۰۰ میلیون دلار از بودجه دولتی به حساب های بانکی نخست وزیر نجیب راسک پرداخت شد ، تحت حکم بازداشت قرار گرفت .,activity,فعالیت هایی,"['فعالیت', 'هایی']",6,7,22,33
,,,,She is subject to an arrest warrant in Malaysia for “ activity detrimental to parliamentary democracy ” after revealing that almost $ 700m from a state fund was paid into the personal bank accounts of prime minister Najib Razak .,او در مالزی به دلیل « فعالیت هایی که به دموکراسی پارلمانی آسیب می رساند » پس از اعلام اینکه تقریباً ۷۰۰ میلیون دلار از بودجه دولتی به حساب های بانکی نخست وزیر نجیب راسک پرداخت شد ، تحت حکم بازداشت قرار گرفت .,paid into,پرداخت شد,"['پرداخت', 'شد']",35,36,169,178
,,,,She is subject to an arrest warrant in Malaysia for “ activity detrimental to parliamentary democracy ” after revealing that almost $ 700m from a state fund was paid into the personal bank accounts of prime minister Najib Razak .,او در مالزی به دلیل « فعالیت هایی که به دموکراسی پارلمانی آسیب می رساند » پس از اعلام اینکه تقریباً ۷۰۰ میلیون دلار از بودجه دولتی به حساب های بانکی نخست وزیر نجیب راسک پرداخت شد ، تحت حکم بازداشت قرار گرفت .,prime minister Najib Razak,نخست وزیر نجیب راسک,"['نخست', 'وزیر', 'نجیب', 'راسک']",31,34,149,168
,,,,"Judge Nixon Kennedy Kumbong fixed a court bail of between RM5,000 and RM8,000 with one surety for each of the accused .",قاضی نیکسون کندی کومبانگ وثیقه ای بین RM۵۰۰۰ تا RM۸۰۰۰ را با یک وثیقه برای هر یک از متهمان تعیین کرد .,bail,وثیقه ای,"['وثیقه', 'ای']",4,5,25,33
,,,,It was reported that 11 immigration officers were arrested by MACC during its special operation to haul up corrupt officers linked to the influx of illegal immigrants in the state last month .,گزارش شده است که ۱۱ افسر مهاجرت در جریان عملیات ویژه خود برای دستگیری افسران فاسد مرتبط با هجوم مهاجران غیرقانونی در ماه گذشته دستگیر شدند .,11 immigration officers,۱۱ افسر مهاجرت,"['۱۱', 'افسر', 'مهاجرت']",4,6,17,31
,,,,It was reported that 11 immigration officers were arrested by MACC during its special operation to haul up corrupt officers linked to the influx of illegal immigrants in the state last month .,گزارش شده است که ۱۱ افسر مهاجرت در جریان عملیات ویژه خود برای دستگیری افسران فاسد مرتبط با هجوم مهاجران غیرقانونی در ماه گذشته دستگیر شدند .,MACC,,[],0,0,0,0
,,,,It was reported that 11 immigration officers were arrested by MACC during its special operation to haul up corrupt officers linked to the influx of illegal immigrants in the state last month .,گزارش شده است که ۱۱ افسر مهاجرت در جریان عملیات ویژه خود برای دستگیری افسران فاسد مرتبط با هجوم مهاجران غیرقانونی در ماه گذشته دستگیر شدند .,corrupt officers,افسران فاسد,"['افسران', 'فاسد']",14,15,70,81
,,,,It was reported that 11 immigration officers were arrested by MACC during its special operation to haul up corrupt officers linked to the influx of illegal immigrants in the state last month .,گزارش شده است که ۱۱ افسر مهاجرت در جریان عملیات ویژه خود برای دستگیری افسران فاسد مرتبط با هجوم مهاجران غیرقانونی در ماه گذشته دستگیر شدند .,illegal immigrants,مهاجران غیرقانونی,"['مهاجران', 'غیرقانونی']",19,20,96,113
,,,,"Agnes , Gracy , Norhaliza and Emily , through their respective counsels , appealed for leniency on the grounds that their clients are civil servants and that they will commit to attending all court proceedings .",اگنز ، گراسی ، نورهالیسا و امیلی از طریق مشاوران شخصی خود درخواست بخشش کردند ، به این دلیل که موکلان آن ها کارمند دولت هستند و متعهد به حضور در تمام محاکمات هستند .,their respective counsels,مشاوران شخصی خود,"['مشاوران', 'شخصی', 'خود']",9,11,41,57
,,,,"Agnes , Gracy , Norhaliza and Emily , through their respective counsels , appealed for leniency on the grounds that their clients are civil servants and that they will commit to attending all court proceedings .",اگنز ، گراسی ، نورهالیسا و امیلی از طریق مشاوران شخصی خود درخواست بخشش کردند ، به این دلیل که موکلان آن ها کارمند دولت هستند و متعهد به حضور در تمام محاکمات هستند .,appealed,درخواست,['درخواست'],12,12,58,65
,,,,"Rights groups believe that foul play was behind the deaths of the three , and have demanded an investigation into this case and other allegations of police corruption and heavy-handed tactics .",گروه های حقوق بشری بر این باور اند که در پس مرگ این سه نفر ، خطا بوده و خواستار تحقیق در این مورد و سایر اتهامات فساد پلیس و تاکتیک های سنگین شده اند .,Rights groups,گروه های حقوق بشری,"['گروه', 'های', 'حقوق', 'بشری']",0,3,0,18
,,,,"Rights groups believe that foul play was behind the deaths of the three , and have demanded an investigation into this case and other allegations of police corruption and heavy-handed tactics .",گروه های حقوق بشری بر این باور اند که در پس مرگ این سه نفر ، خطا بوده و خواستار تحقیق در این مورد و سایر اتهامات فساد پلیس و تاکتیک های سنگین شده اند .,the three,این سه نفر,"['این', 'سه', 'نفر']",12,14,48,58
,,,,"Rights groups believe that foul play was behind the deaths of the three , and have demanded an investigation into this case and other allegations of police corruption and heavy-handed tactics .",گروه های حقوق بشری بر این باور اند که در پس مرگ این سه نفر ، خطا بوده و خواستار تحقیق در این مورد و سایر اتهامات فساد پلیس و تاکتیک های سنگین شده اند .,tactics,,[],0,0,0,0
,,,,"The Kenyan police force denies being involved in extrajudicial killings , saying it investigates and prosecutes any officers suspected of breaking the law .",نیروی پلیس کنیا دخالت در قتل های غیرقانونی را رد می کند و می گوید هر افسر مظنون به نقض قانون را مورد بررسی و پیگرد قرار می دهد .,The Kenyan police force,نیروی پلیس کنیا,"['نیروی', 'پلیس', 'کنیا']",0,2,0,15
,,,,"The Kenyan police force denies being involved in extrajudicial killings , saying it investigates and prosecutes any officers suspected of breaking the law .",نیروی پلیس کنیا دخالت در قتل های غیرقانونی را رد می کند و می گوید هر افسر مظنون به نقض قانون را مورد بررسی و پیگرد قرار می دهد .,killings,قتل های,"['قتل', 'های']",5,6,25,32
,,,,"The Kenyan police force denies being involved in extrajudicial killings , saying it investigates and prosecutes any officers suspected of breaking the law .",نیروی پلیس کنیا دخالت در قتل های غیرقانونی را رد می کند و می گوید هر افسر مظنون به نقض قانون را مورد بررسی و پیگرد قرار می دهد .,saying,می گوید,"['می', 'گوید']",13,14,58,65
,,,,"The Kenyan police force denies being involved in extrajudicial killings , saying it investigates and prosecutes any officers suspected of breaking the law .",نیروی پلیس کنیا دخالت در قتل های غیرقانونی را رد می کند و می گوید هر افسر مظنون به نقض قانون را مورد بررسی و پیگرد قرار می دهد .,prosecutes,پیگرد,['پیگرد'],25,25,109,114
,,,,Protesters around the world march against Egypt &apos;s Mubarak,تظاهرات کنندگان در سراسر جهان علیه مبارک مصری ها تظاهرات کردند .,Protesters,تظاهرات کنندگان,"['تظاهرات', 'کنندگان']",0,1,0,15
,,,,Protesters around the world march against Egypt &apos;s Mubarak,تظاهرات کنندگان در سراسر جهان علیه مبارک مصری ها تظاهرات کردند .,march,تظاهرات کردند,"['تظاهرات', 'کردند']",9,10,49,62
,,,,Protesters around the world march against Egypt &apos;s Mubarak,تظاهرات کنندگان در سراسر جهان علیه مبارک مصری ها تظاهرات کردند .,Egypt &apos;s Mubarak,مبارک مصری ها,"['مبارک', 'مصری', 'ها']",6,8,35,48
,,,,In September the ruling Kadima party will choose a leader to replace Olmert .,در سپتامبر حزب حاکم کادیما یک رهبر را به جای اولمرت انتخاب خواهد کرد .,the ruling Kadima party,حزب حاکم کادیما,"['حزب', 'حاکم', 'کادیما']",2,4,11,26
,,,,In September the ruling Kadima party will choose a leader to replace Olmert .,در سپتامبر حزب حاکم کادیما یک رهبر را به جای اولمرت انتخاب خواهد کرد .,a leader,یک رهبر,"['یک', 'رهبر']",5,6,27,34
,,,,In September the ruling Kadima party will choose a leader to replace Olmert .,در سپتامبر حزب حاکم کادیما یک رهبر را به جای اولمرت انتخاب خواهد کرد .,Olmert,اولمرت,['اولمرت'],10,10,45,51
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,forced from government,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,corruption,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,inquiry,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,cleared,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,He,او,['او'],0,0,0,2
