doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,high-level,سطح بالا,"['سطح', 'بالا']",25,26,129,137
,,,,"The judge then fixed RM6,000 court bail for Agnes and RM7,000 for Emily , both with one surety each .",پس از آن قاضی مبلغ ۶ ٬ ۰۰۰ پوند برای اگنس و ۷ ٬ ۰۰۰ پوند برای امیلی تعیین کرد که هر دو با یک وثیقه تضمینی بودند .,bail,,[],0,0,0,0
,,,,"The judge then fixed RM6,000 court bail for Agnes and RM7,000 for Emily , both with one surety each .",پس از آن قاضی مبلغ ۶ ٬ ۰۰۰ پوند برای اگنس و ۷ ٬ ۰۰۰ پوند برای امیلی تعیین کرد که هر دو با یک وثیقه تضمینی بودند .,Agnes,اگنس,['اگنس'],10,10,37,41
,,,,"The six — assistant enforcement officer Khairul Nizam Omar , 41 , Immigration officers Norhaliza Hussein , 34 , Emily Ngayan anak Beliang , 36 , Benjamin Morsit , 34 , Gracy Bohan , 35 , and Agnes James Daim , 42 — were accused of accepting the cash from Fazal Illahi Juma Gul .",این شش نفر -دستیار اجرای حکم اعدام خلیل نجم عمر ، ۴۱ ، افسران مهاجرت نورالحزه حسین ، ۳۴ ، امیلی ناجیان آناک بلینگ ، ۳۶ ، بنجامین مرسی ، ۳۴ ، گریسی بوهان ، ۳۵ ، و آگنس جیمز دوم ، ۴۲- به دریافت پول از فاس العی جوم گول متهم شدند .,The six,این شش نفر,"['این', 'شش', 'نفر']",0,2,0,10
,,,,"A similar protest will be held on Wednesday in Sulaimaniya , the region ’ s other major city and the base of a reform movement called Gorran .",تظاهرات مشابهی در سه شنبه در سلیمانیه ، یکی دیگر از شهرهای بزرگ منطقه و پایه یک جنبش اصلاح طلبانه به نام گورران برگزار خواهد شد .,a reform movement,یک جنبش اصلاح طلبانه,"['یک', 'جنبش', 'اصلاح', 'طلبانه']",16,19,77,97
,,,,"The investigation by Indonesia &apos;s Corruption Eradication Commission revealed the extent of Djoko &apos;s material wealth , including properties and luxury cars worth 100bn rupiah .",تحقیقات کمیسیون حذف فساد اندونزی میزان ثروت مادی جکو از جمله املاک و اتومبیل های لوکس به ارزش ۱۰۰ میلیارد روپیه را نشان داد .,Indonesia &apos;s Corruption Eradication Commission,کمیسیون حذف فساد اندونزی,"['کمیسیون', 'حذف', 'فساد', 'اندونزی']",1,4,8,32
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,At least 25 people,حداقل ۲۵ نفر,"['حداقل', '۲۵', 'نفر']",10,12,47,59
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,died,مرده اند,"['مرده', 'اند']",26,27,123,131
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,yellow fever,تب زرد,"['تب', 'زرد']",16,17,72,78
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,Brazil &apos;s second most populous state of Minas Gerais,دومین ایالت پرجمعیت برزیل در میناس گرایس,"['دومین', 'ایالت', 'پرجمعیت', 'برزیل', 'در', 'میناس', 'گرایس']",19,25,82,122
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,the regional Health Department,وزارت بهداشت منطقه ای,"['وزارت', 'بهداشت', 'منطقه', 'ای']",0,3,0,21
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,said,اعلام کرد,"['اعلام', 'کرد']",7,8,34,43
,,,,"The outbreak has spread to the neighboring states of Sao Paulo , the most populated , and Rio de Janeiro , which receives the most tourists .",این اپیدمی در ایالت های همسایه سائو پائولو ، پرجمعیت ترین شهر برزیل و ریو دو ژانیرو که بیشترین تعداد گردشگران را در خود جای داده گسترش یافته است .,the neighboring states,ایالت های همسایه,"['ایالت', 'های', 'همسایه']",3,5,14,30
,,,,"But Sudan &apos;s umbrella protest movement , which now has significant representation on a sovereign council that in August became the country &apos;s highest executive authority -- recently said it has no objection to his extradition .",اما جنبش اعتراضی چتر سودان ، که اکنون نماینده قابل توجهی در شورای سلطنت دارد که در ماه اوت به بالاترین مقام اجرایی کشور تبدیل شد ، اخیرا گفت که مخالفتی با بازداشت او ندارد .,Sudan &apos;s umbrella protest movement,,[],0,0,0,0
,,,,"At the start of the trial , judge Sadeq Abdelrahman said authorities had seized 6.9 million euros as well as $ 351,770 and 5.7 million Sudanese pounds ( $ 128,000 ) from Bashir &apos;s home .",قاضی سعید عبدالرحمان در ابتدای محاکمه گفت مقامات ۷ ٫ ۷ میلیون یورو و همچنین ۳۵۱ ٫ ۷۷۰ دلار و ۵ ٫ ۷ میلیون پوند سودانی را از خانه بشیر توقیف کرده اند .,6.9 million euros,,[],0,0,0,0
,,,,"At the start of the trial , judge Sadeq Abdelrahman said authorities had seized 6.9 million euros as well as $ 351,770 and 5.7 million Sudanese pounds ( $ 128,000 ) from Bashir &apos;s home .",قاضی سعید عبدالرحمان در ابتدای محاکمه گفت مقامات ۷ ٫ ۷ میلیون یورو و همچنین ۳۵۱ ٫ ۷۷۰ دلار و ۵ ٫ ۷ میلیون پوند سودانی را از خانه بشیر توقیف کرده اند .,"$ 351,770",۳۵۱ ٫ ۷۷۰ دلار,"['۳۵۱', '٫', '۷۷۰', 'دلار']",15,18,76,90
,,,,"At the start of the trial , judge Sadeq Abdelrahman said authorities had seized 6.9 million euros as well as $ 351,770 and 5.7 million Sudanese pounds ( $ 128,000 ) from Bashir &apos;s home .",قاضی سعید عبدالرحمان در ابتدای محاکمه گفت مقامات ۷ ٫ ۷ میلیون یورو و همچنین ۳۵۱ ٫ ۷۷۰ دلار و ۵ ٫ ۷ میلیون پوند سودانی را از خانه بشیر توقیف کرده اند .,5.7 million Sudanese pounds,۵ ٫ ۷ میلیون پوند سودانی,"['۵', '٫', '۷', 'میلیون', 'پوند', 'سودانی']",20,25,93,117
,,,,"Bashir has been wanted by the ICC for years for his role in the Darfur war that broke out in 2003 and which left around 300,000 people dead and 2.5 million displaced .",بشار سال ها است که توسط دیوان بین المللی کیفری برای نقشش در جنگ دارفور که در سال ۲۰۰۳ آغاز شد تحت تعقیب است و حدود ۳۰۰ ٬ ۰۰۰ نفر کشته و ۲ ٫ ۵ میلیون نفر آواره شده اند .,2.5 million,۲ ٫ ۵ میلیون نفر,"['۲', '٫', '۵', 'میلیون', 'نفر']",32,36,136,152
,,,,"After Bashir was toppled , ICC prosecutors requested he stand trial for the killings in Darfur .",پس از برکناری بشار ، دادستان های کمیساریای عالی سازمان ملل از او درخواست کردند تا به اتهام قتل ها در دارفور محاکمه شود .,prosecutors,دادستان های,"['دادستان', 'های']",5,6,21,32
,,,,"After Bashir was toppled , ICC prosecutors requested he stand trial for the killings in Darfur .",پس از برکناری بشار ، دادستان های کمیساریای عالی سازمان ملل از او درخواست کردند تا به اتهام قتل ها در دارفور محاکمه شود .,stand trial,محاکمه شود,"['محاکمه', 'شود']",22,23,108,118
,,,,"After Bashir was toppled , ICC prosecutors requested he stand trial for the killings in Darfur .",پس از برکناری بشار ، دادستان های کمیساریای عالی سازمان ملل از او درخواست کردند تا به اتهام قتل ها در دارفور محاکمه شود .,killings,قتل ها,"['قتل', 'ها']",18,19,91,97
,,,,"Some of the accounts have been created by using the identities of people who recently died , reports the Independent , which charts in some detail the dirty tricks campaign against Rewcastle Brown .",روزنامه ایندیپندنت می نویسد که برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند . بلاگر می گوید برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند,campaign,,[],0,0,0,0
,,,,"Some of the accounts have been created by using the identities of people who recently died , reports the Independent , which charts in some detail the dirty tricks campaign against Rewcastle Brown .",روزنامه ایندیپندنت می نویسد که برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند . بلاگر می گوید برخی از این حساب ها با استفاده از هویت افرادی که به تازگی فوت کرده اند ایجاد شده اند,Rewcastle Brown,,[],0,0,0,0
,,,,Mr. Kimani had filed a complaint alleging that Mr. Mwenda had been shot and wounded by the police in April .,آقای کیمانی در ماه آوریل به اتهام تیراندازی و زخمی شدن توسط پلیس شکایت کرده بود .,Mr. Mwenda,,[],0,0,0,0
,,,,Mr. Kimani had filed a complaint alleging that Mr. Mwenda had been shot and wounded by the police in April .,آقای کیمانی در ماه آوریل به اتهام تیراندازی و زخمی شدن توسط پلیس شکایت کرده بود .,the police,پلیس,['پلیس'],12,12,60,64
,,,,"Outside the Egyptian Embassy in London , people rallied , chanted , hoisted banners and demanded change .",در بیرون سفارت مصر در لندن ، مردم تجمع کردند ، شعارها را برافراشتند و خواستار تغییر شدند .,rallied,تجمع کردند,"['تجمع', 'کردند']",8,9,34,44
,,,,Navalny suffered a similar attack last month .,ماه گذشته نیروی دریایی دچار حمله ای مشابه شد .,Navalny,,[],0,0,0,0
,,,,Navalny suffered a similar attack last month .,ماه گذشته نیروی دریایی دچار حمله ای مشابه شد .,attack,حمله ای,"['حمله', 'ای']",5,6,28,35
,,,,"Before its offices were searched , the Russian branch had shrugged off the move , saying it was not affected by what amounted to a ban on the British arm &apos;s activities in Russia .",قبل از اینکه اداره اش مورد بازرسی قرار گیرد ، شعبه روسیه این حرکت را رد کرد و گفت که تحت تأثیر آن چیزی که به ممنوعیت فعالیت های بازوی بریتانیا در روسیه مربوط می شود قرار ندارد .,the Russian branch,شعبه روسیه,"['شعبه', 'روسیه']",10,11,46,56
,,,,"Before its offices were searched , the Russian branch had shrugged off the move , saying it was not affected by what amounted to a ban on the British arm &apos;s activities in Russia .",قبل از اینکه اداره اش مورد بازرسی قرار گیرد ، شعبه روسیه این حرکت را رد کرد و گفت که تحت تأثیر آن چیزی که به ممنوعیت فعالیت های بازوی بریتانیا در روسیه مربوط می شود قرار ندارد .,the British arm,بازوی بریتانیا,"['بازوی', 'بریتانیا']",29,30,128,142
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,forced from government,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,corruption,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,inquiry,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,cleared,,[],0,0,0,0
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,He,او,['او'],0,0,0,2
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,withdrawal,عقب نشینی,"['عقب', 'نشینی']",7,8,28,37
,,,,"He was forced from government by scandals and a corruption inquiry , but was later cleared . He resigned from Ariel Sharon &apos;s government in 2005 in protest at the withdrawal of troops from Gaza .",او در سال ۲۰۰۵ در اعتراض به عقب نشینی نیروهای نظامی از غزه از دولت اسرائیل استعفا داد .,troops,نیروهای نظامی,"['نیروهای', 'نظامی']",9,10,38,51
,,,,"A Knesset member for 10 years , she abandoned Likud to support Ariel Sharon &apos;s decisions to evacuate Israeli troops from Gaza and set up Kadima .",او به مدت ۱۰ سال از اعضای کنست بود ، او از حزب الله برای حمایت از تصمیم آریل شارون برای تخلیه نیروهای اسرائیل از غزه و تشکیل قدیما حمایت کرد .,she,او,['او'],10,10,37,39
,,,,"A Knesset member for 10 years , she abandoned Likud to support Ariel Sharon &apos;s decisions to evacuate Israeli troops from Gaza and set up Kadima .",او به مدت ۱۰ سال از اعضای کنست بود ، او از حزب الله برای حمایت از تصمیم آریل شارون برای تخلیه نیروهای اسرائیل از غزه و تشکیل قدیما حمایت کرد .,abandoned,,[],0,0,0,0
,,,,"A Knesset member for 10 years , she abandoned Likud to support Ariel Sharon &apos;s decisions to evacuate Israeli troops from Gaza and set up Kadima .",او به مدت ۱۰ سال از اعضای کنست بود ، او از حزب الله برای حمایت از تصمیم آریل شارون برای تخلیه نیروهای اسرائیل از غزه و تشکیل قدیما حمایت کرد .,Likud,,[],0,0,0,0
,,,,"A Knesset member for 10 years , she abandoned Likud to support Ariel Sharon &apos;s decisions to evacuate Israeli troops from Gaza and set up Kadima .",او به مدت ۱۰ سال از اعضای کنست بود ، او از حزب الله برای حمایت از تصمیم آریل شارون برای تخلیه نیروهای اسرائیل از غزه و تشکیل قدیما حمایت کرد .,Israeli troops,نیروهای اسرائیل,"['نیروهای', 'اسرائیل']",22,23,94,109
,,,,Indian cartoonist &apos;s arrest for &apos; mocking constitution &apos; sparks protests,بازداشت کارتونیست هندی به خاطر ' مسخره کردن قانون اساسی ' اعتراضات را برانگیخت .,Indian cartoonist,کارتونیست هندی,"['کارتونیست', 'هندی']",1,2,8,22
,,,,"However , Mr Derakhshan noted on his blog that all the support could cause further problems for Mr Motallebi during interrogation .",با این حال ، آقای دروزان در وبلاگش اشاره کرد که تمام این حمایت ها می تواند مشکلات بیشتری را برای آقای معتبر در طول بازجویی ایجاد کند .,noted,اشاره کرد,"['اشاره', 'کرد']",8,9,35,44
,,,,"According to official figures , about 640 people were killed in the following clashes , but Muslim Brotherhood put the toll at more than 2,000 .",بر اساس آمار رسمی ، حدود ۶۴۰ نفر در درگیری های بعدی کشته شدند ، اما اخوان المسلمین تلفات را بیش از ۲۰۰۰ نفر اعلام کرد .,clashes,درگیری های,"['درگیری', 'های']",9,10,36,46
,,,,"According to official figures , about 640 people were killed in the following clashes , but Muslim Brotherhood put the toll at more than 2,000 .",بر اساس آمار رسمی ، حدود ۶۴۰ نفر در درگیری های بعدی کشته شدند ، اما اخوان المسلمین تلفات را بیش از ۲۰۰۰ نفر اعلام کرد .,Muslim Brotherhood,اخوان المسلمین,"['اخوان', 'المسلمین']",16,17,68,82
,,,,"According to official figures , about 640 people were killed in the following clashes , but Muslim Brotherhood put the toll at more than 2,000 .",بر اساس آمار رسمی ، حدود ۶۴۰ نفر در درگیری های بعدی کشته شدند ، اما اخوان المسلمین تلفات را بیش از ۲۰۰۰ نفر اعلام کرد .,put,اعلام کرد,"['اعلام', 'کرد']",24,25,108,117
,,,,"According to official figures , about 640 people were killed in the following clashes , but Muslim Brotherhood put the toll at more than 2,000 .",بر اساس آمار رسمی ، حدود ۶۴۰ نفر در درگیری های بعدی کشته شدند ، اما اخوان المسلمین تلفات را بیش از ۲۰۰۰ نفر اعلام کرد .,"more than 2,000",بیش از ۲۰۰۰ نفر,"['بیش', 'از', '۲۰۰۰', 'نفر']",20,23,92,107
,,,,"The Democracy Now platform has urged people to &quot; occupy squares in all the world &apos;s cities on Sunday &quot; to protest austerity , corruption and a lack of transparency in government .",سکوی دموکراسی امروز مردم را به اشغال میدان های همه شهرهای جهان در روز یکشنبه برای اعتراض به فقر ، فساد و فقدان شفافیت در دولت تشویق کرده است .,The Democracy Now platform,سکوی دموکراسی امروز,"['سکوی', 'دموکراسی', 'امروز']",0,2,0,19
,,,,"The Democracy Now platform has urged people to &quot; occupy squares in all the world &apos;s cities on Sunday &quot; to protest austerity , corruption and a lack of transparency in government .",سکوی دموکراسی امروز مردم را به اشغال میدان های همه شهرهای جهان در روز یکشنبه برای اعتراض به فقر ، فساد و فقدان شفافیت در دولت تشویق کرده است .,squares,میدان های,"['میدان', 'های']",7,8,37,46
,,,,"He was given a five-year suspended sentence for the theft of 16m roubles ( $ 450,000 ; £ 270,000 ) from a timber company in 2009 .",او به جرم سرقت ۱۶ میلیون روبل ( ۲۷۰ ٬ ۰۰۰ دلار ؛ ۲۷۰ ٬ ۰۰۰ پوند ) از یک شرکت چوب بری در سال ۲۰۰۹ به پنج سال حبس محکوم شد .,He,او,['او'],0,0,0,2
,,,,"He was given a five-year suspended sentence for the theft of 16m roubles ( $ 450,000 ; £ 270,000 ) from a timber company in 2009 .",او به جرم سرقت ۱۶ میلیون روبل ( ۲۷۰ ٬ ۰۰۰ دلار ؛ ۲۷۰ ٬ ۰۰۰ پوند ) از یک شرکت چوب بری در سال ۲۰۰۹ به پنج سال حبس محکوم شد .,sentence,محکوم شد,"['محکوم', 'شد']",30,31,112,120
,,,,"He was given a five-year suspended sentence for the theft of 16m roubles ( $ 450,000 ; £ 270,000 ) from a timber company in 2009 .",او به جرم سرقت ۱۶ میلیون روبل ( ۲۷۰ ٬ ۰۰۰ دلار ؛ ۲۷۰ ٬ ۰۰۰ پوند ) از یک شرکت چوب بری در سال ۲۰۰۹ به پنج سال حبس محکوم شد .,a timber company,یک شرکت چوب,"['یک', 'شرکت', 'چوب']",19,21,69,80
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,The world body,سازمان جهانی,"['سازمان', 'جهانی']",0,1,0,12
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,aid,کمک های,"['کمک', 'های']",18,19,87,94
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,help,کمک های,"['کمک', 'های']",23,24,111,118
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,roads,جاده ها,"['جاده', 'ها']",29,30,139,146
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,bridges,پل ها,"['پل', 'ها']",32,33,149,154
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,airports,فرودگاه ها,"['فرودگاه', 'ها']",35,36,157,167
,,,,"Small-scale skirmishes -- involving rock-throwing and burning tires , then tear gas in response -- erupted Friday in Port-au-Prince , relatively sporadic confrontations that paled in comparison with earlier violence .",درگیری های کوچک در مقیاس شامل پرتاب سنگ و سوزاندن تایرها ، و سپس گاز اشک آور در پاسخ به آن ، جمعه در پورتو پرنس رخ داد ، درگیری های نسبتاً پراکنده که در مقایسه با خشونت های قبلی رنگ باخته بود .,rock-throwing,پرتاب سنگ,"['پرتاب', 'سنگ']",6,7,30,39
,,,,"Small-scale skirmishes -- involving rock-throwing and burning tires , then tear gas in response -- erupted Friday in Port-au-Prince , relatively sporadic confrontations that paled in comparison with earlier violence .",درگیری های کوچک در مقیاس شامل پرتاب سنگ و سوزاندن تایرها ، و سپس گاز اشک آور در پاسخ به آن ، جمعه در پورتو پرنس رخ داد ، درگیری های نسبتاً پراکنده که در مقایسه با خشونت های قبلی رنگ باخته بود .,violence,خشونت های,"['خشونت', 'های']",37,38,163,172
,,,,"Near the presidential palace , which was heavily damaged in the earthquake , stores were closed and few cars were in the streets , though pedestrians were moving about freely .",در نزدیکی کاخ ریاست جمهوری ، که به شدت آسیب دیده بود ، مغازه ها بسته شده بودند و تعداد کمی از خودروها در خیابان ها تردد می کردند ، هر چند که عابران آزادانه در رفت و آمد بودند .,earthquake,,[],0,0,0,0
,,,,"However , Mark Ward , an official at the U.S. Agency for International Development , said U.S. authorities have &quot; a lot of confidence &quot; in the Haitian government &apos;s response to the outbreak .",با این حال ، مارک وارد ، یکی از مقامات آژانس توسعه بین المللی آمریکا ، گفت که مقامات آمریکایی « اعتماد زیادی » به پاسخ دولت هائیتی دارند .,the Haitian government,دولت هائیتی,"['دولت', 'هائیتی']",26,27,119,130
,,,,"However , Mark Ward , an official at the U.S. Agency for International Development , said U.S. authorities have &quot; a lot of confidence &quot; in the Haitian government &apos;s response to the outbreak .",با این حال ، مارک وارد ، یکی از مقامات آژانس توسعه بین المللی آمریکا ، گفت که مقامات آمریکایی « اعتماد زیادی » به پاسخ دولت هائیتی دارند .,outbreak,,[],0,0,0,0
