doc_id,event_id,ann_type,ss-id,source_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
1c43e469-a33c-5d19-983b-e1a06868092d+1,event-23,patient,ss-1,at least 38,,حداقل ۳۸ نفر,"['حداقل', '۳۸', 'نفر']",21,23,105,117,"[23, 25]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+2,event-23,anchor,ss-34,ordered departure,خروج منظم,,[],0,0,0,0,"[12, 13]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+2,event-5,anchor,ss-16,said,آمده‌است,,[],0,0,0,0,"[45, 45]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+1,event-12,patient,ss-3,the country ’ s 120 doctors,پزشک کشور است که در طول شیوع بیماری فوت کرده‌است .,,[],0,0,0,0,"[6, 11]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+8,event-24,agent,ss-2,Willoughby,ولینگتون,,[],0,0,0,0,"[13, 13]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+14,event-23,agent,ss-2,Willoughby,ولینگتون,,[],0,0,0,0,"[13, 13]"
297c8019-b2d4-5b5a-b583-d1fab158e907+10,event-16,agent,ss-7,it,دولت مکزیک,,[],0,0,0,0,"[4, 4]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+1,event-10,agent,ss-12,Israeli Prime Minister Benjamin Netanyahu,,بنجامیننتانیاهو نخست‌وزیر اسرائیل,"['بنجامین', 'نتانیاهو', 'نخست', 'وزیر', 'اسرائیل']",0,4,0,34,"[0, 4]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+6,event-35,patient,ss-8,those in his close proximity,,کسانی که در نزدیکی او بودند,"['کسانی', 'که', 'در', 'نزدیکی', 'او', 'بودند']",24,29,106,133,"[20, 24]"
2c730abd-af7f-5cb8-b3d2-c19d2b1eeb90+5,event-8,anchor,ss-24,articles,کمک,نشریات,['نشریات'],4,4,16,22,"[2, 2]"
2c730abd-af7f-5cb8-b3d2-c19d2b1eeb90+7,event-10,anchor,ss-26,mocking,مقالات,,[],0,0,0,0,"[8, 8]"
2d037849-5f69-5973-a022-8398433d5a82+3,event-14,agent,ss-1,They,,آن‌ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
2d037849-5f69-5973-a022-8398433d5a82+3,event-14,agent,ss-6,the university &apos;s vice-chancellor,,معاون رئیس دانشگاه,"['معاون', 'رئیس', 'دانشگاه']",5,7,18,36,"[2, 5]"
2d037849-5f69-5973-a022-8398433d5a82+5,event-2,agent,ss-7,the university,دانشگاه را تنها در صورتی ترک خواهند کرد که دانشگاه,دانشگاه,['دانشگاه'],14,14,63,70,"[8, 9]"
2dbcd20a-372d-5041-9649-c4e906509bbe+12,event-30,anchor,ss-44,hand over the case,پرونده را پس از یک اعتراض عمومی به کمیسیون ضد فساد تحویل,تحویل دهد,"['پرونده', 'را', 'تحویل', 'دهد']",16,28,125,134,"[12, 15]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+6,event-16,patient,ss-9,botanical garden,باغ وحش,,[],0,0,0,0,"[15, 16]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+10,event-4,agent,ss-14,Sudan &apos;s umbrella protest movement,جنبش اعتراضی چتر سودان,,[],0,0,0,0,"[1, 5]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+12,event-14,patient,ss-19,he,,او,['او'],27,27,118,120,"[31, 31]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+7,event-15,patient,ss-12,2.5 million,,۲ ٫ ۵ میلیون نفر,"['۲', '٫', '۵', 'میلیون', 'نفر']",32,36,136,152,"[29, 30]"
36a4a758-690c-5862-88ba-d290aa108569+0,event-14,agent,ss-3,dead people,,مرده‌ها,"['مرده', 'ها']",10,11,51,58,"[6, 7]"
36a4a758-690c-5862-88ba-d290aa108569+7,event-16,anchor,ss-33,paid into,به حساب‌های بانکی نخست‌وزیر نجیب راسک پرداخت,پرداخت شد,"['پرداخت', 'شد']",35,36,169,178,"[28, 29]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+1,event-14,agent,ss-15,Kuching &apos;s Special Court for Corruption,دادگاه ویژه پاکستان,,[],0,0,0,0,"[6, 11]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+12,event-25,agent,ss-27,MACC,خود,,[],0,0,0,0,"[10, 10]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+2,event-32,patient,ss-7,the three,,این سه نفر,"['این', 'سه', 'نفر']",12,14,48,58,"[11, 12]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+2,event-33,anchor,ss-52,tactics,تاکتیک‌های,,[],0,0,0,0,"[30, 30]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+7,event-26,anchor,ss-45,offenses,عناوین,جرم,['جرم'],8,8,34,37,"[14, 14]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+0,event-12,agent,ss-3,a pro-democracy movement,,جنبش طرفدار دموکراسی,"['جنبش', 'طرفدار', 'دموکراسی']",8,10,36,56,"[9, 11]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+3,event-1,anchor,ss-18,leave politics,انتخابات,,[],0,0,0,0,"[31, 32]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+8,event-22,patient,ss-9,the foundation &apos;s Russian and British arms,سلاح‌های روسی و انگلیسی,,[],0,0,0,0,"[22, 28]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+4,event-33,agent,ss-8,she,,او,['او'],10,10,37,39,"[7, 7]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-13,agent,ss-18,Binyamin ( Bibi ) Netanyahu,,بنیامین نتانیاهو,"['بنیامین', 'نتانیاهو']",0,1,0,16,"[0, 4]"
44cdb100-1394-5921-8a1e-94c61161cbd4+0,event-16,anchor,ss-32,embezzling,سرقت پول ابولا محکوم شد .,سرقت,['سرقت'],7,7,42,46,"[7, 7]"
4dac2187-d4c1-5375-b564-daa0cca80192+10,event-17,patient,ss-3,Mr Motallebi,آقای مصطفی‌بی,,[],0,0,0,0,"[12, 13]"
4dac2187-d4c1-5375-b564-daa0cca80192+2,event-12,patient,ss-3,Iranian Sina Motallebi,,سینا موتالبی ایرانی,"['سینا', 'موتالبی', 'ایرانی']",0,2,0,19,"[0, 2]"
5178f231-5917-5d09-a9e5-d304c2c120c7+4,event-7,agent,ss-6,she,که,او,['او'],10,10,49,51,"[2, 2]"
529e5ee4-54cf-5060-8500-eaef95aa21c7+5,event-25,anchor,ss-40,demolition,بازسازی,تخریب,['تخریب'],27,27,110,115,"[28, 28]"
529e5ee4-54cf-5060-8500-eaef95aa21c7+5,event-26,anchor,ss-41,reconstruction,تخریب,بازسازی,['بازسازی'],25,25,100,107,"[30, 30]"
532cdbf5-856b-5151-b9d9-e50f52271ed4+4,event-16,agent,ss-16,its,اخوان المسلمین,,[],0,0,0,0,"[11, 11]"
5541ebba-e256-5ca1-ad39-91a97435aed7+0,event-1,agent,ss-3,The Burkinabe,بلغارستان,,[],0,0,0,0,"[0, 1]"
58b9441d-0260-598f-bd1b-c9c91c8c83d6+6,event-27,anchor,ss-57,break into,وارد فروشگاه زارا در خیابان آکسفورد شوند,وارد,['وارد'],10,10,40,44,"[5, 6]"
597a893d-1812-5124-b15c-45868b553f76+16,event-78,agent,ss-52,U.N.,ملل,سازمان ملل متحد,"['سازمان', 'ملل', 'متحد']",1,3,5,20,"[2, 2]"
597a893d-1812-5124-b15c-45868b553f76+26,event-85,anchor,ss-154,threw rocks,کرده‌اند,,[],0,0,0,0,"[30, 31]"
597a893d-1812-5124-b15c-45868b553f76+27,event-86,agent,ss-37,Others,,بعضی ها,"['بعضی', 'ها']",0,1,0,7,"[0, 0]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+11,event-11,agent,ss-12,The judge,,او,['او'],0,0,0,2,"[0, 1]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+11,event-27,anchor,ss-41,corrupted,قتل,,[],0,0,0,0,"[7, 7]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+16,event-11,agent,ss-3,a group of young people,,گروهی از جوانان,"['گروهی', 'از', 'جوانان']",6,8,21,36,"[7, 11]"
864dc540-ef75-56eb-807e-948ae4d35162+1,event-17,agent,ss-16,Israel,اسرائیلی که در این هفته مشغول فعالیت بوده ، اسرائیل,اسرائیل,['اسرائیل'],14,14,66,73,"[0, 0]"
864dc540-ef75-56eb-807e-948ae4d35162+7,event-8,agent,ss-4,the official,,او,['او'],0,0,0,2,"[6, 7]"
864dc540-ef75-56eb-807e-948ae4d35162+8,event-14,anchor,ss-35,protest,اردوگاه,,[],0,0,0,0,"[21, 21]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+7,event-1,anchor,ss-18,checking temperatures,دمای تمام مسافران را قبل از سوار شدن کنترل,کنترل می‌کنند,"['کنترل', 'می', 'کنند']",31,33,141,154,"[21, 22]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+8,event-22,agent,ss-16,China Airlines,,خطوط هوایی چین,"['خطوط', 'هوایی', 'چین']",0,2,0,14,"[0, 1]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+8,event-22,patient,ss-12,all passengers,,همه مسافران,"['همه', 'مسافران']",6,7,28,39,"[4, 5]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+8,event-22,anchor,ss-39,wear face masks,,ماسک‌های صورت,"['ماسک', 'های', 'صورت']",9,11,45,58,"[9, 11]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+4,event-11,agent,ss-1,they,پلیس ضد,,[],0,0,0,0,"[9, 9]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+7,event-15,patient,ss-13,Golden Dawn,,سپیده‌ی طلایی,"['سپیده', 'ی', 'طلایی']",0,2,0,13,"[0, 1]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+9,event-22,anchor,ss-40,falling support,حمایت از طلوع طلایی قبل از دور جدید انتخابات در ۱۷ ژوئن کاهش,کاهش یافته‌است,"['کاهش', 'یافته', 'است']",19,21,90,104,"[4, 5]"
98749ded-9acd-55cb-9bd0-df082f20fee5+0,event-8,patient,ss-1,29,,۲۹,['۲۹'],10,10,47,49,"[10, 10]"
98749ded-9acd-55cb-9bd0-df082f20fee5+1,event-9,patient,ss-2,she,دمنیا امیر,,[],0,0,0,0,"[10, 10]"
98749ded-9acd-55cb-9bd0-df082f20fee5+2,event-5,patient,ss-1,29,,۲۹,['۲۹'],17,17,77,79,"[17, 17]"
98749ded-9acd-55cb-9bd0-df082f20fee5+3,event-18,patient,ss-2,her,,او,['او'],15,15,66,68,"[16, 16]"
98749ded-9acd-55cb-9bd0-df082f20fee5+4,event-17,anchor,ss-30,set off explosives,منفجره را در بخش زنان کلیسای سنت پیتر و سنت پل در قاهره بلافاصله منفجر کرد,مواد منفجره,"['مواد', 'منفجره']",21,22,91,102,"[16, 18]"
9e8e7689-0470-590f-aa95-5db2e90310d5+1,event-1,anchor,ss-23,called for,خواستار تظاهرات روزانه شدند,خواستار,['خواستار'],17,17,69,76,"[3, 4]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+0,event-5,agent,ss-2,Ebola,,ابولا,['ابولا'],3,3,18,23,"[0, 0]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+0,event-5,anchor,ss-18,toll,,تعداد مبتلایان,"['تعداد', 'مبتلایان']",0,1,0,14,"[1, 1]"
a597d736-3015-53d9-a47d-09ab5187edcc+1,event-15,patient,ss-1,it,دولت تایلند,,[],0,0,0,0,"[15, 15]"
a597d736-3015-53d9-a47d-09ab5187edcc+4,event-16,patient,ss-19,her,یئونگ‌ولک,,[],0,0,0,0,"[15, 15]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+3,event-30,patient,ss-7,all three,,هر سه نفر,"['هر', 'سه', 'نفر']",3,5,12,21,"[3, 4]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+6,event-17,patient,ss-3,the government,,دولت,['دولت'],12,12,67,71,"[11, 12]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+1,event-1,anchor,ss-15,said,سخنگوی,,[],0,0,0,0,"[39, 39]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-13,patient,ss-9,one of the mosques,,یکی از مساجد,"['یکی', 'از', 'مساجد']",18,20,63,75,"[10, 13]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+10,event-17,patient,ss-20,the first Iraqis,ایرانی در نجف اولین مورد تأیید شده در عراق,اولین عراقی‌هایی,"['اولین', 'عراقی', 'هایی']",22,24,87,103,"[2, 4]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+13,event-20,patient,ss-28,"more than 2,700",,بیش از ۲ ٫ ۲۰۰ نفر,"['بیش', 'از', '۲', '٫', '۲۰۰', 'نفر']",33,38,140,158,"[28, 30]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,agent,ss-33,Health Minister Jaafar Allawi,,وزیر بهداشت جعفر آلوی,"['وزیر', 'بهداشت', 'جعفر', 'آلوی']",0,3,0,21,"[0, 3]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,patient,ss-7,Iraqi citizens,,شهروندان عراقی,"['شهروندان', 'عراقی']",9,10,44,58,"[9, 10]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,anchor,ss-91,not allowed to travel,,اجازه ندارند,"['اجازه', 'ندارند']",11,12,59,71,"[13, 16]"
aaecf230-a8fd-569a-9e4f-02977513dd68+3,event-15,anchor,ss-24,pleaded,کرد,,[],0,0,0,0,"[12, 12]"
aaecf230-a8fd-569a-9e4f-02977513dd68+6,event-18,anchor,ss-27,ban,,ممنوع,['ممنوع'],18,18,74,79,"[13, 13]"
aaecf230-a8fd-569a-9e4f-02977513dd68+6,event-17,patient,ss-2,He,العدلی,,[],0,0,0,0,"[17, 17]"
acbd122b-bfed-5ee7-b810-128fd817a951+10,event-24,patient,ss-10,the prison service,,زندان,['زندان'],28,28,118,123,"[17, 19]"
acbd122b-bfed-5ee7-b810-128fd817a951+2,event-22,agent,ss-3,many on high,,بسیاری از افراد در سطوح بالا,"['بسیاری', 'از', 'افراد', 'در', 'سطوح', 'بالا']",6,11,26,54,"[7, 9]"
acbd122b-bfed-5ee7-b810-128fd817a951+4,event-26,patient,ss-1,the 14,,۱۴ نفر,"['۱۴', 'نفر']",3,4,12,18,"[1, 2]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+2,event-10,patient,ss-1,The 17-year-old,,این کودک ۱۷ ساله,"['این', 'کودک', '۱۷', 'ساله']",0,3,0,16,"[0, 1]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-7,anchor,ss-27,claimed responsibility,مسئولیت تعدادی از حملات در مقیاس بزرگ در فرانسه را بر عهده,مسئولیت,['مسئولیت'],2,2,12,19,"[3, 4]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-27,anchor,ss-47,killed,کشته,,[],0,0,0,0,"[47, 47]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-26,patient,ss-9,86 people,,۸۶ نفر,"['۸۶', 'نفر']",22,23,104,110,"[20, 21]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+14,event-44,anchor,ss-118,set both on fire,دو را به آتش کشیدند,,[],0,0,0,0,"[20, 23]"
bcbaa297-a22c-547c-9261-5fbbd7efd90a+4,event-5,anchor,ss-31,claimed responsibility,مسئولیت بمب‌گذاری در ۱۶ ژوئن در مقر پلیس ملی را بر عهده گرفت,بر عهده گرفت,"['بر', 'عهده', 'گرفت']",17,19,81,93,"[2, 3]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+1,event-3,anchor,ss-20,announced,اعلام,,[],0,0,0,0,"[9, 9]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+6,event-16,agent,ss-4,Demonstrators,,تظاهرکنندگان,['تظاهرکنندگان'],5,5,20,32,"[5, 5]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+7,event-21,patient,ss-6,19,,۱۹ نفر,"['۱۹', 'نفر']",7,8,28,34,"[5, 5]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,agent,ss-14,It,,این,['این'],0,0,0,3,"[0, 0]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,anchor,ss-37,home,,قرار دارد,"['قرار', 'دارد']",7,8,40,49,"[2, 2]"
bfed8552-b1ed-504f-9b16-9a0a6141b70a+4,event-14,patient,ss-1,her,,خود,['خود'],31,31,134,137,"[24, 24]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+1,event-11,patient,ss-28,moderate elected president Mohamed Mursi,,محمد مورسی رئیس‌جمهور منتخب میانه رو,"['محمد', 'مورسی', 'رئیس', 'جمهور', 'منتخب', 'میانه', 'رو']",11,17,51,87,"[16, 20]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+8,event-6,agent,ss-18,the Egyptian affiliate of the Islamic State in Iraq and the Levant ( ISIL ) insurgents,,شاخه مصری دولت اسلامی عراق و شام ( داعش ),"['شاخه', 'اسلامی', 'عراق', 'و', 'شام', '(', 'داعش', ')']",3,12,12,53,"[3, 18]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+0,event-14,patient,ss-1,D.C. Five,پنج دی سی » در پاکستان به اتهام ترور زندانی شد .,پنج دی سی,"['پنج', 'دی', 'سی']",1,3,2,11,"[1, 2]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+11,event-17,patient,ss-1,their,آن‌ها,وکیلشان,['وکیلشان'],2,2,9,16,"[10, 10]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+2,event-22,patient,ss-1,the &quot; D.C. Five,پنج,,[],0,0,0,0,"[4, 7]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+8,event-1,agent,ss-9,which,,که,['که'],20,20,103,105,"[19, 19]"
cd9e8a49-d3f4-51c7-b4c2-2703767c9add+2,event-11,agent,ss-6,it,لیبی,,[],0,0,0,0,"[22, 22]"
cd9e8a49-d3f4-51c7-b4c2-2703767c9add+4,event-9,agent,ss-10,his,القیاف,برادرانش,['برادرانش'],5,5,22,30,"[7, 7]"
dc12c567-099f-5a6d-96e6-7c5563458455+5,event-8,anchor,ss-24,added,می‌خواهد,,[],0,0,0,0,"[31, 31]"
dc12c567-099f-5a6d-96e6-7c5563458455+7,event-30,patient,ss-8,"some 1,330 more",,حدود ۱ ٬ ۳۳۰ نفر دیگر,"['حدود', '۱', '٬', '۳۳۰', 'نفر', 'دیگر']",18,23,92,113,"[20, 22]"
dd50b550-05e1-5989-99ce-13af7e000084+1,event-12,agent,ss-1,their,دولت شورشی تشنه به پول لیبی,پیشرویشان,['پیشرویشان'],12,12,54,63,"[13, 13]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+2,event-14,anchor,ss-30,fast,اعتصاب,روزه,['روزه'],30,30,139,143,"[4, 4]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+6,event-15,agent,ss-11,his,,اش,['اش'],11,11,53,55,"[8, 8]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+8,event-24,patient,ss-5,a dozen defendants,,ده‌ها متهم,"['ده', 'ها', 'متهم']",10,12,41,51,"[9, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-30,patient,ss-1,his,اولیاکایف,وزیرش,['وزیرش'],5,5,27,32,"[11, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,agent,ss-13,state-owned oil giant Rosneft,,شرکت بزرگ نفتی روسی باچانف,"['شرکت', 'بزرگ', 'نفتی', 'روسی', 'باچانف']",12,16,64,90,"[20, 23]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,patient,ss-10,smaller firm Bashneft,شرکت بزرگ نفتی روسی باچانف,,[],0,0,0,0,"[33, 35]"
eeb788a4-3b63-554a-b05c-c8774bedee61+16,event-27,anchor,ss-49,gathered,گرد,گرد هم آمدیم,"['گرد', 'هم', 'آمدیم']",12,14,50,62,"[5, 5]"
fb88fa3e-b00a-5125-9638-562fe9ee18cc+11,event-41,patient,ss-7,anyone else,,هیچ‌کس,"['هیچ', 'کس']",18,19,98,104,"[20, 21]"
