doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-25,agent,ss-10,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت,دولت چپ‌گرا,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11,"[0, 2]"
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-1,agent,ss-13,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,به پیش برد .,کمیسیون اروپا,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42,"[16, 18]"
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-1,agent,ss-14,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,، وزارت,وزارت امور خارجه آمریکا,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68,"[20, 23]"
1161595d-23a9-59f3-8aeb-ddab8ce19471+11,event-22,patient,ss-10,"&quot; I want to point out that by going to Phase 6 the activity has become established in at least two regions of the world , &quot; he said .",او گفت : « من می خواهم اشاره کنم که با رفتن به مرحله ششم ، این فعالیت در حداقل دو منطقه از جهان تأسیس شده است . »,at least two regions,در حداقل دو منطقه,حداقل دو منطقه,حداقل دو منطقه,"['حداقل', 'دو', 'منطقه']",19,21,73,87,"[18, 21]"
1388473e-8170-50b9-8361-8aeb3c6e6523+7,event-12,anchor,ss-28,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,spoke,سخن,سخن گفت,سخن گفت,"['سخن', 'گفت']",12,13,66,73,"[5, 5]"
1388473e-8170-50b9-8361-8aeb3c6e6523+7,event-13,agent,ss-11,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,the Algerian authorities,با مقامات,مقامات الجزایر,مقامات الجزایر,"['مقامات', 'الجزایر']",10,11,51,65,"[12, 14]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-25,agent,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-34,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-4,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+3,event-2,patient,ss-1,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,The accused,می شود که متهمان,,متهمان,['متهمان'],4,4,15,21,"[0, 1]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+3,event-2,anchor,ss-24,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,received the cash,دریافت,پول را دریافت,پول را دریافت کرده اند,"['پول', 'را', 'دریافت', 'کرده', 'اند']",13,17,59,81,"[6, 8]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+4,event-16,agent,ss-22,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,The Malaysian Anti-Corruption Commission,کمیسیون,کمیسیون ضد فساد مالزی,کمیسیون ضد فساد مالزی,"['کمیسیون', 'ضد', 'فساد', 'مالزی']",0,3,0,21,"[0, 3]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+4,event-16,patient,ss-1,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,them,ها,آن‌ها,آن ها,"['آن', 'ها']",4,5,22,27,"[8, 8]"
1c43e469-a33c-5d19-983b-e1a06868092d+8,event-33,patient,ss-13,"The provincial deputy governor , Haidar Mohammed Jassim , said five people were killed and 35 wounded .",معاون فرماندار استان ، حیدر محمد جاسم ، گفت که پنج نفر کشته و ۳۵ نفر زخمی شدند .,35,۳۵,,۳۵ نفر,"['۳۵', 'نفر']",14,15,62,68,"[15, 15]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+1,event-19,agent,ss-8,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,The U.S. Embassy,سفارت,سفارت ایالات,سفارت ایالات متحده,"['سفارت', 'ایالات', 'متحده']",0,2,0,18,"[0, 2]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+1,event-20,agent,ss-8,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,The U.S. Embassy,سفارت,سفارت ایالات,سفارت ایالات متحده,"['سفارت', 'ایالات', 'متحده']",0,2,0,18,"[0, 2]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+1,event-20,anchor,ss-31,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,operations,فعالیت,فعالیت‌های,فعالیت های,"['فعالیت', 'های']",5,6,28,38,"[8, 8]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+1,event-22,anchor,ss-33,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,ordered departure,وضعیت « خروج,خروج,خروج,['خروج'],20,20,94,98,"[17, 18]"
206ea1ce-50ed-56d9-ab4c-b4235a732af8+1,event-22,patient,ss-1,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,its non-emergency staff,کارکنان,کارکنان غیر اورژانسی خود,کارکنان غیر اورژانسی خود,"['کارکنان', 'غیر', 'اورژانسی', 'خود']",23,26,106,130,"[22, 24]"
2d037849-5f69-5973-a022-8398433d5a82+10,event-12,anchor,ss-27,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,say,گویند,می‌گویند,می گویند,"['می', 'گویند']",1,2,10,18,"[2, 2]"
2d037849-5f69-5973-a022-8398433d5a82+10,event-13,anchor,ss-28,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,agreed,نیستند,,,[],0,0,0,0,"[6, 6]"
2d037849-5f69-5973-a022-8398433d5a82+10,event-12,agent,ss-1,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",4,5,22,27,"[7, 7]"
2d037849-5f69-5973-a022-8398433d5a82+10,event-21,agent,ss-1,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",4,5,22,27,"[7, 7]"
2d037849-5f69-5973-a022-8398433d5a82+10,event-24,patient,ss-1,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",4,5,22,27,"[7, 7]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,patient,ss-1,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,Insp Gen Djoko Susilo,ژنرال دوکو سولیو,,ژنرال دوکو سولیو,"['ژنرال', 'دوکو', 'سولیو']",0,2,0,16,"[0, 3]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-17,patient,ss-1,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,Insp Gen Djoko Susilo,ژنرال دوکو سولیو,ژنرال دوکو سولیو,ژنرال دوکو سولیو,"['ژنرال', 'دوکو', 'سولیو']",0,2,0,16,"[0, 3]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-17,anchor,ss-31,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,found guilty,مجرم,مجرم شناخته,مجرم شناخته شد,"['مجرم', 'شناخته', 'شد']",33,35,147,161,"[5, 6]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,anchor,ss-15,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,bribes,دریافت,,دریافت,['دریافت'],5,5,26,32,"[16, 16]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,agent,ss-3,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,a firm,یک شرکت,,یک شرکت,"['یک', 'شرکت']",17,18,73,80,"[18, 19]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-2,agent,ss-3,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,a firm,یک شرکت,یک شرکت,یک شرکت,"['یک', 'شرکت']",17,18,73,80,"[18, 19]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-6,patient,ss-2,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,At least 25 people,که حداقل ۲۵ نفر,حداقل ۲۵ نفر,حداقل ۲۵ نفر,"['حداقل', '۲۵', 'نفر']",10,12,47,59,"[0, 3]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-6,anchor,ss-25,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,died,مرده,مرده‌اند,مرده اند,"['مرده', 'اند']",26,27,123,131,"[5, 5]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-13,agent,ss-1,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,yellow fever,تب,تب زرد,تب زرد,"['تب', 'زرد']",16,17,72,78,"[10, 11]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-6,agent,ss-1,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,yellow fever,تب,تب زرد,تب زرد,"['تب', 'زرد']",16,17,72,78,"[10, 11]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-13,patient,ss-18,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,Brazil &apos;s second most populous state of Minas Gerais,برزیل در میناس گرایس,دومین ایالت پرجمعیت برزیل در میناس گرایس,دومین ایالت پرجمعیت برزیل در میناس گرایس,"['دومین', 'ایالت', 'پرجمعیت', 'برزیل', 'در', 'میناس', 'گرایس']",19,25,82,122,"[15, 23]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-1,agent,ss-15,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,the regional Health Department,وزارت,وزارت بهداشت منطقه‌ای,وزارت بهداشت منطقه ای,"['وزارت', 'بهداشت', 'منطقه', 'ای']",0,3,0,21,"[25, 28]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+1,event-1,anchor,ss-20,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,said,کرد,اعلام,اعلام کرد,"['اعلام', 'کرد']",7,8,34,43,"[29, 29]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+5,event-14,patient,ss-4,"The outbreak has spread to the neighboring states of Sao Paulo , the most populated , and Rio de Janeiro , which receives the most tourists .",این اپیدمی در ایالت های همسایه سائو پائولو ، پرجمعیت ترین شهر برزیل و ریو دو ژانیرو که بیشترین تعداد گردشگران را در خود جای داده گسترش یافته است .,the neighboring states,در,ایالت‌های همسایه,ایالت های همسایه,"['ایالت', 'های', 'همسایه']",3,5,14,30,"[5, 7]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+3,event-10,agent,ss-2,The verdict came eight months after the military deposed him during unprecedented mass protests against his three-decade rule .,این حکم هشت ماه پس از آنکه ارتش او را در جریان اعتراضات گسترده علیه حکومت سه دهه ای او برکنار کرد صادر شد .,the military,از آنکه ارتش,آنکه ارتش,ارتش,['ارتش'],7,7,27,31,"[6, 7]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+9,event-12,agent,ss-13,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,Army generals,ارتش که,ژنرال‌های ارتش,ژنرال های ارتش,"['ژنرال', 'های', 'ارتش']",0,2,0,14,"[0, 1]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+9,event-33,agent,ss-13,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,Army generals,ارتش که,ژنرال‌های ارتش,ژنرال های ارتش,"['ژنرال', 'های', 'ارتش']",0,2,0,14,"[0, 1]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+9,event-12,anchor,ss-35,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,seized power,قدرت,قدرت را در دست,قدرت را در دست داشتند,"['قدرت', 'را', 'در', 'دست', 'داشتند']",11,15,49,70,"[4, 5]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+9,event-12,patient,ss-19,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,the president,رئیس جمهور,رئیس‌جمهور,رئیس جمهور,"['رئیس', 'جمهور']",9,10,38,48,"[7, 8]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+9,event-33,patient,ss-19,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,the president,رئیس جمهور,رئیس‌جمهور,رئیس جمهور,"['رئیس', 'جمهور']",9,10,38,48,"[7, 8]"
370dc6fd-6397-523b-8d75-393a5500d4a5+6,event-11,patient,ss-1,"Vinson did call the CDC to report a low-grade fever before her return trip to Dallas on Monday , a trip that the CDC did not stop her from taking .",وینسون به CDC برای گزارش یک تب پایین درجه قبل از بازگشتش به دالاس ، سفر که CDC برای جلوگیری از رفتن او به دالاس بود ، تلفن زد .,Vinson,وینسون به CDC,وینسون,وینسون,['وینسون'],0,0,0,6,"[0, 0]"
370dc6fd-6397-523b-8d75-393a5500d4a5+6,event-13,patient,ss-1,"Vinson did call the CDC to report a low-grade fever before her return trip to Dallas on Monday , a trip that the CDC did not stop her from taking .",وینسون به CDC برای گزارش یک تب پایین درجه قبل از بازگشتش به دالاس ، سفر که CDC برای جلوگیری از رفتن او به دالاس بود ، تلفن زد .,Vinson,وینسون به CDC,وینسون,وینسون,['وینسون'],0,0,0,6,"[0, 0]"
