doc_id,event_id,ann_type,ss-id,source_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
1388473e-8170-50b9-8361-8aeb3c6e6523+2,event-16,patient,ss-5,churches,,کلیساها,['کلیساها'],34,34,150,157,"[33, 33]"
1388473e-8170-50b9-8361-8aeb3c6e6523+5,event-7,anchor,ss-23,talked,توضیح,,[],0,0,0,0,"[18, 18]"
1388473e-8170-50b9-8361-8aeb3c6e6523+5,event-9,anchor,ss-25,notifications,اخاذی,,[],0,0,0,0,"[62, 62]"
1388473e-8170-50b9-8361-8aeb3c6e6523+6,event-10,agent,ss-12,it,وزارت امور خارجه فرانسه,,[],0,0,0,0,"[6, 6]"
1388473e-8170-50b9-8361-8aeb3c6e6523+6,event-34,patient,ss-2,religious minorities,,اقلیت های مذهبی,"['اقلیت', 'های', 'مذهبی']",44,46,214,229,"[52, 53]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+10,event-30,anchor,ss-52,bail,تعیین,,[],0,0,0,0,"[6, 6]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+5,event-18,patient,ss-1,The six,,این شش نفر,"['این', 'شش', 'نفر']",0,2,0,10,"[0, 1]"
1c43e469-a33c-5d19-983b-e1a06868092d+10,event-34,patient,ss-19,16 others,,۱۶ نفر دیگر,"['۱۶', 'نفر', 'دیگر']",30,32,123,134,"[31, 32]"
1c43e469-a33c-5d19-983b-e1a06868092d+9,event-31,patient,ss-23,six,,شش نفر,"['شش', 'نفر']",30,31,141,147,"[30, 30]"
1c43e469-a33c-5d19-983b-e1a06868092d+9,event-35,patient,ss-21,more than 60,,بیش از ۶۰,"['بیش', 'از', '۶۰']",42,44,193,202,"[39, 41]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+8,event-24,agent,ss-2,Willoughby,ولینگتون,,[],0,0,0,0,"[13, 13]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+14,event-23,agent,ss-2,Willoughby,ولینگتون,,[],0,0,0,0,"[13, 13]"
27564eb5-9d70-5cfe-85be-d060b3f8acab+3,event-14,anchor,ss-29,die,دست,جان خود را از دست داده است,"['جان', 'خود', 'را', 'از', 'دست', 'داده', 'است']",13,19,63,89,"[14, 14]"
297c8019-b2d4-5b5a-b583-d1fab158e907+7,event-2,agent,ss-6,Relatives,,اقوام,['اقوام'],0,0,0,5,"[0, 0]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+1,event-10,agent,ss-12,Israeli Prime Minister Benjamin Netanyahu,,بنجامین نتانیاهو نخست وزیر اسرائیل,"['بنجامین', 'نتانیاهو', 'نخست', 'وزیر', 'اسرائیل']",0,4,0,34,"[0, 4]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+6,event-35,patient,ss-8,those in his close proximity,,کسانی که در نزدیکی او بودند,"['کسانی', 'که', 'در', 'نزدیکی', 'او', 'بودند']",24,29,106,133,"[20, 24]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+8,event-2,anchor,ss-16,wrongfully accepting,دریافت,,[],0,0,0,0,"[9, 10]"
2ab255c8-c8b4-52d0-82fe-4151fa7e74f8+8,event-31,anchor,ss-45,regulatory favours,بخشش‌های قانونی,,[],0,0,0,0,"[30, 31]"
2c730abd-af7f-5cb8-b3d2-c19d2b1eeb90+4,event-6,patient,ss-14,his,آقای عثمان,,[],0,0,0,0,"[15, 15]"
2d037849-5f69-5973-a022-8398433d5a82+3,event-14,agent,ss-1,They,,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
2d037849-5f69-5973-a022-8398433d5a82+3,event-14,agent,ss-6,the university &apos;s vice-chancellor,,معاون رئیس دانشگاه,"['معاون', 'رئیس', 'دانشگاه']",5,7,18,36,"[2, 5]"
2d037849-5f69-5973-a022-8398433d5a82+5,event-2,agent,ss-7,the university,دانشگاه را تنها در صورتی ترک خواهند کرد که دانشگاه,دانشگاه,['دانشگاه'],14,14,63,70,"[8, 9]"
2dbcd20a-372d-5041-9649-c4e906509bbe+12,event-30,anchor,ss-44,hand over the case,پرونده را پس از یک اعتراض عمومی به کمیسیون ضد فساد تحویل,پرونده را تحویل دهد,"['پرونده', 'را', 'تحویل', 'دهد']",16,28,74,134,"[12, 15]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+0,event-5,anchor,ss-24,claims,می‌رساند,,[],0,0,0,0,"[2, 2]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+0,event-5,patient,ss-2,25 lives,۲۵ نفر را در ایالت میناس گرایس برزیل به قتل,۲۵ نفر,"['۲۵', 'نفر']",2,3,7,13,"[3, 4]"
34e0aba8-cf8d-5af5-a376-226c9c08280f+4,event-17,patient,ss-13,most,,اکثر,['اکثر'],7,7,37,41,"[10, 10]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+0,event-30,anchor,ss-53,Gets,محکوم شد,,[],0,0,0,0,"[4, 4]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+10,event-4,agent,ss-14,Sudan &apos;s umbrella protest movement,جنبش اعتراضی چتر سودان,,[],0,0,0,0,"[1, 5]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+12,event-14,patient,ss-19,he,,او,['او'],27,27,118,120,"[31, 31]"
35c7a0d0-f2a1-5e25-9df2-3f0a382bba8a+4,event-28,patient,ss-5,6.9 million euros,۷ ٫ ۷ میلیون یورو,,[],0,0,0,0,"[14, 16]"
36a4a758-690c-5862-88ba-d290aa108569+7,event-16,anchor,ss-33,paid into,به حساب‌های بانکی نخست‌وزیر نجیب راسک پرداخت,پرداخت شد,"['پرداخت', 'شد']",35,36,169,178,"[28, 29]"
370dc6fd-6397-523b-8d75-393a5500d4a5+0,event-6,patient,ss-1,may,پرستار,شاید,['شاید'],0,0,0,4,"[1, 1]"
370dc6fd-6397-523b-8d75-393a5500d4a5+0,event-6,anchor,ss-16,days,مریض,چند روز,"['چند', 'روز']",1,2,5,12,"[5, 5]"
370dc6fd-6397-523b-8d75-393a5500d4a5+0,event-6,agent,ss-2,diagnosis,ابولا,تشخیص,['تشخیص'],5,5,20,25,"[8, 8]"
370dc6fd-6397-523b-8d75-393a5500d4a5+2,event-8,anchor,ss-18,exposed,معرض ابولا قرار,در معرض,"['در', 'معرض']",20,21,93,100,"[9, 9]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+1,event-14,agent,ss-15,Kuching &apos;s Special Court for Corruption,دادگاه ویژه پاکستان,,[],0,0,0,0,"[6, 11]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+4,event-16,patient,ss-2,The four remaining accused,,چهار متهم باقی مانده,"['چهار', 'متهم', 'باقی', 'مانده']",0,3,0,20,"[0, 3]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+9,event-11,anchor,ss-41,pleaded,کردند,درخواست,['درخواست'],11,11,52,59,"[10, 10]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+2,event-32,patient,ss-7,the three,,این سه نفر,"['این', 'سه', 'نفر']",12,14,48,58,"[11, 12]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+2,event-33,anchor,ss-52,tactics,تاکتیک‌های,,[],0,0,0,0,"[30, 30]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+3,event-5,anchor,ss-24,showed,اعلام,,[],0,0,0,0,"[24, 24]"
3981eac4-b8f5-534e-8b5a-ac150dfc29cb+7,event-26,anchor,ss-45,offenses,عناوین,جرم,['جرم'],8,8,34,37,"[14, 14]"
3a0d211a-4c05-583b-8acd-2180d21e672e+1,event-1,patient,ss-15,President Hosni Mubarak,حسنی مبارک برای کناره‌گیری رئیس‌جمهور,,[],0,0,0,0,"[31, 33]"
3a0d211a-4c05-583b-8acd-2180d21e672e+5,event-6,anchor,ss-39,said,ایمیل,,[],0,0,0,0,"[22, 22]"
3a0d211a-4c05-583b-8acd-2180d21e672e+6,event-4,patient,ss-15,Mubarak,,مبارک,['مبارک'],23,23,107,112,"[22, 22]"
3a0d211a-4c05-583b-8acd-2180d21e672e+6,event-7,agent,ss-22,Courtney Radsch,کلیر رادش,,[],0,0,0,0,"[27, 28]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+0,event-12,agent,ss-3,a pro-democracy movement,,جنبش طرفدار دموکراسی,"['جنبش', 'طرفدار', 'دموکراسی']",8,10,36,56,"[9, 11]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+12,event-33,patient,ss-16,Navalny,نیروی دریایی,,[],0,0,0,0,"[0, 0]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+3,event-1,anchor,ss-18,leave politics,انتخابات,,[],0,0,0,0,"[31, 32]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-13,agent,ss-18,Binyamin ( Bibi ) Netanyahu,,بنیامین نتانیاهو,"['بنیامین', 'نتانیاهو']",0,1,0,16,"[0, 4]"
4dac2187-d4c1-5375-b564-daa0cca80192+10,event-17,patient,ss-3,Mr Motallebi,آقای مصطفی‌بی,,[],0,0,0,0,"[12, 13]"
4dac2187-d4c1-5375-b564-daa0cca80192+2,event-12,patient,ss-3,Iranian Sina Motallebi,,سینا موتالبی ایرانی,"['سینا', 'موتالبی', 'ایرانی']",0,2,0,19,"[0, 2]"
4dac2187-d4c1-5375-b564-daa0cca80192+6,event-1,agent,ss-10,young people,,جوانان,['جوانان'],9,9,45,51,"[7, 8]"
5178f231-5917-5d09-a9e5-d304c2c120c7+4,event-7,agent,ss-6,she,که,او,['او'],10,10,49,51,"[2, 2]"
532cdbf5-856b-5151-b9d9-e50f52271ed4+8,event-36,patient,ss-14,"more than 2,000",,بیش از ۲۰۰۰ نفر,"['بیش', 'از', '۲۰۰۰', 'نفر']",20,23,92,107,"[22, 24]"
5541ebba-e256-5ca1-ad39-91a97435aed7+0,event-1,agent,ss-3,The Burkinabe,بلغارستان,,[],0,0,0,0,"[0, 1]"
556438bf-a81f-51f9-914d-eb787524f964+5,event-12,agent,ss-13,Indignados,توهین,,[],0,0,0,0,"[7, 7]"
5649f206-1cbc-513c-b4f5-4691ef254e0b+8,event-3,agent,ss-10,Mr Navalny,آقای نیروی دریایی,,[],0,0,0,0,"[0, 1]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-8,anchor,ss-25,attacked,توطئه,,[],0,0,0,0,"[12, 12]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-8,agent,ss-12,Al-Shabaab militants,شبه نظامیان القاعده,,[],0,0,0,0,"[19, 20]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-2,anchor,ss-19,told,اعلام کردند,,[],0,0,0,0,"[26, 26]"
58b9441d-0260-598f-bd1b-c9c91c8c83d6+6,event-27,anchor,ss-57,break into,وارد فروشگاه زارا در خیابان آکسفورد شوند,وارد,['وارد'],10,10,40,44,"[5, 6]"
597a893d-1812-5124-b15c-45868b553f76+15,event-46,anchor,ss-115,outbreak,شیوع این بیماری,شیوع,['شیوع'],11,11,64,68,"[11, 11]"
597a893d-1812-5124-b15c-45868b553f76+20,event-43,anchor,ss-112,overtaken,,خواهند مرد,"['خواهند', 'مرد']",32,33,157,167,"[32, 32]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+11,event-11,agent,ss-12,The judge,,او,['او'],0,0,0,2,"[0, 1]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+11,event-27,anchor,ss-41,corrupted,قتل,,[],0,0,0,0,"[7, 7]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+3,event-2,patient,ss-10,it,حساب‌هایش,,[],0,0,0,0,"[7, 7]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+6,event-35,patient,ss-13,His one-time finance director Dennis Lomas,,مدیر مالی سابق او ، دنیس لوئیس,"['مدیر', 'مالی', 'سابق', 'او', '،', 'دنیس', 'لوئیس']",0,6,0,30,"[0, 5]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+9,event-24,anchor,ss-38,dishonesty,خیانت,عدم صداقت,"['عدم', 'صداقت']",12,13,53,62,"[33, 33]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+9,event-10,anchor,ss-25,rallied,گرد,,[],0,0,0,0,"[7, 7]"
7b4cfd1f-9f1f-5904-bf93-20b3deec2ef8+4,event-8,patient,ss-7,a three-year-old,,یک کودک سه ساله,"['یک', 'کودک', 'سه', 'ساله']",13,16,56,71,"[18, 19]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-21,agent,ss-8,some politicians,,برخی از سیاستمداران,"['برخی', 'از', 'سیاستمداران']",6,8,25,44,"[3, 4]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-32,anchor,ss-49,forced out,آزاد,به زور از زندان آزاد شدند,"['به', 'زور', 'از', 'زندان', 'آزاد', 'شدند']",26,31,131,156,"[6, 7]"
864dc540-ef75-56eb-807e-948ae4d35162+7,event-8,agent,ss-4,the official,,او,['او'],0,0,0,2,"[6, 7]"
864dc540-ef75-56eb-807e-948ae4d35162+8,event-14,anchor,ss-35,protest,اردوگاه,,[],0,0,0,0,"[21, 21]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+3,event-17,patient,ss-4,28,,۲۸,['۲۸'],13,13,48,50,"[7, 7]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+4,event-11,agent,ss-1,they,پلیس ضد,,[],0,0,0,0,"[9, 9]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+7,event-15,patient,ss-13,Golden Dawn,,سپیده ی طلایی,"['سپیده', 'ی', 'طلایی']",0,2,0,13,"[0, 1]"
98749ded-9acd-55cb-9bd0-df082f20fee5+0,event-8,patient,ss-1,29,,۲۹,['۲۹'],10,10,47,49,"[10, 10]"
98749ded-9acd-55cb-9bd0-df082f20fee5+1,event-9,patient,ss-2,she,دمنیا امیر,,[],0,0,0,0,"[10, 10]"
98749ded-9acd-55cb-9bd0-df082f20fee5+2,event-5,patient,ss-1,29,,۲۹,['۲۹'],17,17,77,79,"[17, 17]"
98749ded-9acd-55cb-9bd0-df082f20fee5+5,event-11,patient,ss-6,Five more of those,,پنج تن دیگر از,"['پنج', 'تن', 'دیگر', 'از']",0,3,0,14,"[0, 3]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+5,event-6,anchor,ss-30,downplay,بی‌اهمیت,,[],0,0,0,0,"[25, 25]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+5,event-22,anchor,ss-46,detentions,بازداشت‌های,,[],0,0,0,0,"[36, 36]"
9e8e7689-0470-590f-aa95-5db2e90310d5+1,event-1,anchor,ss-23,called for,خواستار تظاهرات روزانه شدند,خواستار,['خواستار'],17,17,69,76,"[3, 4]"
a24c79a6-e169-5ed0-8ea5-d5eaa677969b+2,event-1,agent,ss-1,Those,,کسانی,['کسانی'],0,0,0,5,"[0, 0]"
a24c79a6-e169-5ed0-8ea5-d5eaa677969b+2,event-28,anchor,ss-42,held,,هستند,['هستند'],23,23,105,110,"[1, 1]"
a597d736-3015-53d9-a47d-09ab5187edcc+3,event-10,anchor,ss-37,calling on,از مجلس علیا ، دادگاه‌ها و کمیسیون انتخابات می‌خواهند,می خواهند,"['می', 'خواهند']",23,24,109,118,"[10, 11]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+6,event-17,patient,ss-3,the government,,دولت,['دولت'],12,12,67,71,"[11, 12]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+1,event-1,anchor,ss-15,said,سخنگوی,,[],0,0,0,0,"[39, 39]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-13,patient,ss-9,one of the mosques,,یکی از مساجد,"['یکی', 'از', 'مساجد']",18,20,63,75,"[10, 13]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+7,event-3,anchor,ss-17,according,بنا,بنا به گفته,"['بنا', 'به', 'گفته']",0,2,0,11,"[25, 25]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+1,event-32,anchor,ss-89,barred entry,ورود مسافران کویت و بحرین به دلیل گسترش ویروس جدید کرونا را ممنوع,ممنوع کرد,"['ممنوع', 'کرد']",23,24,111,120,"[7, 8]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+1,event-33,anchor,ss-90,prohibiting travel,سفر به آن‌ها ممنوع,ممنوع شد,"['ممنوع', 'شد']",36,37,161,169,"[24, 25]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+13,event-20,patient,ss-28,"more than 2,700",,بیش از ۲ ٫ ۲۰۰ نفر,"['بیش', 'از', '۲', '٫', '۲۰۰', 'نفر']",33,38,140,158,"[28, 30]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,agent,ss-33,Health Minister Jaafar Allawi,,وزیر بهداشت جعفر آلوی,"['وزیر', 'بهداشت', 'جعفر', 'آلوی']",0,3,0,21,"[0, 3]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,patient,ss-7,Iraqi citizens,,شهروندان عراقی,"['شهروندان', 'عراقی']",9,10,44,58,"[9, 10]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+2,event-34,anchor,ss-91,not allowed to travel,,اجازه ندارند,"['اجازه', 'ندارند']",11,12,59,71,"[13, 16]"
ab221507-2e5e-5eff-b8c5-3ed5d3c3c71f+4,event-12,agent,ss-2,They,,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
ab221507-2e5e-5eff-b8c5-3ed5d3c3c71f+4,event-12,anchor,ss-30,called,,خواستار,['خواستار'],2,2,6,13,"[1, 1]"
acbd122b-bfed-5ee7-b810-128fd817a951+10,event-24,patient,ss-10,the prison service,,زندان,['زندان'],28,28,118,123,"[17, 19]"
acbd122b-bfed-5ee7-b810-128fd817a951+2,event-22,agent,ss-3,many on high,,بسیاری از افراد در سطوح بالا,"['بسیاری', 'از', 'افراد', 'در', 'سطوح', 'بالا']",6,11,26,54,"[7, 9]"
acbd122b-bfed-5ee7-b810-128fd817a951+4,event-26,patient,ss-1,the 14,,۱۴ نفر,"['۱۴', 'نفر']",3,4,12,18,"[1, 2]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+2,event-10,patient,ss-1,The 17-year-old,,این کودک ۱۷ ساله,"['این', 'کودک', '۱۷', 'ساله']",0,3,0,16,"[0, 1]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-7,anchor,ss-27,claimed responsibility,مسئولیت تعدادی از حملات در مقیاس بزرگ در فرانسه را بر عهده,مسئولیت,['مسئولیت'],2,2,12,19,"[3, 4]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-27,anchor,ss-47,killed,کشته,,[],0,0,0,0,"[47, 47]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+9,event-26,patient,ss-9,86 people,,۸۶ نفر,"['۸۶', 'نفر']",22,23,104,110,"[20, 21]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-34,anchor,ss-108,assault,,حملات,['حملات'],3,3,16,21,"[4, 4]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+8,event-18,agent,ss-10,thousands,,هزاران نفر,"['هزاران', 'نفر']",6,7,32,42,"[4, 4]"
bcbaa297-a22c-547c-9261-5fbbd7efd90a+2,event-22,patient,ss-6,10,,ده,['ده'],23,23,121,123,"[23, 23]"
bcbaa297-a22c-547c-9261-5fbbd7efd90a+4,event-5,anchor,ss-31,claimed responsibility,مسئولیت بمب‌گذاری در ۱۶ ژوئن در مقر پلیس ملی را بر عهده گرفت,بر عهده گرفت,"['بر', 'عهده', 'گرفت']",17,19,81,93,"[2, 3]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+6,event-16,agent,ss-4,Demonstrators,,تظاهرکنندگان,['تظاهرکنندگان'],5,5,20,32,"[5, 5]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+7,event-21,patient,ss-6,19,,۱۹ نفر,"['۱۹', 'نفر']",7,8,28,34,"[5, 5]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,agent,ss-14,It,,این,['این'],0,0,0,3,"[0, 0]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,anchor,ss-37,home,,قرار دارد,"['قرار', 'دارد']",7,8,40,49,"[2, 2]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+1,event-11,patient,ss-28,moderate elected president Mohamed Mursi,,محمد مورسی رئیس جمهور منتخب میانه رو,"['محمد', 'مورسی', 'رئیس', 'جمهور', 'منتخب', 'میانه', 'رو']",11,17,51,87,"[16, 20]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+11,event-17,patient,ss-1,their,آن‌ها,وکیلشان,['وکیلشان'],2,2,9,16,"[10, 10]"
c252eb69-7f9d-513e-aeb8-320f03b14a88+2,event-22,patient,ss-1,the &quot; D.C. Five,پنج,,[],0,0,0,0,"[4, 7]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+8,event-1,agent,ss-9,which,,که,['که'],20,20,103,105,"[19, 19]"
dd50b550-05e1-5989-99ce-13af7e000084+1,event-12,agent,ss-1,their,دولت شورشی تشنه به پول لیبی,پیشرویشان,['پیشرویشان'],12,12,54,63,"[13, 13]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+8,event-24,patient,ss-5,a dozen defendants,,ده ها متهم,"['ده', 'ها', 'متهم']",10,12,41,51,"[9, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+0,event-39,agent,ss-7,Russia,,روسیه,['روسیه'],0,0,0,5,"[0, 0]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+3,event-29,patient,ss-1,he,آلکسی اولویوکاف,,[],0,0,0,0,"[14, 14]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-30,patient,ss-1,his,اولیاکایف,وزیرش,['وزیرش'],5,5,27,32,"[11, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,agent,ss-13,state-owned oil giant Rosneft,,شرکت بزرگ نفتی روسی باچانف,"['شرکت', 'بزرگ', 'نفتی', 'روسی', 'باچانف']",12,16,64,90,"[20, 23]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,patient,ss-10,smaller firm Bashneft,شرکت بزرگ نفتی روسی باچانف,,[],0,0,0,0,"[33, 35]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+0,event-18,anchor,ss-35,charged,اتهام زده,,[],0,0,0,0,"[2, 2]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,anchor,ss-19,payments,,پرداخت,['پرداخت'],4,4,21,27,"[9, 9]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,patient,ss-10,former Ipswich City Council chief executive Carl Wulff,,مدیر اجرایی شورای شهر اکستر ، کارل وولف,"['مدیر', 'اجرایی', 'شورای', 'شهر', 'اکستر', '،', 'کارل', 'وولف']",8,15,43,82,"[14, 21]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,patient,ss-3,his wife,,همسرش,['همسرش'],17,17,85,90,"[23, 24]"
eeb788a4-3b63-554a-b05c-c8774bedee61+17,event-11,agent,ss-9,journalists,,روزنامه نگارانی,"['روزنامه', 'نگارانی']",17,18,73,88,"[13, 13]"
