doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-15,patient,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-24,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-25,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+1,event-1,agent,ss-2,"A few hundred protesters also demonstrated outside Abkhazia , camping overnight around a bonfire , local reporters at the scene said .",گزارشگران محلی می گویند که چند صد معترض در خارج از آبخازیا در اطراف آتش اردو زده اند .,local reporters,محلی می,گزارشگران محلی,گزارشگران محلی,"['گزارشگران', 'محلی']",0,1,0,14,"[15, 16]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+1,event-1,anchor,ss-28,"A few hundred protesters also demonstrated outside Abkhazia , camping overnight around a bonfire , local reporters at the scene said .",گزارشگران محلی می گویند که چند صد معترض در خارج از آبخازیا در اطراف آتش اردو زده اند .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",2,3,15,23,"[20, 20]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-10,agent,ss-20,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,Saakashvili,ساوخاشویلی می,ساوخاشویلی,ساوخاشویلی,['ساوخاشویلی'],0,0,0,10,"[0, 0]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-10,anchor,ss-37,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,says,گوید,می‌گوید,می گوید,"['می', 'گوید']",1,2,11,18,"[1, 1]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-21,patient,ss-7,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the territories,این سرزمین,این سرزمین‌ها,این سرزمین ها,"['این', 'سرزمین', 'ها']",15,17,72,85,"[2, 3]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+12,event-22,patient,ss-11,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the ex-Soviet region,به طور مصنوعی توسط,منطقه شوروی سابق,منطقه شوروی سابق,"['منطقه', 'شوروی', 'سابق']",11,13,53,69,"[18, 20]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-23,anchor,ss-50,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,control,گیری,,بازپس گیری,"['بازپس', 'گیری']",2,3,11,21,"[5, 5]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-23,patient,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-24,agent,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,که,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-40,agent,ss-21,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,which,که,که,که,['که'],9,9,45,47,"[9, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-24,anchor,ss-51,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,broke away,جدا,جدا شد,جدا شد,"['جدا', 'شد']",39,40,170,176,"[10, 11]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-23,agent,ss-11,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,the ex-Soviet republic,از خانه,,جمهوری سابق شوروی,"['جمهوری', 'سابق', 'شوروی']",36,38,152,169,"[13, 15]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-24,patient,ss-11,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,the ex-Soviet republic,از خانه,جمهوری سابق شوروی,جمهوری سابق شوروی,"['جمهوری', 'سابق', 'شوروی']",36,38,152,169,"[13, 15]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+13,event-40,agent,ss-11,"Georgia has promised to regain control of Abkhazia , which broke away from the ex-Soviet republic after a 1992-1993 war in which several thousand people died and 250,000 people were forced from their homes .",گرجستان به بازپس گیری آبخازیا قول داده است ، که پس از جنگ ۱۹۹۳ – ۱۹۹۲ که در آن چندین هزار نفر کشته و ۲۵۰ هزار نفر از خانه های خود بیرون رانده شدند ، از جمهوری سابق شوروی جدا شد .,the ex-Soviet republic,از خانه,جمهوری سابق شوروی,جمهوری سابق شوروی,"['جمهوری', 'سابق', 'شوروی']",36,38,152,169,"[13, 15]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+14,event-15,agent,ss-9,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,Georgian troops,نیروهای,نیروهای گرجی,نیروهای گرجی,"['نیروهای', 'گرجی']",0,1,0,12,"[0, 1]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+14,event-15,anchor,ss-42,Georgian troops fled the province at the close of the war and Abkhazia later declared independence .,نیروهای گرجی پس از پایان جنگ از استان فرار کردند و آبخازیا بعدها استقلال خود را اعلام کرد .,fled,فرار,فرار کردند,فرار کردند,"['فرار', 'کردند']",8,9,38,48,"[2, 2]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+15,event-11,agent,ss-25,"The territory has not been recognised internationally , with the EU saying Georgia should not be broken up .",این سرزمین در سطح بین المللی به رسمیت شناخته نشده است ، اتحادیه اروپا می گوید گرجستان نباید تقسیم شود .,the EU,به رسمیت شناخته نشده,اتحادیه اروپا,اتحادیه اروپا,"['اتحادیه', 'اروپا']",12,13,56,69,"[9, 10]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+15,event-26,agent,ss-25,"The territory has not been recognised internationally , with the EU saying Georgia should not be broken up .",این سرزمین در سطح بین المللی به رسمیت شناخته نشده است ، اتحادیه اروپا می گوید گرجستان نباید تقسیم شود .,the EU,به رسمیت شناخته نشده,اتحادیه اروپا,اتحادیه اروپا,"['اتحادیه', 'اروپا']",12,13,56,69,"[9, 10]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+15,event-11,anchor,ss-38,"The territory has not been recognised internationally , with the EU saying Georgia should not be broken up .",این سرزمین در سطح بین المللی به رسمیت شناخته نشده است ، اتحادیه اروپا می گوید گرجستان نباید تقسیم شود .,saying,گوید,می‌گوید,می گوید,"['می', 'گوید']",14,15,70,77,"[11, 11]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+6,event-5,anchor,ss-32,"But Paata Shamugia , a protest leader and an official appointed by Tbilisi for the Gali district , disputed that the voting was going ahead successfully .",اما پاتا شموگا ، یک رهبر معترض و یک مقام رسمی منصوب شده از تفلیس برای منطقه گالی ، در مورد این که رای گیری با موفقیت انجام می شود ، اختلاف نظر دارد .,disputed,اختلاف,اختلاف نظر,اختلاف نظر دارد,"['اختلاف', 'نظر', 'دارد']",31,33,132,147,"[18, 18]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+6,event-33,anchor,ss-60,"But Paata Shamugia , a protest leader and an official appointed by Tbilisi for the Gali district , disputed that the voting was going ahead successfully .",اما پاتا شموگا ، یک رهبر معترض و یک مقام رسمی منصوب شده از تفلیس برای منطقه گالی ، در مورد این که رای گیری با موفقیت انجام می شود ، اختلاف نظر دارد .,voting,رای,رای‌گیری,رای گیری,"['رای', 'گیری']",23,24,98,106,"[21, 21]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+0,event-15,anchor,ss-53,"Egyptian blasts , one near pyramids , kill and wound officers",بمب های مصری ، یکی نزدیک اهرام ، افسران را می کشند و زخمی می کنند ،,blasts,بمب,بمب‌های,بمب های,"['بمب', 'های']",0,1,0,7,"[1, 1]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+0,event-22,anchor,ss-60,"Egyptian blasts , one near pyramids , kill and wound officers",بمب های مصری ، یکی نزدیک اهرام ، افسران را می کشند و زخمی می کنند ،,kill,کشند,می‌کشند,می کشند,"['می', 'کشند']",10,11,43,50,"[7, 7]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-24,patient,ss-4,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,six police officers,شش افسر,شش افسر پلیس,شش افسر پلیس,"['شش', 'افسر', 'پلیس']",13,15,58,70,"[3, 5]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-24,patient,ss-5,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,a civilian,های رسانه های,یک غیرنظامی,یک غیرنظامی,"['یک', 'غیرنظامی']",17,18,73,84,"[7, 8]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-3,agent,ss-6,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,Egyptian state media,مصر ،,رسانه‌های مصر,رسانه های مصر,"['رسانه', 'های', 'مصر']",4,6,18,31,"[14, 16]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+14,event-28,anchor,ss-66,All 224 people aboard died .,همه ۲۲۴ نفر در کشتی کشته شدند .,died,کشته,کشته شدند,کشته شدند,"['کشته', 'شدند']",5,6,20,29,"[4, 4]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+15,event-14,patient,ss-23,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,South Korean sightseers,جنوبی در,تماشاگران کره جنوبی,,[],0,0,0,0,"[4, 6]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+15,event-14,patient,ss-24,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,a tour bus,مورد حمله,یک اتوبوس توریستی,اتوبوس توریستی,"['اتوبوس', 'توریستی']",9,10,42,56,"[8, 10]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+2,event-17,anchor,ss-55,"One bomb went off in Giza &apos;s Haram district on the street leading to the pyramids , killing the officers and wounding three others , state-owned Al-Ahram newspaper reported .",یکی از بمب ها در محله رم در خیابان منتهی به اهرام مصر منفجر شد و افسران را کشت و سه نفر دیگر را زخمی کرد .,bomb,بمب,بمب‌ها,,[],0,0,0,0,"[1, 1]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+4,event-19,patient,ss-12,That bomb apparently targeted a police vehicle .,این بمب ظاهراً یک وسیله نقلیه پلیس را هدف قرار داده است .,a police vehicle,یک وسیله,یک وسیله نقلیه پلیس,یک وسیله نقلیه پلیس,"['یک', 'وسیله', 'نقلیه', 'پلیس']",3,6,15,34,"[4, 6]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+5,event-20,anchor,ss-58,There was no immediate credible claim of responsibility for either bombing .,هیچ ادعای معتبری مبنی بر مسئولیت فوری برای بمب گذاری ها وجود ندارد .,bombing,بمب,بمب‌گذاری‌ها,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",8,10,43,55,"[10, 10]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+0,event-21,agent,ss-1,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,Mexico police,مکزیک فرمانده,پلیس مکزیک,پلیس مکزیک,"['پلیس', 'مکزیک']",0,1,0,10,"[0, 1]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+0,event-21,patient,ss-2,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,their own commander,فرمانده,فرمانده خود,فرمانده خود,"['فرمانده', 'خود']",2,3,11,22,"[3, 5]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+13,event-33,agent,ss-10,"About 5,000 federal police officers were deployed to Ciudad Juarez in April .",حدود ۵۰۰۰ مأمور پلیس فدرال در آوریل به سیوداد سالوادور مستقر شدند .,"About 5,000 federal police officers",حدود ۵۰۰۰ مأمور,حدود ۵۰۰۰ مأمور پلیس فدرال,حدود ۵۰۰۰ مأمور پلیس فدرال,"['حدود', '۵۰۰۰', 'مأمور', 'پلیس', 'فدرال']",0,4,0,26,"[0, 4]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-27,agent,ss-1,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,More than 200 federal police agents,بیش از ۲۰۰ مأمور,بیش از ۲۰۰ مأمور پلیس فدرال,بیش از ۲۰۰ مأمور پلیس فدرال,"['بیش', 'از', '۲۰۰', 'مأمور', 'پلیس', 'فدرال']",0,5,0,27,"[0, 5]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-3,agent,ss-1,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,More than 200 federal police agents,بیش از ۲۰۰ مأمور,بیش از ۲۰۰ مأمور پلیس فدرال,بیش از ۲۰۰ مأمور پلیس فدرال,"['بیش', 'از', '۲۰۰', 'مأمور', 'پلیس', 'فدرال']",0,5,0,27,"[0, 5]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-15,patient,ss-4,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,police officers,پلیس,افسران پلیس,افسران پلیس,"['افسران', 'پلیس']",27,28,116,127,"[21, 22]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-16,patient,ss-4,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,police officers,پلیس,افسران پلیس,افسران پلیس,"['افسران', 'پلیس']",27,28,116,127,"[21, 22]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-17,agent,ss-4,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,police officers,پلیس,افسران پلیس,افسران پلیس,"['افسران', 'پلیس']",27,28,116,127,"[21, 22]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+2,event-16,anchor,ss-32,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,blackmail,اخاذی,تهدید,تهدید کنند,"['تهدید', 'کنند']",36,37,155,165,"[24, 24]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+4,event-41,anchor,ss-57,Ciudad Juarez is the most violent city in Mexico and corruption is rife .,سیوداد رودریگز خشن ترین شهر مکزیک است و فساد بسیار زیاد است .,violent,خشن,خشن‌ترین,خشن ترین,"['خشن', 'ترین']",2,3,15,23,"[5, 5]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-30,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-31,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-4,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
