doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-17,patient,ss-1,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,A 43-year-old man,یک مرد,یک مرد ۴۳ ساله,یک مرد ۴۳ ساله,"['یک', 'مرد', '۴۳', 'ساله']",0,3,0,14,"[0, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-21,agent,ss-1,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,A 43-year-old man,یک مرد,یک مرد ۴۳ ساله,یک مرد ۴۳ ساله,"['یک', 'مرد', '۴۳', 'ساله']",0,3,0,14,"[0, 2]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-2,agent,ss-7,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,a spokeswoman,شد,,,[],0,0,0,0,"[12, 13]"
02b07905-fc8e-5aae-a233-741242b2f0ab+5,event-2,anchor,ss-19,"A 43-year-old man was arrested on suspicion of commiting criminal damage , a spokeswoman said .",یک مرد ۴۳ ساله به ظن آسیب جنایی دستگیر شد .,said,شد,,,[],0,0,0,0,"[14, 14]"
02b07905-fc8e-5aae-a233-741242b2f0ab+8,event-34,anchor,ss-51,"A post-mortem examination found he died from a single stab wound to his right lung , police said .",پلیس گفت که پس از یک بررسی کالبدشکافی مشخص شد که او بر اثر یک زخم چاقو به ریه راست او مرده است .,died,مرده,مرده‌است,مرده است,"['مرده', 'است']",21,22,86,94,"[5, 5]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+10,event-9,anchor,ss-36,He said : &quot; We are worried about the fate of Abkhazia and especially those who live in Gali . &quot;,او در این باره می گوید : « ما از سرنوشت آبخازیا و مخصوصاً کسانی که در گالی زندگی می کنند ، نگرانیم . »,said,گوید,می‌گوید,می گوید,"['می', 'گوید']",4,5,15,22,"[1, 1]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+3,event-2,agent,ss-5,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,Abkhaz officials,مقامات,مقامات آذربایجانی,مقامات آذربایجانی,"['مقامات', 'آذربایجانی']",0,1,0,17,"[1, 2]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+3,event-38,agent,ss-6,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,their forces,نیروهای,نیروهای خود,نیروهای خود,"['نیروهای', 'خود']",21,22,100,111,"[5, 6]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+3,event-38,anchor,ss-65,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,fire on,سمت,به سمت تظاهرکنندگان شلیک,به سمت شلیک خواهند کرد,"['به', 'سمت', 'شلیک', 'خواهند', 'کرد']",24,29,115,150,"[8, 9]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+3,event-13,agent,ss-1,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,they,کنند,تظاهرکنندگان,آن ها,"['آن', 'ها']",10,11,53,58,"[13, 13]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+3,event-38,patient,ss-1,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,they,کنند,تظاهرکنندگان,آن ها,"['آن', 'ها']",10,11,53,58,"[13, 13]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-7,agent,ss-15,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,He,او,,او,['او'],0,0,0,2,"[0, 0]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-6,agent,ss-17,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,AFP,خبرگزاری,ان‌بی‌سی,,[],0,0,0,0,"[4, 4]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-7,anchor,ss-34,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,saying,:,,,[],0,0,0,0,"[6, 6]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-34,agent,ss-18,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,neither Abkhaz or Georgians,نه آبخاز,نه آبخاز و نه گرجی,نه آبخاز و نه گرجی,"['نه', 'آبخاز', 'و', 'نه', 'گرجی']",13,17,51,69,"[13, 16]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-24,patient,ss-4,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,six police officers,شش افسر,شش افسر پلیس,شش افسر پلیس,"['شش', 'افسر', 'پلیس']",13,15,58,70,"[3, 5]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-24,patient,ss-5,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,a civilian,های رسانه های,یک غیرنظامی,یک غیرنظامی,"['یک', 'غیرنظامی']",17,18,73,84,"[7, 8]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+1,event-3,agent,ss-6,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,Egyptian state media,مصر ،,رسانه‌های مصر,رسانه های مصر,"['رسانه', 'های', 'مصر']",4,6,18,31,"[14, 16]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+11,event-27,anchor,ss-65,Militants have killed hundreds of policemen and soldiers since the overthrow of Morsy in July 2013 .,شورشیان از زمان سرنگونی مرسی در ژوئیه ۲۰۱۳ صدها پلیس و سرباز را کشته اند .,killed,کشته,کشته‌اند,کشته اند,"['کشته', 'اند']",13,14,64,72,"[2, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+13,event-21,agent,ss-21,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,The Egyptian wing,های,بال‌های مصری,بال های مصری,"['بال', 'های', 'مصری']",0,2,0,12,"[0, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+13,event-7,agent,ss-21,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,The Egyptian wing,های,بال‌های مصری,بال های مصری,"['بال', 'های', 'مصری']",0,2,0,12,"[0, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+13,event-7,anchor,ss-45,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,claimed,ادعا,ادعا کرد,ادعا کرد,"['ادعا', 'کرد']",4,5,18,26,"[5, 5]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+13,event-21,anchor,ss-59,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,downed,سرنگون,سرنگون کرد,سرنگون کرد,"['سرنگون', 'کرد']",16,17,79,89,"[7, 7]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+13,event-21,patient,ss-37,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,Russian passenger Metrojet Flight 9268,روسی مترجت ۹۲۶۸,هواپیمای مسافری روسی مترجت ۹۲۶۸,هواپیمای مسافری روسی مترجت ۹۲۶۸,"['هواپیمای', 'مسافری', 'روسی', 'مترجت', '۹۲۶۸']",7,11,30,61,"[8, 12]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+14,event-28,anchor,ss-66,All 224 people aboard died .,همه ۲۲۴ نفر در کشتی کشته شدند .,died,کشته,کشته شدند,کشته شدند,"['کشته', 'شدند']",5,6,20,29,"[4, 4]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+16,event-32,patient,ss-26,Four people were killed and 14 were wounded .,چهار نفر کشته و ۱۴ نفر زخمی شدند .,14,۱۴,,۱۴,['۱۴'],4,4,16,18,"[5, 5]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+3,event-26,agent,ss-10,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب,بمب دوم,بمب دوم,"['بمب', 'دوم']",0,1,0,7,"[0, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+3,event-31,agent,ss-10,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب,بمب دوم,بمب دوم,"['بمب', 'دوم']",0,1,0,7,"[0, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+3,event-26,patient,ss-5,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,one civilian motorist,یک راننده,یک راننده غیرنظامی,یک راننده غیرنظامی,"['یک', 'راننده', 'غیرنظامی']",5,7,21,39,"[7, 9]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+3,event-31,patient,ss-11,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,three police officers,سه افسر,سه افسر پلیس,سه افسر پلیس,"['سه', 'افسر', 'پلیس']",11,13,49,61,"[12, 14]"
0ba721fe-bdae-5569-927b-3721f533bbc0+1,event-9,agent,ss-9,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,Tens of thousands of Romanians,می,ده‌ها هزار رومانیایی,ده ها هزار رومانیایی,"['ده', 'ها', 'هزار', 'رومانیایی']",0,3,0,20,"[0, 4]"
0ba721fe-bdae-5569-927b-3721f533bbc0+1,event-9,anchor,ss-29,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,marched,راهپیمایی,راهپیمایی کردند,راهپیمایی کردند,"['راهپیمایی', 'کردند']",14,15,72,87,"[5, 5]"
0ba721fe-bdae-5569-927b-3721f533bbc0+1,event-14,agent,ss-8,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,high-level,بالا,سطح بالا,سطح بالا,"['سطح', 'بالا']",25,26,129,137,"[29, 29]"
0ba721fe-bdae-5569-927b-3721f533bbc0+8,event-24,anchor,ss-44,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,thefts,سرقت,سرقت‌های,سرقت های,"['سرقت', 'های']",17,18,78,86,"[16, 16]"
0ba721fe-bdae-5569-927b-3721f533bbc0+8,event-7,anchor,ss-27,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,audio recordings,صوتی,ضبط‌های صوتی,ضبط های صوتی,"['ضبط', 'های', 'صوتی']",39,41,174,186,"[28, 29]"
0ba721fe-bdae-5569-927b-3721f533bbc0+8,event-18,anchor,ss-38,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,used as evidence,عنوان مدرک,عنوان مدرک در پیگرد قانونی استفاده,به عنوان مدرک استفاده شود,"['به', 'عنوان', 'مدرک', 'استفاده', 'شود']",45,52,202,243,"[34, 36]"
1161595d-23a9-59f3-8aeb-ddab8ce19471+5,event-24,patient,ss-16,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,the entire Brisbane Broncos rugby league squad,تیم,کل تیم راگبی ۲۸ نفره بریزبن,کل تیم راگبی بریزبن,"['کل', 'تیم', 'راگبی', 'بریزبن']",5,10,25,52,"[6, 12]"
1161595d-23a9-59f3-8aeb-ddab8ce19471+5,event-15,patient,ss-13,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,one of their players,تیم,,,[],0,0,0,0,"[19, 22]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+1,event-1,patient,ss-1,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,Six immigration officers,شش افسر,شش افسر مهاجرت,شش افسر مهاجرت,"['شش', 'افسر', 'مهاجرت']",0,2,0,14,"[0, 2]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+1,event-15,patient,ss-1,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,Six immigration officers,شش افسر,شش افسر مهاجرت,شش افسر مهاجرت,"['شش', 'افسر', 'مهاجرت']",0,2,0,14,"[0, 2]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+1,event-35,agent,ss-2,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,undocumented foreign workers,کارگران,کارگران خارجی غیرقانونی,کارگران خارجی غیرقانونی,"['کارگران', 'خارجی', 'غیرقانونی']",17,19,79,102,"[18, 20]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+1,event-35,patient,ss-3,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,the state,به این ایالت,این ایالت,این ایالت,"['این', 'ایالت']",21,22,106,115,"[22, 23]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-25,agent,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-34,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-4,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
