doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,He said : &quot; We are worried about the fate of Abkhazia and especially those who live in Gali . &quot;,او در این باره می گوید : « ما از سرنوشت آبخازیا و مخصوصاً کسانی که در گالی زندگی می کنند ، نگرانیم . »,said,می گوید,"['می', 'گوید']",4,5,15,22
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,Abkhaz officials,مقامات آذربایجانی,"['مقامات', 'آذربایجانی']",0,1,0,17
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,their forces,نیروهای خود,"['نیروهای', 'خود']",21,22,100,111
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,fire on,به سمت شلیک خواهند کرد,"['به', 'سمت', 'شلیک', 'خواهند', 'کرد']",24,29,115,150
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,they,آن ها,"['آن', 'ها']",10,11,53,58
,,,,"He was reported by the Interfax news agency as saying : &quot; Despite the fact that Georgia tried everything to frighten the local population in Gali , people are going to the polls and participating . &quot;",او توسط خبرگزاری اینترفکس گزارش شده است : ' علی رغم این واقعیت که گرجستان همه چیز را برای ترساندن مردم محلی در گالی انجام داده است ، مردم در حال شرکت در انتخابات و شرکت در آن هستند .,He,او,['او'],0,0,0,2
,,,,"He was reported by the Interfax news agency as saying : &quot; Despite the fact that Georgia tried everything to frighten the local population in Gali , people are going to the polls and participating . &quot;",او توسط خبرگزاری اینترفکس گزارش شده است : ' علی رغم این واقعیت که گرجستان همه چیز را برای ترساندن مردم محلی در گالی انجام داده است ، مردم در حال شرکت در انتخابات و شرکت در آن هستند .,the Interfax news agency,خبرگزاری اینترفکس,"['خبرگزاری', 'اینترفکس']",2,3,8,25
,,,,"He was reported by the Interfax news agency as saying : &quot; Despite the fact that Georgia tried everything to frighten the local population in Gali , people are going to the polls and participating . &quot;",او توسط خبرگزاری اینترفکس گزارش شده است : ' علی رغم این واقعیت که گرجستان همه چیز را برای ترساندن مردم محلی در گالی انجام داده است ، مردم در حال شرکت در انتخابات و شرکت در آن هستند .,saying,,[],0,0,0,0
,,,,"He was reported by the Interfax news agency as saying : &quot; Despite the fact that Georgia tried everything to frighten the local population in Gali , people are going to the polls and participating . &quot;",او توسط خبرگزاری اینترفکس گزارش شده است : ' علی رغم این واقعیت که گرجستان همه چیز را برای ترساندن مردم محلی در گالی انجام داده است ، مردم در حال شرکت در انتخابات و شرکت در آن هستند .,the local population,مردم محلی,"['مردم', 'محلی']",20,21,98,107
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,He,او,['او'],0,0,0,2
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,AFP,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,saying,,[],0,0,0,0
,,,,"He was reported by AFP as saying : &quot; No-one is voting , neither Abkhaz or Georgians .",او توسط خبرگزاری ان بی سی گزارش شده است : « هیچ کس نه آبخاز و نه گرجی رای نمی دهد .,neither Abkhaz or Georgians,نه آبخاز و نه گرجی,"['نه', 'آبخاز', 'و', 'نه', 'گرجی']",13,17,51,69
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,six police officers,شش افسر پلیس,"['شش', 'افسر', 'پلیس']",13,15,58,70
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,a civilian,یک غیرنظامی,"['یک', 'غیرنظامی']",17,18,73,84
,,,,"Two bombs killed six police officers and a civilian on Friday , according to Egyptian state media .",بر اساس گزارش های رسانه های مصر ، در روز جمعه دو بمبگذاری شش افسر پلیس و یک غیرنظامی کشته شدند .,Egyptian state media,رسانه های مصر,"['رسانه', 'های', 'مصر']",4,6,18,31
,,,,Militants have killed hundreds of policemen and soldiers since the overthrow of Morsy in July 2013 .,شورشیان از زمان سرنگونی مرسی در ژوئیه ۲۰۱۳ صدها پلیس و سرباز را کشته اند .,killed,کشته اند,"['کشته', 'اند']",13,14,64,72
,,,,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,The Egyptian wing,بال های مصری,"['بال', 'های', 'مصری']",0,2,0,12
,,,,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,claimed,ادعا کرد,"['ادعا', 'کرد']",4,5,18,26
,,,,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,downed,سرنگون کرد,"['سرنگون', 'کرد']",16,17,79,89
,,,,The Egyptian wing of ISIS claimed it downed Russian passenger Metrojet Flight 9268 in October 2015 .,بال های مصری داعش ادعا کرد که هواپیمای مسافری روسی مترجت ۹۲۶۸ را در اکتبر ۲۰۱۵ سرنگون کرد .,Russian passenger Metrojet Flight 9268,هواپیمای مسافری روسی مترجت ۹۲۶۸,"['هواپیمای', 'مسافری', 'روسی', 'مترجت', '۹۲۶۸']",7,11,30,61
,,,,All 224 people aboard died .,همه ۲۲۴ نفر در کشتی کشته شدند .,died,کشته شدند,"['کشته', 'شدند']",5,6,20,29
,,,,Four people were killed and 14 were wounded .,چهار نفر کشته و ۱۴ نفر زخمی شدند .,14,۱۴,['۱۴'],4,4,16,18
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب دوم,"['بمب', 'دوم']",0,1,0,7
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,one civilian motorist,یک راننده غیرنظامی,"['یک', 'راننده', 'غیرنظامی']",5,7,21,39
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,three police officers,سه افسر پلیس,"['سه', 'افسر', 'پلیس']",11,13,49,61
,,,,"&quot; We risk our lives , we leave families behind and it &apos;s the fault of those officers that we go down , &quot; he said .",او می گوید : ' ما زندگی خود را به خطر می اندازیم ، خانواده هایمان را پشت سر می گذاریم و این تقصیر آن افسران است که ما پایین می آییم .,said,می گوید,"['می', 'گوید']",1,2,3,10
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,Tens of thousands of Romanians,ده ها هزار رومانیایی,"['ده', 'ها', 'هزار', 'رومانیایی']",0,3,0,20
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,marched,راهپیمایی کردند,"['راهپیمایی', 'کردند']",14,15,72,87
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,high-level,سطح بالا,"['سطح', 'بالا']",25,26,129,137
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,thefts,سرقت های,"['سرقت', 'های']",17,18,78,86
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,audio recordings,ضبط های صوتی,"['ضبط', 'های', 'صوتی']",39,41,174,186
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,used as evidence,به عنوان مدرک استفاده شود,"['به', 'عنوان', 'مدرک', 'استفاده', 'شود']",45,52,202,243
,,,,"&quot; We will take each decision along the way in response to the expert medical advice , &quot; Prime Minister Kevin Rudd told the Australian Broadcasting Corporation ( ABC ) .",' ما هر تصمیمی را در طول مسیر در پاسخ به مشاوره پزشکی حرفه ای اتخاذ خواهیم کرد ' ، نخست وزیر ، کوین راد ، به شبکه خبری استرالیا ( ای بی سی ) گفت .,expert medical,پزشکی حرفه ای,"['پزشکی', 'حرفه', 'ای']",12,14,48,61
,,,,"&quot; We will take each decision along the way in response to the expert medical advice , &quot; Prime Minister Kevin Rudd told the Australian Broadcasting Corporation ( ABC ) .",' ما هر تصمیمی را در طول مسیر در پاسخ به مشاوره پزشکی حرفه ای اتخاذ خواهیم کرد ' ، نخست وزیر ، کوین راد ، به شبکه خبری استرالیا ( ای بی سی ) گفت .,Prime Minister Kevin Rudd,نخست وزیر ، کوین راد ،,"['نخست', 'وزیر', '،', 'کوین', 'راد', '،']",20,25,83,105
,,,,"&quot; We will take each decision along the way in response to the expert medical advice , &quot; Prime Minister Kevin Rudd told the Australian Broadcasting Corporation ( ABC ) .",' ما هر تصمیمی را در طول مسیر در پاسخ به مشاوره پزشکی حرفه ای اتخاذ خواهیم کرد ' ، نخست وزیر ، کوین راد ، به شبکه خبری استرالیا ( ای بی سی ) گفت .,the Australian Broadcasting Corporation,شبکه خبری استرالیا,"['شبکه', 'خبری', 'استرالیا']",27,29,109,127
,,,,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,the entire Brisbane Broncos rugby league squad,کل تیم راگبی بریزبن,"['کل', 'تیم', 'راگبی', 'بریزبن']",5,10,25,52
,,,,On Wednesday it was announced that the entire Brisbane Broncos rugby league squad had been placed into quarantine after one of their players was suspected of having the virus .,روز چهارشنبه اعلام شد که کل تیم راگبی ۲۸ نفره بریزبن پس از مشکوک شدن به ابتلا به ویروس ، در قرنطینه قرار گرفته اند .,one of their players,,[],0,0,0,0
,,,,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,Six immigration officers,شش افسر مهاجرت,"['شش', 'افسر', 'مهاجرت']",0,2,0,14
,,,,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,undocumented foreign workers,کارگران خارجی غیرقانونی,"['کارگران', 'خارجی', 'غیرقانونی']",17,19,79,102
,,,,"Six immigration officers were charged here today with receiving bribes of between RM100 and RM1,000 to allegedly allow undocumented foreign workers into the state .",شش افسر مهاجرت امروز متهم به دریافت رشوه بین RM100 تا RM1 ، 000 دلار برای ورود کارگران خارجی غیرقانونی به این ایالت شدند .,the state,این ایالت,"['این', 'ایالت']",21,22,106,115
,,,,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40
,,,,"The six — assistant enforcement officer Khairul Nizam Omar , 41 , Immigration officers Norhaliza Hussein , 34 , Emily Ngayan anak Beliang , 36 , Benjamin Morsit , 34 , Gracy Bohan , 35 , and Agnes James Daim , 42 — were accused of accepting the cash from Fazal Illahi Juma Gul .",این شش نفر -دستیار اجرای حکم اعدام خلیل نجم عمر ، ۴۱ ، افسران مهاجرت نورالحزه حسین ، ۳۴ ، امیلی ناجیان آناک بلینگ ، ۳۶ ، بنجامین مرسی ، ۳۴ ، گریسی بوهان ، ۳۵ ، و آگنس جیمز دوم ، ۴۲- به دریافت پول از فاس العی جوم گول متهم شدند .,The six,این شش نفر,"['این', 'شش', 'نفر']",0,2,0,10
,,,,"Wave of Bombings , Shootings Leave 38 Dead in Iraq",موج بمب گذاری ها ، تیراندازی ها ۳۸ کشته در عراق باقی گذاشت .,Bombings,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",1,3,4,16
,,,,"Wave of Bombings , Shootings Leave 38 Dead in Iraq",موج بمب گذاری ها ، تیراندازی ها ۳۸ کشته در عراق باقی گذاشت .,Shootings,تیراندازی ها,"['تیراندازی', 'ها']",5,6,19,31
,,,,"Sunday &apos;s explosions struck shortly before the evening iftar meal that ends the daylong fast during Ramadan , AP reported on Monday .",انفجارهای یکشنبه کمی قبل از غذای شب عید که روزه طولانی مدت روزه در ماه رمضان را به پایان می رساند رخ داد .,AP,,[],0,0,0,0
,,,,"Sunday &apos;s explosions struck shortly before the evening iftar meal that ends the daylong fast during Ramadan , AP reported on Monday .",انفجارهای یکشنبه کمی قبل از غذای شب عید که روزه طولانی مدت روزه در ماه رمضان را به پایان می رساند رخ داد .,reported,,[],0,0,0,0
,,,,"Another car bomb exploded among shops and take-away restaurants in central Kut , 160 kilometers ( 100 miles ) southeast of Baghdad .",بمب دیگری در میان مغازه ها و رستوران های سیار در مرکز کوت ، در ۱۶۰ کیلومتری ( ۱۰۰ مایلی ) جنوب شرقی بغداد منفجر شد .,shops,مغازه ها,"['مغازه', 'ها']",4,5,18,26
,,,,"The State Department previously ordered the departure of all non-emergency U.S. government personnel and their families from Egypt on February 1 , at the height of the uprising that ousted ex-leader Hosni Mubarak .",وزارت امور خارجه قبلاً دستور خروج تمام پرسنل دولت آمریکا و خانواده های آن ها را از مصر در اول فوریه در اوج قیام که حسنی مبارک رهبر سابق را سرنگون کرد صادر کرد .,The State Department,وزارت امور خارجه,"['وزارت', 'امور', 'خارجه']",0,2,0,16
,,,,"The State Department previously ordered the departure of all non-emergency U.S. government personnel and their families from Egypt on February 1 , at the height of the uprising that ousted ex-leader Hosni Mubarak .",وزارت امور خارجه قبلاً دستور خروج تمام پرسنل دولت آمریکا و خانواده های آن ها را از مصر در اول فوریه در اوج قیام که حسنی مبارک رهبر سابق را سرنگون کرد صادر کرد .,all non-emergency U.S. government personnel,تمام پرسنل دولت آمریکا,"['تمام', 'پرسنل', 'دولت', 'آمریکا']",6,9,34,56
,,,,"The State Department previously ordered the departure of all non-emergency U.S. government personnel and their families from Egypt on February 1 , at the height of the uprising that ousted ex-leader Hosni Mubarak .",وزارت امور خارجه قبلاً دستور خروج تمام پرسنل دولت آمریکا و خانواده های آن ها را از مصر در اول فوریه در اوج قیام که حسنی مبارک رهبر سابق را سرنگون کرد صادر کرد .,their families,خانواده های آن ها,"['خانواده', 'های', 'آن', 'ها']",11,14,59,76
,,,,"The State Department previously ordered the departure of all non-emergency U.S. government personnel and their families from Egypt on February 1 , at the height of the uprising that ousted ex-leader Hosni Mubarak .",وزارت امور خارجه قبلاً دستور خروج تمام پرسنل دولت آمریکا و خانواده های آن ها را از مصر در اول فوریه در اوج قیام که حسنی مبارک رهبر سابق را سرنگون کرد صادر کرد .,ex-leader,رهبر سابق,"['رهبر', 'سابق']",27,28,126,135
,,,,Thursday &apos;s notice alerted U.S. citizens traveling in Egypt or heading there of possible &quot; sporadic unrest &quot; because Egyptian security services had yet to fully redeploy in the aftermath of the revolution .,اعلامیه پنج شنبه به شهروندان آمریکایی که به مصر سفر می کنند یا به آنجا می روند از « ناآرامی های پراکنده » هشدار می دهد ، چرا که سرویس های امنیتی مصر پس از انقلاب هنوز به طور کامل مستقر نشده اند .,alerted,هشدار می دهد,"['هشدار', 'می', 'دهد']",23,25,106,118
,,,,Thursday &apos;s notice alerted U.S. citizens traveling in Egypt or heading there of possible &quot; sporadic unrest &quot; because Egyptian security services had yet to fully redeploy in the aftermath of the revolution .,اعلامیه پنج شنبه به شهروندان آمریکایی که به مصر سفر می کنند یا به آنجا می روند از « ناآرامی های پراکنده » هشدار می دهد ، چرا که سرویس های امنیتی مصر پس از انقلاب هنوز به طور کامل مستقر نشده اند .,U.S. citizens,شهروندان آمریکایی,"['شهروندان', 'آمریکایی']",4,5,20,37
,,,,Thursday &apos;s notice alerted U.S. citizens traveling in Egypt or heading there of possible &quot; sporadic unrest &quot; because Egyptian security services had yet to fully redeploy in the aftermath of the revolution .,اعلامیه پنج شنبه به شهروندان آمریکایی که به مصر سفر می کنند یا به آنجا می روند از « ناآرامی های پراکنده » هشدار می دهد ، چرا که سرویس های امنیتی مصر پس از انقلاب هنوز به طور کامل مستقر نشده اند .,Egyptian security services,سرویس های امنیتی مصر,"['سرویس', 'های', 'امنیتی', 'مصر']",29,32,128,148
,,,,The former leader is also under investigation for allegations of corruption and misuse of state funds .,رهبر سابق نیز به اتهام فساد و سوء استفاده از منابع مالی دولت تحت بازجویی است .,The former leader,رهبر سابق,"['رهبر', 'سابق']",0,1,0,9
,,,,The former leader is also under investigation for allegations of corruption and misuse of state funds .,رهبر سابق نیز به اتهام فساد و سوء استفاده از منابع مالی دولت تحت بازجویی است .,misuse of state funds,سوء استفاده از منابع مالی دولت,"['سوء', 'استفاده', 'از', 'منابع', 'مالی', 'دولت']",7,12,30,60
,,,,"ZMAb is related to ZMapp , another experimental drug that has been used to treat some Ebola patients .",ZMAP با ZMap ، یک داروی آزمایشی دیگر که برای درمان برخی از بیماران ابولا استفاده شده است ، مرتبط است .,some Ebola patients,برخی از بیماران ابولا,"['برخی', 'از', 'بیماران', 'ابولا']",11,14,51,72
,,,,"Dr Victor Willoughby is the 11th of the country ’ s 120 doctors to die from the virus , during an outbreak that has killed almost 7,000 people .",دکتر ویکتور ویل وبی یازدهمین پزشک کشور است که بر اثر این ویروس جان خود را از دست داده است .,Dr Victor Willoughby,دکتر ویکتور ویل وبی,"['دکتر', 'ویکتور', 'ویل', 'وبی']",0,3,0,19
,,,,"Dr Victor Willoughby is the 11th of the country ’ s 120 doctors to die from the virus , during an outbreak that has killed almost 7,000 people .",دکتر ویکتور ویل وبی یازدهمین پزشک کشور است که بر اثر این ویروس جان خود را از دست داده است .,die,جان خود را از دست داده است,"['جان', 'خود', 'را', 'از', 'دست', 'داده', 'است']",13,19,63,89
,,,,"Dr Victor Willoughby is the 11th of the country ’ s 120 doctors to die from the virus , during an outbreak that has killed almost 7,000 people .",دکتر ویکتور ویل وبی یازدهمین پزشک کشور است که بر اثر این ویروس جان خود را از دست داده است .,the virus,این ویروس,"['این', 'ویروس']",11,12,53,62
,,,,"Dr Victor Willoughby is the 11th of the country ’ s 120 doctors to die from the virus , during an outbreak that has killed almost 7,000 people .",دکتر ویکتور ویل وبی یازدهمین پزشک کشور است که بر اثر این ویروس جان خود را از دست داده است .,outbreak,,[],0,0,0,0
,,,,"Dr Victor Willoughby is the 11th of the country ’ s 120 doctors to die from the virus , during an outbreak that has killed almost 7,000 people .",دکتر ویکتور ویل وبی یازدهمین پزشک کشور است که بر اثر این ویروس جان خود را از دست داده است .,killed,,[],0,0,0,0
