doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+0,event-21,agent,ss-1,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,Mexico police,مکزیک فرمانده,پلیس مکزیک,پلیس مکزیک,"['پلیس', 'مکزیک']",0,1,0,10,"[0, 1]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+0,event-21,patient,ss-2,Mexico police detain their own commander at gunpoint,پلیس مکزیک فرمانده خود را به ضرب گلوله دستگیر می کند .,their own commander,فرمانده,فرمانده خود,فرمانده خود,"['فرمانده', 'خود']",2,3,11,22,"[3, 5]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+10,event-24,agent,ss-8,One of the policemen who took part in the protest told the Associated Press news agency corruption in the higher ranks was putting them in danger .,یکی از پلیس هایی که در این اعتراضات شرکت داشت به خبرگزاری آسوشیتد پرس گفت که فساد در سطوح بالا آن ها را به خطر انداخته است .,One of the policemen,یکی از پلیس,یکی از پلیس‌هایی,یکی از پلیس هایی,"['یکی', 'از', 'پلیس', 'هایی']",0,3,0,16,"[0, 3]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+10,event-7,agent,ss-8,One of the policemen who took part in the protest told the Associated Press news agency corruption in the higher ranks was putting them in danger .,یکی از پلیس هایی که در این اعتراضات شرکت داشت به خبرگزاری آسوشیتد پرس گفت که فساد در سطوح بالا آن ها را به خطر انداخته است .,One of the policemen,یکی از پلیس,یکی از پلیس‌هایی,یکی از پلیس هایی,"['یکی', 'از', 'پلیس', 'هایی']",0,3,0,16,"[0, 3]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+14,event-1,agent,ss-10,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+14,event-44,anchor,ss-60,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,killings,قتل,قتل‌های,قتل های,"['قتل', 'های']",13,14,55,62,"[14, 14]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+14,event-44,patient,ss-12,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,"an estimated 1,700",حدود ۱۷۰۰,,حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127,"[19, 21]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-30,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-31,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-4,agent,ss-1,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+6,event-4,anchor,ss-20,"They raided his room , where they say they found weapons and drugs .",آن ها اتاق او را غارت کردند ، جایی که می گویند اسلحه و مواد مخدر پیدا کرده اند .,say,گویند,می‌گویند,می گویند,"['می', 'گویند']",10,11,38,46,"[7, 7]"
0ba721fe-bdae-5569-927b-3721f533bbc0+0,event-11,agent,ss-9,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,Tens of thousands,ها هزار,,ده ها هزار,"['ده', 'ها', 'هزار']",0,2,0,10,"[0, 2]"
0ba721fe-bdae-5569-927b-3721f533bbc0+0,event-15,anchor,ss-35,Tens of thousands protest against corruption in Romania,ده ها هزار نفر به فساد در رومانی اعتراض می کنند .,corruption,فساد,فساد در رومانی اعتراض می‌کنند .,فساد,['فساد'],5,5,18,22,"[5, 5]"
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-25,agent,ss-10,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت,دولت چپ‌گرا,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11,"[0, 2]"
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-1,agent,ss-13,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,به پیش برد .,کمیسیون اروپا,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42,"[16, 18]"
0ba721fe-bdae-5569-927b-3721f533bbc0+4,event-1,agent,ss-14,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,، وزارت,وزارت امور خارجه آمریکا,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68,"[20, 23]"
0ba721fe-bdae-5569-927b-3721f533bbc0+7,event-28,anchor,ss-48,"“ I honestly don ’ t think we will manage to overturn the judicial bills , but we need to try . ”",« من واقعاً فکر نمی کنم بتوانیم لایحه های قضایی را لغو کنیم ، اما باید تلاش کنیم . »,bills,لایحه,لایحه‌های,لایحه های,"['لایحه', 'های']",7,8,32,41,"[14, 14]"
1161595d-23a9-59f3-8aeb-ddab8ce19471+11,event-22,patient,ss-10,"&quot; I want to point out that by going to Phase 6 the activity has become established in at least two regions of the world , &quot; he said .",او گفت : « من می خواهم اشاره کنم که با رفتن به مرحله ششم ، این فعالیت در حداقل دو منطقه از جهان تأسیس شده است . »,at least two regions,در حداقل دو منطقه,حداقل دو منطقه,حداقل دو منطقه,"['حداقل', 'دو', 'منطقه']",19,21,73,87,"[18, 21]"
1388473e-8170-50b9-8361-8aeb3c6e6523+3,event-4,anchor,ss-20,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,accountability,به,بیانیه,بیانیه,['بیانیه'],9,9,43,49,"[13, 13]"
1388473e-8170-50b9-8361-8aeb3c6e6523+3,event-3,agent,ss-12,"French Ministry of Europe and Foreign Affairs said , in response to parliamentary accountability dated January 15 , which informed copy is available to Echorouk , that its embassy in Algeria is informed about the situation of religious minorities and is aware of this situation .",وزارت اروپا و امور خارجه فرانسه در پاسخ به بیانیه مجلس مورخ ۱۵ ژانویه که نسخه ای از آن برای اکرووک در دسترس است ، گفت که سفارت فرانسه در الجزایر از وضعیت اقلیت های مذهبی آگاه است و از این وضعیت آگاه است .,its,که,وزارت اروپا و امور خارجه فرانسه,,[],0,0,0,0,"[27, 27]"
1388473e-8170-50b9-8361-8aeb3c6e6523+7,event-12,anchor,ss-28,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,spoke,سخن,سخن گفت,سخن گفت,"['سخن', 'گفت']",12,13,66,73,"[5, 5]"
1388473e-8170-50b9-8361-8aeb3c6e6523+7,event-13,agent,ss-11,"The Foreign Office of Paris spoke of intensive and continuous dialogue with the Algerian authorities , which allows it to raise all issues , especially those relating to human rights and individual freedoms , noting that the Freedom of belief is enshrined in the Algerian Constitution through Article 42 .",وزارت امور خارجه فرانسه از گفتگوی مداوم و مداوم با مقامات الجزایر سخن گفت که به آن ها اجازه می دهد تا همه مسائل ، به ویژه حقوق بشر و آزادی های فردی را مطرح کنند .,the Algerian authorities,با مقامات,مقامات الجزایر,مقامات الجزایر,"['مقامات', 'الجزایر']",10,11,51,65,"[12, 14]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+0,event-13,agent,ss-1,Sarawakian immigration officers charged with graft,مقامات مهاجر سوماترا به تقلب متهم شدند .,Sarawakian immigration officers,سوماترا به تقلب,مقامات مهاجر سوماترا به تقلب متهم شدند .,مقامات مهاجر سوماترا,"['مقامات', 'مهاجر', 'سوماترا']",0,2,0,20,"[0, 2]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+0,event-14,patient,ss-1,Sarawakian immigration officers charged with graft,مقامات مهاجر سوماترا به تقلب متهم شدند .,Sarawakian immigration officers,سوماترا به تقلب,مقامات مهاجر سوماترا به تقلب متهم شدند .,مقامات مهاجر سوماترا,"['مقامات', 'مهاجر', 'سوماترا']",0,2,0,20,"[0, 2]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+0,event-14,anchor,ss-36,Sarawakian immigration officers charged with graft,مقامات مهاجر سوماترا به تقلب متهم شدند .,charged,متهم,متهم شدند,متهم شدند,"['متهم', 'شدند']",5,6,29,38,"[3, 3]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-25,agent,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-34,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+12,event-4,patient,ss-8,"On March 15 , the MACC arrested 11 Sarawakian immigration officers who allegedly received bribes from a syndicate to turn a blind eye to illegal foreign workers entering the state .",در ۱۵ مارس ، MACC ۱۱ افسر مهاجرت سوماترا را دستگیر کرد که گفته می شود از یک سندیکای رشوه گرفته اند تا چشم خود را به کارگران خارجی غیرقانونی که وارد ایالت می شوند ببندند .,11 Sarawakian immigration officers,۱۱ افسر,۱۱ افسر مهاجرت سوماترا,۱۱ افسر مهاجرت سوماترا,"['۱۱', 'افسر', 'مهاجرت', 'سوماترا']",5,8,18,40,"[7, 10]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+3,event-2,patient,ss-1,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,The accused,می شود که متهمان,,متهمان,['متهمان'],4,4,15,21,"[0, 1]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+3,event-2,anchor,ss-24,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,received the cash,دریافت,پول را دریافت,پول را دریافت کرده اند,"['پول', 'را', 'دریافت', 'کرده', 'اند']",13,17,59,81,"[6, 8]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+4,event-16,agent,ss-22,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,The Malaysian Anti-Corruption Commission,کمیسیون,کمیسیون ضد فساد مالزی,کمیسیون ضد فساد مالزی,"['کمیسیون', 'ضد', 'فساد', 'مالزی']",0,3,0,21,"[0, 3]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+4,event-16,patient,ss-1,"The Malaysian Anti-Corruption Commission ( MACC ) charged them separately under Section 165 of the Penal Code which carries a maximum imprisonment of two years , or a fine , or both upon conviction .",کمیسیون ضد فساد مالزی آن ها را به طور جداگانه تحت بخش ۱۶۵ قانون جزایی که حداکثر دو سال حبس یا جریمه یا هر دو را در صورت محکومیت حمل می کند ، محکوم کرده است .,them,ها,آن‌ها,آن ها,"['آن', 'ها']",4,5,22,27,"[8, 8]"
1c43e469-a33c-5d19-983b-e1a06868092d+11,event-29,agent,ss-34,"There has been no claim of responsibility for the recent wave of attacks , but extremists , including al-Qaeda &apos;s Iraq branch , are believed to be responsible for much of the killing .",هیچ ادعایی در مورد مسئولیت موج اخیر حملات وجود ندارد ، اما افراط گرایان ، از جمله شاخه القاعده در عراق ، مسئول بسیاری از قتل ها هستند .,al-Qaeda &apos;s Iraq branch,شاخه,شاخه القاعده در عراق,شاخه القاعده در عراق,"['شاخه', 'القاعده', 'در', 'عراق']",17,20,82,102,"[18, 21]"
1c43e469-a33c-5d19-983b-e1a06868092d+11,event-29,anchor,ss-65,"There has been no claim of responsibility for the recent wave of attacks , but extremists , including al-Qaeda &apos;s Iraq branch , are believed to be responsible for much of the killing .",هیچ ادعایی در مورد مسئولیت موج اخیر حملات وجود ندارد ، اما افراط گرایان ، از جمله شاخه القاعده در عراق ، مسئول بسیاری از قتل ها هستند .,killing,قتل,قتل‌ها,قتل ها,"['قتل', 'ها']",25,26,121,127,"[32, 32]"
1c43e469-a33c-5d19-983b-e1a06868092d+5,event-25,patient,ss-5,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,at least eight people,، حداقل هشت نفر,حداقل هشت نفر,حداقل هشت نفر,"['حداقل', 'هشت', 'نفر']",5,7,21,34,"[5, 8]"
1c43e469-a33c-5d19-983b-e1a06868092d+5,event-32,patient,ss-6,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,15,۱۵,,۱۵ نفر,"['۱۵', 'نفر']",10,11,42,48,"[12, 12]"
1c43e469-a33c-5d19-983b-e1a06868092d+5,event-25,agent,ss-8,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,a car bomb,در اثر انفجار,انفجار یک خودرو,انفجار یک خودرو,"['انفجار', 'یک', 'خودرو']",22,24,91,106,"[23, 25]"
1c43e469-a33c-5d19-983b-e1a06868092d+5,event-32,agent,ss-8,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,a car bomb,در اثر انفجار,انفجار یک خودرو,انفجار یک خودرو,"['انفجار', 'یک', 'خودرو']",22,24,91,106,"[23, 25]"
1c43e469-a33c-5d19-983b-e1a06868092d+5,event-21,anchor,ss-57,"In the deadliest attack , at least eight people were killed and 15 were wounded in the southern port city of Basra when a car bomb and then a follow-up blast went off near an office of a Shiite political party , according to two police officers .",در این حمله مرگبار ، حداقل هشت نفر کشته و ۱۵ نفر در شهر بندری بصره در جنوب شهر بصره در اثر انفجار یک خودرو و پس از آن در نزدیکی دفتر یک حزب سیاسی شیعه زخمی شدند .,blast,انفجار,,,[],0,0,0,0,"[30, 30]"
