doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,The U.S. Embassy,سفارت ایالات متحده,"['سفارت', 'ایالات', 'متحده']",0,2,0,18
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,operations,فعالیت های,"['فعالیت', 'های']",5,6,28,38
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,ordered departure,خروج,['خروج'],20,20,94,98
,,,,"The U.S. Embassy in Cairo has resumed normal operations and the State Department is lifting the &quot; ordered departure &quot; status for its non-emergency staff there , according to a travel alert issued Thursday .",سفارت ایالات متحده در قاهره فعالیت های عادی خود را از سر گرفته است و وزارت امور خارجه وضعیت « خروج » برای کارکنان غیر اورژانسی خود را بر اساس هشداری که در روز پنجشنبه صادر شده است ، لغو کرده است .,its non-emergency staff,کارکنان غیر اورژانسی خود,"['کارکنان', 'غیر', 'اورژانسی', 'خود']",23,26,106,130
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,say,می گویند,"['می', 'گویند']",1,2,10,18
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,agreed,,[],0,0,0,0
,,,,The students say it has been agreed they will not face any disciplinary action for the sit-in .,دانشجویان می گویند که آن ها با هیچ گونه اقدام انضباطی برای تحصن مخالف نیستند .,they,آن ها,"['آن', 'ها']",4,5,22,27
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,Insp Gen Djoko Susilo,ژنرال دوکو سولیو,"['ژنرال', 'دوکو', 'سولیو']",0,2,0,16
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,found guilty,مجرم شناخته شد,"['مجرم', 'شناخته', 'شد']",33,35,147,161
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,bribes,دریافت,['دریافت'],5,5,26,32
,,,,Insp Gen Djoko Susilo was found guilty of taking $ 13m ( £ 8.4m ) in bribes from a firm that supplied driving simulators when he led the traffic division .,ژنرال دوکو سولیو به اتهام دریافت ۱۳ میلیون دلار ( ۸ ٫ ۴ میلیون پوند ) از یک شرکت که شبیه سازهای رانندگی را در زمان هدایت بخش ترافیک ارائه می داد ، مجرم شناخته شد .,a firm,یک شرکت,"['یک', 'شرکت']",17,18,73,80
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,At least 25 people,حداقل ۲۵ نفر,"['حداقل', '۲۵', 'نفر']",10,12,47,59
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,died,مرده اند,"['مرده', 'اند']",26,27,123,131
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,yellow fever,تب زرد,"['تب', 'زرد']",16,17,72,78
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,Brazil &apos;s second most populous state of Minas Gerais,دومین ایالت پرجمعیت برزیل در میناس گرایس,"['دومین', 'ایالت', 'پرجمعیت', 'برزیل', 'در', 'میناس', 'گرایس']",19,25,82,122
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,the regional Health Department,وزارت بهداشت منطقه ای,"['وزارت', 'بهداشت', 'منطقه', 'ای']",0,3,0,21
,,,,"At least 25 people have died from an outbreak of yellow fever since December in Brazil &apos;s second most populous state of Minas Gerais , the regional Health Department said on Tuesday .",وزارت بهداشت منطقه ای روز سه شنبه اعلام کرد که حداقل ۲۵ نفر در اثر شیوع تب زرد در دومین ایالت پرجمعیت برزیل در میناس گرایس مرده اند .,said,اعلام کرد,"['اعلام', 'کرد']",7,8,34,43
,,,,"The outbreak has spread to the neighboring states of Sao Paulo , the most populated , and Rio de Janeiro , which receives the most tourists .",این اپیدمی در ایالت های همسایه سائو پائولو ، پرجمعیت ترین شهر برزیل و ریو دو ژانیرو که بیشترین تعداد گردشگران را در خود جای داده گسترش یافته است .,the neighboring states,ایالت های همسایه,"['ایالت', 'های', 'همسایه']",3,5,14,30
,,,,The verdict came eight months after the military deposed him during unprecedented mass protests against his three-decade rule .,این حکم هشت ماه پس از آنکه ارتش او را در جریان اعتراضات گسترده علیه حکومت سه دهه ای او برکنار کرد صادر شد .,the military,ارتش,['ارتش'],7,7,27,31
,,,,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,Army generals,ژنرال های ارتش,"['ژنرال', 'های', 'ارتش']",0,2,0,14
,,,,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,seized power,قدرت را در دست داشتند,"['قدرت', 'را', 'در', 'دست', 'داشتند']",11,15,49,70
,,,,Army generals who initially seized power after the president &apos;s fall refused to hand over the 75-year-old .,ژنرال های ارتش که در ابتدا پس از سقوط رئیس جمهور قدرت را در دست داشتند ، از تسلیم ۷۵ ساله خودداری کردند .,the president,رئیس جمهور,"['رئیس', 'جمهور']",9,10,38,48
,,,,"Vinson did call the CDC to report a low-grade fever before her return trip to Dallas on Monday , a trip that the CDC did not stop her from taking .",وینسون به CDC برای گزارش یک تب پایین درجه قبل از بازگشتش به دالاس ، سفر که CDC برای جلوگیری از رفتن او به دالاس بود ، تلفن زد .,Vinson,وینسون,['وینسون'],0,0,0,6
,,,,"Vinson did call the CDC to report a low-grade fever before her return trip to Dallas on Monday , a trip that the CDC did not stop her from taking .",وینسون به CDC برای گزارش یک تب پایین درجه قبل از بازگشتش به دالاس ، سفر که CDC برای جلوگیری از رفتن او به دالاس بود ، تلفن زد .,the CDC,CDC,['CDC'],2,2,10,13
,,,,Six immigration officers charged in Kuching with bribe-taking,شش افسر مهاجر در کوچینگ به رشوه خواری محکوم شدند .,Six immigration officers,شش افسر مهاجر,"['شش', 'افسر', 'مهاجر']",0,2,0,13
,,,,"The four police officers were ordered held in custody until Aug. 16 , when they are to reappear in court and be allowed to apply for bail .",به چهار افسر پلیس دستور داده شد تا ۱۶ اوت در بازداشت نگه داشته شوند ، زمانی که آن ها دوباره به دادگاه مراجعه کرده و اجازه دارند برای وثیقه اقدام کنند .,The four police officers,چهار افسر پلیس,"['چهار', 'افسر', 'پلیس']",1,3,3,17
,,,,"The four police officers were ordered held in custody until Aug. 16 , when they are to reappear in court and be allowed to apply for bail .",به چهار افسر پلیس دستور داده شد تا ۱۶ اوت در بازداشت نگه داشته شوند ، زمانی که آن ها دوباره به دادگاه مراجعه کرده و اجازه دارند برای وثیقه اقدام کنند .,held in custody,در بازداشت نگه داشته شوند,"['در', 'بازداشت', 'نگه', 'داشته', 'شوند']",10,14,42,67
,,,,"Outside the Egyptian Embassy in London , people rallied , chanted , hoisted banners and demanded change .",در بیرون سفارت مصر در لندن ، مردم تجمع کردند ، شعارها را برافراشتند و خواستار تغییر شدند .,rallied,تجمع کردند,"['تجمع', 'کردند']",8,9,34,44
,,,,"&quot; These ( police ) actions are aimed at cancelling Saturday &apos;s protests , &quot; a foundation source told Reuters .",یکی از منابع بنیاد به رویترز گفت : ' این اقدامات ( پلیس ) با هدف لغو اعتراضات روز شنبه صورت گرفته است .,a foundation source,یکی از منابع بنیاد,"['یکی', 'از', 'منابع', 'بنیاد']",0,3,0,18
,,,,"Before its offices were searched , the Russian branch had shrugged off the move , saying it was not affected by what amounted to a ban on the British arm &apos;s activities in Russia .",قبل از اینکه اداره اش مورد بازرسی قرار گیرد ، شعبه روسیه این حرکت را رد کرد و گفت که تحت تأثیر آن چیزی که به ممنوعیت فعالیت های بازوی بریتانیا در روسیه مربوط می شود قرار ندارد .,the Russian branch,شعبه روسیه,"['شعبه', 'روسیه']",10,11,46,56
,,,,"Before its offices were searched , the Russian branch had shrugged off the move , saying it was not affected by what amounted to a ban on the British arm &apos;s activities in Russia .",قبل از اینکه اداره اش مورد بازرسی قرار گیرد ، شعبه روسیه این حرکت را رد کرد و گفت که تحت تأثیر آن چیزی که به ممنوعیت فعالیت های بازوی بریتانیا در روسیه مربوط می شود قرار ندارد .,the British arm,بازوی بریتانیا,"['بازوی', 'بریتانیا']",29,30,128,142
,,,,"There are two strong candidates , but with national elections likely to be only months away many observers believe the eventual winner will come from the opposition .",دو نامزد قوی وجود دارد ، اما بسیاری از ناظران بر این باورند که برنده نهایی از سوی مخالفان می آید .,elections,,[],0,0,0,0
,,,,"There are two strong candidates , but with national elections likely to be only months away many observers believe the eventual winner will come from the opposition .",دو نامزد قوی وجود دارد ، اما بسیاری از ناظران بر این باورند که برنده نهایی از سوی مخالفان می آید .,the eventual winner,برنده نهایی,"['برنده', 'نهایی']",14,15,63,74
,,,,"Still , he turned over the West Bank city of Hebron to Palestinian jurisdiction .",با این حال ، او شهر کرانه باختری رود اردن را به حوزه قضایی فلسطین واگذار کرد .,turned over,واگذار کرد,"['واگذار', 'کرد']",15,16,66,76
,,,,"Still , he turned over the West Bank city of Hebron to Palestinian jurisdiction .",با این حال ، او شهر کرانه باختری رود اردن را به حوزه قضایی فلسطین واگذار کرد .,the West Bank city of Hebron,,[],0,0,0,0
,,,,"Having run on an anti-courruption ticket , Tshisekdi ’ s declared ambitions to clean up public finances have been hampered by an awkward power-sharing deal with Kabila , whose allies control a majority of ministries and seats in parliament .",پس از شرکت در یک بلیط ضد اغتشاش ، جاه طلبی های اعلام شده تشیسکدی برای پاک سازی امور مالی عمومی توسط یک توافق نامه به اشتراک گذاری قدرت با کابیلا که متحدینش اکثریت وزارت خانه ها و صندلی های پارلمان را کنترل می کنند ، متوقف شده است .,clean up,پاک سازی,"['پاک', 'سازی']",16,17,70,78
,,,,"Having run on an anti-courruption ticket , Tshisekdi ’ s declared ambitions to clean up public finances have been hampered by an awkward power-sharing deal with Kabila , whose allies control a majority of ministries and seats in parliament .",پس از شرکت در یک بلیط ضد اغتشاش ، جاه طلبی های اعلام شده تشیسکدی برای پاک سازی امور مالی عمومی توسط یک توافق نامه به اشتراک گذاری قدرت با کابیلا که متحدینش اکثریت وزارت خانه ها و صندلی های پارلمان را کنترل می کنند ، متوقف شده است .,deal,توافق نامه,"['توافق', 'نامه']",23,24,103,113
,,,,"The hundreds of millions of dollars pumped by foreign donors into the response to Congo ’ s Ebola outbreak , the second deadliest ever , raised fears of corruption after the response to West Africa ’ s even larger 2013-16 outbreak was dogged by allegations of graft .",صدها میلیون دلار توسط اهدا کنندگان خارجی در پاسخ به شیوع ابولا در کنگو ، دومین فاجعه مرگبارترین که تا کنون رخ داده ، پس از واکنش به شیوع حتی بزرگتر سال ۲۰۱۳ – ۱۶ در آفریقای غربی با اتهام تقلب مواجه شد .,foreign donors,اهدا کنندگان خارجی,"['اهدا', 'کنندگان', 'خارجی']",4,6,22,40
,,,,"It is winding down now , with no new cases recorded in over a month .",الان دارد تمام می شود ، بدون هیچ مورد جدیدی در طول یک ماه .,no new cases,هیچ مورد جدیدی,"['هیچ', 'مورد', 'جدیدی']",7,9,29,43
,,,,Trivedi &apos;s cartoons lampooning widespread corruption among Indian politicians were displayed at a protest in New Delhi last year by anti-corruption crusader Anna Hazare .,کارتون های تریواندی که فساد گسترده سیاستمداران هندی را به سخره می گرفتند ، سال گذشته در تظاهراتی در دهلی نو توسط مبارز ضد فساد آنا هزاره به نمایش گذاشته شد .,lampooning,به سخره می گرفتند,"['به', 'سخره', 'می', 'گرفتند']",9,12,55,72
,,,,Trivedi &apos;s cartoons lampooning widespread corruption among Indian politicians were displayed at a protest in New Delhi last year by anti-corruption crusader Anna Hazare .,کارتون های تریواندی که فساد گسترده سیاستمداران هندی را به سخره می گرفتند ، سال گذشته در تظاهراتی در دهلی نو توسط مبارز ضد فساد آنا هزاره به نمایش گذاشته شد .,Indian politicians,سیاستمداران هندی,"['سیاستمداران', 'هندی']",6,7,35,51
,,,,Trivedi &apos;s cartoons lampooning widespread corruption among Indian politicians were displayed at a protest in New Delhi last year by anti-corruption crusader Anna Hazare .,کارتون های تریواندی که فساد گسترده سیاستمداران هندی را به سخره می گرفتند ، سال گذشته در تظاهراتی در دهلی نو توسط مبارز ضد فساد آنا هزاره به نمایش گذاشته شد .,anti-corruption crusader Anna Hazare,مبارز ضد فساد آنا هزاره,"['مبارز', 'ضد', 'فساد', 'آنا', 'هزاره']",22,26,113,136
,,,,San Diego-based Pedram Moallemian has set up a petition to call for Mr Motallebi &apos;s release and has publicised the case beyond Iran .,پدرام مالیان ساکن سان دیگو دادخواستی را برای آزادی آقای مصطفی بی تنظیم کرده و این موضوع را در خارج از ایران مطرح کرده است .,San Diego-based Pedram Moallemian,پدرام مالیان ساکن سان دیگو,"['پدرام', 'مالیان', 'ساکن', 'سان', 'دیگو']",0,4,0,26
,,,,San Diego-based Pedram Moallemian has set up a petition to call for Mr Motallebi &apos;s release and has publicised the case beyond Iran .,پدرام مالیان ساکن سان دیگو دادخواستی را برای آزادی آقای مصطفی بی تنظیم کرده و این موضوع را در خارج از ایران مطرح کرده است .,set up,تنظیم کرده,"['تنظیم', 'کرده']",12,13,65,75
,,,,San Diego-based Pedram Moallemian has set up a petition to call for Mr Motallebi &apos;s release and has publicised the case beyond Iran .,پدرام مالیان ساکن سان دیگو دادخواستی را برای آزادی آقای مصطفی بی تنظیم کرده و این موضوع را در خارج از ایران مطرح کرده است .,Mr Motallebi,,[],0,0,0,0
,,,,Reporters Without Borders has issued a statement deploring Mr Motallebi &apos;s detention and other attacks on journalists .,گزارشگران بدون مرز بیانیه ای منتشر کرده و از دستگیری آقای معتبر و حملات دیگر به روزنامه نگاران انتقاد کرده اند .,statement,بیانیه,['بیانیه'],3,3,19,25
,,,,Reporters Without Borders has issued a statement deploring Mr Motallebi &apos;s detention and other attacks on journalists .,گزارشگران بدون مرز بیانیه ای منتشر کرده و از دستگیری آقای معتبر و حملات دیگر به روزنامه نگاران انتقاد کرده اند .,journalists,روزنامه نگاران,"['روزنامه', 'نگاران']",16,17,80,94
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,Iranian Sina Motallebi,سینا موتالبی ایرانی,"['سینا', 'موتالبی', 'ایرانی']",0,2,0,19
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,the authorities,مقامات,['مقامات'],4,4,25,31
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,charges,اتهام های,"['اتهام', 'های']",7,8,42,51
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,fellow web users,,[],0,0,0,0
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,banding together,,[],0,0,0,0
,,,,"Iranian Sina Motallebi has been held by the authorities on , so far , unspecified charges and now fellow web users are banding together to press for his release .",سینا موتالبی ایرانی توسط مقامات ایرانی به اتهام های نامعلوم بازداشت شده است .,release,,[],0,0,0,0
,,,,"Facing charges of violation of Anti-Graft and Corrupt Practices Act ( RA 3019 ) , Illegal Exaction ( Art. 213 of RPC ) and Robbery / Extortion was Arsenia Panlilio , alias Bec Panlilio , 43 , Administrative Aide VI , Department of Engineering and Public Works in Manila .",در مواجهه با اتهام نقض قوانین ضد سرقت و تخلفات ( RA 3019 ) ، اخراج غیرقانونی ( ماده ۲۱۳ RPC ) و سرقت / اخاذی آریستونیا پانلیلو ، ۴۳ ، دستیار اداری ۶ ، وزارت مهندسی و کارهای عمومی در مانیل بود .,Administrative Aide VI,دستیار اداری ۶,"['دستیار', 'اداری', '۶']",31,33,134,148
