doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,says,می گوید,"['می', 'گوید']",1,2,11,18
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the territories,این سرزمین ها,"['این', 'سرزمین', 'ها']",15,17,72,85
,,,,Saakashvili says the territories are being artificially sustained by Moscow in an attempt to maintain Russian influence in the ex-Soviet region .,ساوخاشویلی می گوید که در تلاش برای حفظ نفوذ روسیه در منطقه شوروی سابق ، این سرزمین ها به طور مصنوعی توسط مسکو نگهداری می شوند .,the ex-Soviet region,منطقه شوروی سابق,"['منطقه', 'شوروی', 'سابق']",11,13,53,69
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,Abkhaz officials,مقامات آذربایجانی,"['مقامات', 'آذربایجانی']",0,1,0,17
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,their forces,نیروهای خود,"['نیروهای', 'خود']",21,22,100,111
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,fire on,به سمت شلیک خواهند کرد,"['به', 'سمت', 'شلیک', 'خواهند', 'کرد']",24,29,115,150
,,,,Earlier Abkhaz officials threatened that their forces would fire on the demonstrators if they crossed a river into Abkhaz territory .,مقامات آذربایجانی پیش از این تهدید کرده بودند که اگر آن ها از رودخانه ای به قلمرو آبخاز عبور کنند ، نیروهای خود را به سمت تظاهرکنندگان شلیک خواهند کرد .,they,آن ها,"['آن', 'ها']",10,11,53,58
,,,,"Bagapsh travelled to Gali , an area of Abkhazia that borders Georgia and has a largely Georgian population , to oversee voting .",باگاپش به گالی ، منطقه ای در آبخازیا که در مرز گرجستان قرار دارد و جمعیت عمده ای از گرجی ها را در خود جای داده است ، سفر کرد تا بر رای گیری نظارت کند .,voting,رای گیری,"['رای', 'گیری']",32,33,131,139
,,,,Militants have killed hundreds of policemen and soldiers since the overthrow of Morsy in July 2013 .,شورشیان از زمان سرنگونی مرسی در ژوئیه ۲۰۱۳ صدها پلیس و سرباز را کشته اند .,killed,کشته اند,"['کشته', 'اند']",13,14,64,72
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,South Korean sightseers,,[],0,0,0,0
,,,,"In February 2014 , South Korean sightseers on a tour bus were attacked .",در فوریه ۲۰۱۴ ، تماشاگران کره جنوبی در یک اتوبوس توریستی مورد حمله قرار گرفتند .,a tour bus,اتوبوس توریستی,"['اتوبوس', 'توریستی']",9,10,42,56
,,,,Four people were killed and 14 were wounded .,چهار نفر کشته و ۱۴ نفر زخمی شدند .,14,۱۴,['۱۴'],4,4,16,18
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,A second bomb,بمب دوم,"['بمب', 'دوم']",0,1,0,7
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,one civilian motorist,یک راننده غیرنظامی,"['یک', 'راننده', 'غیرنظامی']",5,7,21,39
,,,,A second bomb in Kafr El-Sheikh killed one civilian motorist and wounded three police officers .,بمب دوم در کفر الشیخ یک راننده غیرنظامی را کشت و سه افسر پلیس را زخمی کرد .,three police officers,سه افسر پلیس,"['سه', 'افسر', 'پلیس']",11,13,49,61
,,,,There was no immediate credible claim of responsibility for either bombing .,هیچ ادعای معتبری مبنی بر مسئولیت فوری برای بمب گذاری ها وجود ندارد .,bombing,بمب گذاری ها,"['بمب', 'گذاری', 'ها']",8,10,43,55
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,They,آن ها,"['آن', 'ها']",0,1,0,5
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,killings,قتل های,"['قتل', 'های']",13,14,55,62
,,,,"They replaced the army , which had failed to stop a wave of drug-related killings , which has left an estimated 1,700 dead in Ciudad Juarez this year .",آن ها ارتش را جایگزین کردند ، که در متوقف کردن موجی از قتل های مرتبط با مواد مخدر شکست خورده بود ، که در سال جاری حدود ۱۷۰۰ نفر در سیوداد سالوادور کشته شدند .,"an estimated 1,700",حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,More than 200 federal police agents,بیش از ۲۰۰ مأمور پلیس فدرال,"['بیش', 'از', '۲۰۰', 'مأمور', 'پلیس', 'فدرال']",0,5,0,27
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,police officers,افسران پلیس,"['افسران', 'پلیس']",27,28,116,127
,,,,More than 200 federal police agents raided the hotel where their commander was staying and accused him of planting drugs on police officers to blackmail them into carrying out extortion .,بیش از ۲۰۰ مأمور پلیس فدرال به هتلی که فرمانده آن ها در آن اقامت داشت حمله کردند و او را متهم به کاشتن مواد مخدر به افسران پلیس کردند تا آن ها را به اخاذی تهدید کنند .,blackmail,تهدید کنند,"['تهدید', 'کنند']",36,37,155,165
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,their,شان,['شان'],15,15,69,72
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,plant,می انداخت,"['می', 'انداخت']",32,33,142,151
,,,,"The federal officers allege that they were part of a stash , which their commander would plant on officers who refused to take part in his corrupt dealings .",افسران فدرال ادعا می کنند که آن ها بخشی از یک انبار بودند که فرمانده شان آن ها را روی افسرانی که از شرکت در معاملات فاسد او امتناع می کردند ، می انداخت .,officers,افسرانی,['افسرانی'],20,20,86,93
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,Tens of thousands of Romanians,ده ها هزار رومانیایی,"['ده', 'ها', 'هزار', 'رومانیایی']",0,3,0,20
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,marched,راهپیمایی کردند,"['راهپیمایی', 'کردند']",14,15,72,87
,,,,Tens of thousands of Romanians marched through heavy snow in Bucharest on Saturday in protest against proposed laws that critics say will make it harder to prosecute crime and high-level corruption .,ده ها هزار رومانیایی در روز شنبه در اعتراض به قوانین پیشنهادی در بخارست راهپیمایی کردند که به گفته منتقدان تعقیب جرایم و فساد در سطح بالا سخت تر می شود .,high-level,سطح بالا,"['سطح', 'بالا']",25,26,129,137
,,,,"An estimated 50,000 people marched towards parliament , blowing whistles , waving flags and chanting , “ thieves ” .",تقریباً ۵۰ ٬ ۰۰۰ نفر در حالی که سوت می زدند ، پرچم ها را تکان می دادند و شعار می دادند ، به سمت پارلمان رفتند .,"An estimated 50,000 people",تقریباً ۵۰ ٬ ۰۰۰ نفر,"['تقریباً', '۵۰', '٬', '۰۰۰', 'نفر']",0,4,0,20
,,,,"An estimated 50,000 people marched towards parliament , blowing whistles , waving flags and chanting , “ thieves ” .",تقریباً ۵۰ ٬ ۰۰۰ نفر در حالی که سوت می زدند ، پرچم ها را تکان می دادند و شعار می دادند ، به سمت پارلمان رفتند .,thieves,,[],0,0,0,0
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,The left-wing government,دولت چپ گرا,"['دولت', 'چپ', 'گرا']",0,2,0,11
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the European Commission,کمیسیون اروپا,"['کمیسیون', 'اروپا']",7,8,29,42
,,,,"The left-wing government pushed through a judicial overhaul through parliament in December , despite criticism from the European Commission , the US state department , thousands of magistrates and the centrist president , Klaus Iohannis .",دولت چپ گرا ، علی رغم انتقاد کمیسیون اروپا ، وزارت امور خارجه آمریکا ، هزاران قاضی و رئیس جمهور میانه رو ، کلاوس یوانس ، اصلاحات قضایی را در پارلمان به پیش برد .,the US state department,وزارت امور خارجه آمریکا,"['وزارت', 'امور', 'خارجه', 'آمریکا']",10,13,45,68
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,thefts,سرقت های,"['سرقت', 'های']",17,18,78,86
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,audio recordings,ضبط های صوتی,"['ضبط', 'های', 'صوتی']",39,41,174,186
,,,,"Diana Gradinaru , a 45-year-old economist , said the new legislation could result in “ terrible thefts ” by high-level officials , citing legislation that meant video and audio recordings could no longer be used as evidence in prosecutions .",دیانا گرونینارو ، یک اقتصاددان ۴۵ ساله ، گفت که قانون جدید می تواند منجر به « سرقت های وحشتناک » توسط مقامات عالی رتبه شود ، با استناد به قانون که به این معنی است که ویدئو و ضبط های صوتی دیگر نمی تواند به عنوان مدرک در پیگرد قانونی استفاده شود .,used as evidence,به عنوان مدرک استفاده شود,"['به', 'عنوان', 'مدرک', 'استفاده', 'شود']",45,52,202,243
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,the H1N1 virus,ویروس H1N1,"['ویروس', 'H1N1']",7,8,37,47
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,the World Health Organization,سازمان بهداشت جهانی,"['سازمان', 'بهداشت', 'جهانی']",13,15,69,88
,,,,A sharp increase in the number of reported cases of the H1N1 virus in Australia may prompt the World Health Organization ( WHO ) to declare the first global pandemic in over forty years .,افزایش شدید تعداد موارد گزارش شده از ویروس H1N1 در استرالیا ممکن است سازمان بهداشت جهانی ( WHO ) را به اعلام اولین همه گیری جهانی در بیش از چهل سال تشویق کند .,pandemic,همه گیری جهانی,"['همه', 'گیری', 'جهانی']",23,25,115,129
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,said,اعلام کرد,"['اعلام', 'کرد']",8,9,33,42
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,move,,[],0,0,0,0
,,,,"In a statement a day earlier , Fukuda said the WHO had been working extremely hard preparing countries for what a potential move to a global pandemic would entail .",در بیانیه ای یک روز قبل ، فوکودا اعلام کرد که سازمان جهانی بهداشت به شدت در حال آماده سازی کشورها برای آنچه که ممکن است منجر به همه گیری جهانی شود ، است .,pandemic,همه گیری جهانی,"['همه', 'گیری', 'جهانی']",28,30,128,142
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,confirmed,تأیید کرد,"['تأیید', 'کرد']",6,7,32,41
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,its Web site,وب سایت خود,"['وب', 'سایت', 'خود']",3,5,20,31
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,full-back Karmichael Hunt,,[],0,0,0,0
,,,,"The Queensland club confirmed on its Web site that full-back Karmichael Hunt was being tested for the virus , while the sport &apos;s governing body , the National Rugby League ( NRL ) , said Hunt had tested positive for the common flu , influenza A.",باشگاه کویینزلند در وب سایت خود تأیید کرد که کارمیک هانت در حال آزمایش برای این ویروس است ، در حالی که تیم حاکم بر ورزش ، لیگ ملی راگبی ( NR ) ، اعلام کرد که هانت برای آنفلوآنزای رایج ، آنفلوآنزا A آزمایش شده است .,the sport &apos;s governing body,تیم حاکم بر ورزش,"['تیم', 'حاکم', 'بر', 'ورزش']",22,25,103,119
,,,,French FM stated that France remains very committed to the freedom of belief and thought that is contained in the Universal Declaration of Human Rights .,رادیو بین المللی فرانسه اعلام کرد که فرانسه به آزادی باور و اندیشه ای که در اعلامیه جهانی حقوق بشر وجود دارد بسیار متعهد است .,French FM,رادیو فرانسه,"['رادیو', 'فرانسه']",0,3,0,23
,,,,French FM stated that France remains very committed to the freedom of belief and thought that is contained in the Universal Declaration of Human Rights .,رادیو بین المللی فرانسه اعلام کرد که فرانسه به آزادی باور و اندیشه ای که در اعلامیه جهانی حقوق بشر وجود دارد بسیار متعهد است .,stated,اعلام کرد,"['اعلام', 'کرد']",4,5,24,33
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,it,,[],0,0,0,0
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,its European partners,شرکای اروپایی اش,"['شرکای', 'اروپایی', 'اش']",37,39,176,192
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,address,رسیدگی,['رسیدگی'],41,41,198,204
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,situation,,[],0,0,0,0
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,religious minorities,اقلیت های مذهبی,"['اقلیت', 'های', 'مذهبی']",44,46,214,229
,,,,"The French Foreign Ministry explained that it respects the sovereignty of Algeria , which is responsible for managing what it deems appropriate to practice religion on its territory , but France , in cooperation with its European partners , will not miss the opportunity to address the issue of the situation of religious minorities with the Algerian authorities .",وزارت امور خارجه فرانسه توضیح داد که به حاکمیت الجزایر احترام می گذارد که مسئول مدیریت آن چیزی است که آن را مناسب می داند تا در قلمرو خود به دین بپردازد ، اما فرانسه با همکاری شرکای اروپایی اش فرصت رسیدگی به مسئله اقلیت های مذهبی را با مقامات الجزایر از دست نخواهد داد .,the Algerian authorities,مقامات الجزایر,"['مقامات', 'الجزایر']",49,50,236,250
,,,,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,The accused,متهمان,['متهمان'],4,4,15,21
,,,,The accused were said to have received the cash between late last year and early this year .,گفته می شود که متهمان بین اواخر سال گذشته و اوایل سال جاری پول را دریافت کرده اند .,received the cash,پول را دریافت کرده اند,"['پول', 'را', 'دریافت', 'کرده', 'اند']",13,17,59,81
