doc_id,event_id,ann_type,ss-id,source_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
36a4a758-690c-5862-88ba-d290aa108569+7,event-16,anchor,ss-33,paid into,به حساب‌های بانکی نخست‌وزیر نجیب راسک پرداخت,پرداخت شد,"['پرداخت', 'شد']",35,36,169,178,"[28, 29]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+11,event-19,agent,ss-26,He,,او,['او'],0,0,0,2,"[0, 0]"
3a0d211a-4c05-583b-8acd-2180d21e672e+1,event-1,patient,ss-15,President Hosni Mubarak,حسنی مبارک برای کناره‌گیری رئیس‌جمهور,,[],0,0,0,0,"[31, 33]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+3,event-1,anchor,ss-18,leave politics,انتخابات,,[],0,0,0,0,"[31, 32]"
3a402e86-bff8-5ad0-baff-3b497f37e4e0+5,event-7,anchor,ss-24,comment,چیزی بگوید,,[],0,0,0,0,"[8, 8]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+4,event-33,agent,ss-8,she,,او,['او'],10,10,37,39,"[7, 7]"
5178f231-5917-5d09-a9e5-d304c2c120c7+4,event-7,agent,ss-6,she,که,او,['او'],10,10,49,51,"[2, 2]"
5649f206-1cbc-513c-b4f5-4691ef254e0b+7,event-21,agent,ss-4,police,,پلیس,['پلیس'],17,17,73,77,"[25, 25]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-8,anchor,ss-25,attacked,توطئه,,[],0,0,0,0,"[12, 12]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-8,agent,ss-12,Al-Shabaab militants,شبه نظامیان القاعده,,[],0,0,0,0,"[19, 20]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+1,event-2,anchor,ss-19,told,اعلام کردند,,[],0,0,0,0,"[26, 26]"
58b9441d-0260-598f-bd1b-c9c91c8c83d6+2,event-30,anchor,ss-60,set up,راه,راه اندازی کرد,"['راه', 'اندازی', 'کرد']",15,17,73,87,"[4, 5]"
58b9441d-0260-598f-bd1b-c9c91c8c83d6+6,event-27,anchor,ss-57,break into,وارد فروشگاه زارا در خیابان آکسفورد شوند,وارد,['وارد'],10,10,40,44,"[5, 6]"
597a893d-1812-5124-b15c-45868b553f76+20,event-43,anchor,ss-112,overtaken,,خواهند مرد,"['خواهند', 'مرد']",32,33,157,167,"[32, 32]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+3,event-2,patient,ss-10,it,حساب‌هایش,,[],0,0,0,0,"[7, 7]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+9,event-24,anchor,ss-38,dishonesty,خیانت,عدم صداقت,"['عدم', 'صداقت']",12,13,53,62,"[33, 33]"
7b4cfd1f-9f1f-5904-bf93-20b3deec2ef8+0,event-11,patient,ss-1,preschools,مهد,مهد کودک ها,"['مهد', 'کودک', 'ها']",4,6,22,33,"[3, 3]"
7d036ee4-e375-58e4-b858-065a09296837+2,event-33,agent,ss-12,PD,,انتخابات,['انتخابات'],2,2,12,20,"[2, 2]"
7d036ee4-e375-58e4-b858-065a09296837+2,event-35,anchor,ss-52,run,پیشنهاد,,[],0,0,0,0,"[5, 5]"
7d036ee4-e375-58e4-b858-065a09296837+2,event-28,patient,ss-13,her,باراسچیو,,[],0,0,0,0,"[9, 9]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+3,event-17,patient,ss-4,28,,۲۸,['۲۸'],13,13,48,50,"[7, 7]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+4,event-11,agent,ss-1,they,پلیس ضد,,[],0,0,0,0,"[9, 9]"
98749ded-9acd-55cb-9bd0-df082f20fee5+2,event-5,patient,ss-1,29,,۲۹,['۲۹'],17,17,77,79,"[17, 17]"
98749ded-9acd-55cb-9bd0-df082f20fee5+4,event-17,anchor,ss-30,set off explosives,منفجره را در بخش زنان کلیسای سنت پیتر و سنت پل در قاهره بلافاصله منفجر کرد,مواد منفجره,"['مواد', 'منفجره']",21,22,91,102,"[16, 18]"
a24c79a6-e169-5ed0-8ea5-d5eaa677969b+2,event-1,agent,ss-1,Those,,کسانی,['کسانی'],0,0,0,5,"[0, 0]"
a24c79a6-e169-5ed0-8ea5-d5eaa677969b+2,event-28,anchor,ss-42,held,,هستند,['هستند'],23,23,105,110,"[1, 1]"
a597d736-3015-53d9-a47d-09ab5187edcc+4,event-16,patient,ss-19,her,یئونگ‌ولک,,[],0,0,0,0,"[15, 15]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+6,event-17,patient,ss-3,the government,,دولت,['دولت'],12,12,67,71,"[11, 12]"
a9ddc7fe-a59b-5b65-a188-3a6e8cada5d6+10,event-17,patient,ss-20,the first Iraqis,ایرانی در نجف اولین مورد تأیید شده در عراق,اولین عراقی هایی,"['اولین', 'عراقی', 'هایی']",22,24,87,103,"[2, 4]"
aaecf230-a8fd-569a-9e4f-02977513dd68+6,event-18,anchor,ss-27,ban,,ممنوع,['ممنوع'],18,18,74,79,"[13, 13]"
aaecf230-a8fd-569a-9e4f-02977513dd68+6,event-17,patient,ss-2,He,العدلی,,[],0,0,0,0,"[17, 17]"
ab221507-2e5e-5eff-b8c5-3ed5d3c3c71f+6,event-30,anchor,ss-48,fired,کرد,,[],0,0,0,0,"[10, 10]"
acbd122b-bfed-5ee7-b810-128fd817a951+10,event-24,patient,ss-10,the prison service,,زندان,['زندان'],28,28,118,123,"[17, 19]"
acbd122b-bfed-5ee7-b810-128fd817a951+2,event-22,agent,ss-3,many on high,,بسیاری از افراد در سطوح بالا,"['بسیاری', 'از', 'افراد', 'در', 'سطوح', 'بالا']",6,11,26,54,"[7, 9]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+16,event-26,anchor,ss-100,packed the streets,خیابان‌های بیروت به عنوان بخشی از تجمع گروه‌های شبه‌نظامی حزب‌الله تجمع,در خیابان های تجمع کردند,"['در', 'خیابان', 'های', 'تجمع', 'کردند']",5,21,35,115,"[6, 8]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+16,event-37,agent,ss-56,the militant group Hezbollah,,گروه های شبه نظامی حزب الله,"['گروه', 'های', 'شبه', 'نظامی', 'حزب', 'الله']",14,19,77,104,"[18, 21]"
bcbaa297-a22c-547c-9261-5fbbd7efd90a+2,event-22,patient,ss-6,10,,ده,['ده'],23,23,121,123,"[23, 23]"
be26c9e5-b25d-5691-80a0-1d0880396ac5+1,event-3,anchor,ss-20,announced,اعلام,,[],0,0,0,0,"[9, 9]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,agent,ss-14,It,,این,['این'],0,0,0,3,"[0, 0]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,anchor,ss-37,home,,قرار دارد,"['قرار', 'دارد']",7,8,40,49,"[2, 2]"
bfed8552-b1ed-504f-9b16-9a0a6141b70a+4,event-14,patient,ss-1,her,,خود,['خود'],31,31,134,137,"[24, 24]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+4,event-7,anchor,ss-40,saying,نقل,,[],0,0,0,0,"[8, 8]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+8,event-6,agent,ss-18,the Egyptian affiliate of the Islamic State in Iraq and the Levant ( ISIL ) insurgents,,شاخه اسلامی عراق و شام ( داعش ),"['شاخه', 'اسلامی', 'عراق', 'و', 'شام', '(', 'داعش', ')']",3,12,12,53,"[3, 18]"
dd50b550-05e1-5989-99ce-13af7e000084+1,event-12,agent,ss-1,their,دولت شورشی تشنه به پول لیبی,پیشرویشان,['پیشرویشان'],12,12,54,63,"[13, 13]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+0,event-13,anchor,ss-26,pushed,لگد زدند,هل دادند,"['هل', 'دادند']",47,48,210,218,"[24, 24]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+8,event-24,patient,ss-5,a dozen defendants,,ده ها متهم,"['ده', 'ها', 'متهم']",10,12,41,51,"[9, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+1,event-2,patient,ss-1,his,آل کسی اولویکاوف,وزارتش,['وزارتش'],8,8,38,44,"[10, 10]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+3,event-29,patient,ss-1,he,آلکسی اولویوکاف,,[],0,0,0,0,"[14, 14]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-30,patient,ss-1,his,اولیاکایف,وزیرش,['وزیرش'],5,5,27,32,"[11, 11]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,agent,ss-13,state-owned oil giant Rosneft,,شرکت بزرگ نفتی روسی باچانف,"['شرکت', 'بزرگ', 'نفتی', 'روسی', 'باچانف']",12,16,64,90,"[20, 23]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+4,event-9,patient,ss-10,smaller firm Bashneft,شرکت بزرگ نفتی روسی باچانف,,[],0,0,0,0,"[33, 35]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+0,event-18,anchor,ss-35,charged,اتهام زده,,[],0,0,0,0,"[2, 2]"
eeb788a4-3b63-554a-b05c-c8774bedee61+17,event-11,agent,ss-9,journalists,,روزنامه نگارانی,"['روزنامه', 'نگارانی']",17,18,73,88,"[13, 13]"
f897f22c-45cf-5f41-a53b-6ec4e1594a09+5,event-24,anchor,ss-39,trials,دادگاه‌های,,[],0,0,0,0,"[4, 4]"
