doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end
,,,,"Prosecutors said Djoko owned more than 25 properties on Java Island and the resort island of Bali , bought under his name , and those of his three wives and other relatives .",دادستان ها می گویند که جاکو مالک بیش از ۲۵ ملک در جزیره جاوه و جزیره تفریحی بالی است که تحت نام او و سه همسر و خویشاوندانش خریداری شده است .,Prosecutors,دادستان ها,"['دادستان', 'ها']",0,1,0,10
,,,,"Prosecutors said Djoko owned more than 25 properties on Java Island and the resort island of Bali , bought under his name , and those of his three wives and other relatives .",دادستان ها می گویند که جاکو مالک بیش از ۲۵ ملک در جزیره جاوه و جزیره تفریحی بالی است که تحت نام او و سه همسر و خویشاوندانش خریداری شده است .,said,می گویند,"['می', 'گویند']",2,3,11,19
,,,,"Nearly all of the victims have been men , and most were not vaccinated against the disease .",تقریباً تمام قربانیان مرد بوده اند و اکثر آن ها در برابر این بیماری واکسینه نشده اند .,most,اکثر,['اکثر'],7,7,37,41
,,,,The bridal party and workers at the bridal shop are being monitored for symptoms .,عروس ها و کارگرهای مغازه ها در جستجوی علائم هستند .,The bridal party,,[],0,0,0,0
,,,,The bridal party and workers at the bridal shop are being monitored for symptoms .,عروس ها و کارگرهای مغازه ها در جستجوی علائم هستند .,monitored,جستجوی,['جستجوی'],7,7,31,37
,,,,Egyptians and activists around the world took to the streets in various cities Saturday to show their support for the protests currently underway in Egypt and to join the call for President Hosni Mubarak to step down .,مصری ها و فعالان در سراسر جهان روز شنبه در شهرهای مختلف به خیابان ها ریختند تا از اعتراضات جاری در مصر حمایت کنند و به درخواست حسنی مبارک برای کناره گیری رئیس جمهور مصر بپیوندند .,Egyptians,مصری ها,"['مصری', 'ها']",0,1,0,7
,,,,Egyptians and activists around the world took to the streets in various cities Saturday to show their support for the protests currently underway in Egypt and to join the call for President Hosni Mubarak to step down .,مصری ها و فعالان در سراسر جهان روز شنبه در شهرهای مختلف به خیابان ها ریختند تا از اعتراضات جاری در مصر حمایت کنند و به درخواست حسنی مبارک برای کناره گیری رئیس جمهور مصر بپیوندند .,took to the streets,به خیابان ها ریختند,"['به', 'خیابان', 'ها', 'ریختند']",12,15,56,75
,,,,Egyptians and activists around the world took to the streets in various cities Saturday to show their support for the protests currently underway in Egypt and to join the call for President Hosni Mubarak to step down .,مصری ها و فعالان در سراسر جهان روز شنبه در شهرهای مختلف به خیابان ها ریختند تا از اعتراضات جاری در مصر حمایت کنند و به درخواست حسنی مبارک برای کناره گیری رئیس جمهور مصر بپیوندند .,President Hosni Mubarak,,[],0,0,0,0
,,,,Egyptians and activists around the world took to the streets in various cities Saturday to show their support for the protests currently underway in Egypt and to join the call for President Hosni Mubarak to step down .,مصری ها و فعالان در سراسر جهان روز شنبه در شهرهای مختلف به خیابان ها ریختند تا از اعتراضات جاری در مصر حمایت کنند و به درخواست حسنی مبارک برای کناره گیری رئیس جمهور مصر بپیوندند .,step down,کناره گیری,"['کناره', 'گیری']",30,31,143,153
,,,,"Protest organisers want to use the event to put pressure on Vladimir Putin , who is expected to run for what would be a fourth presidential term next year , to leave politics .",برگزارکنندگان اعتراضات می خواهند از این رویداد برای تحت فشار قرار دادن ولادیمیر پوتین ، که انتظار می رود برای چهارمین دوره ریاست جمهوری سال آینده در انتخابات شرکت کند ، استفاده کنند .,Protest organisers,برگزارکنندگان اعتراضات,"['برگزارکنندگان', 'اعتراضات']",0,1,0,22
,,,,"Protest organisers want to use the event to put pressure on Vladimir Putin , who is expected to run for what would be a fourth presidential term next year , to leave politics .",برگزارکنندگان اعتراضات می خواهند از این رویداد برای تحت فشار قرار دادن ولادیمیر پوتین ، که انتظار می رود برای چهارمین دوره ریاست جمهوری سال آینده در انتخابات شرکت کند ، استفاده کنند .,leave politics,,[],0,0,0,0
,,,,The police could not be immediately reached for comment .,پلیس نمی توانست سریعاً چیزی بگوید .,comment,,[],0,0,0,0
,,,,The Kremlin said earlier on Thursday that Saturday &apos;s planned protest was illegal and that police would deal with anyone who showed up accordingly .,روز پنجشنبه کرملین اعلام کرد که تظاهراتی که روز شنبه برنامه ریزی شده بود غیر قانونی بوده و پلیس با هر کسی که در آنجا حاضر شود ، برخورد خواهد کرد .,said,اعلام کرد,"['اعلام', 'کرد']",3,4,19,28
,,,,The Kremlin said earlier on Thursday that Saturday &apos;s planned protest was illegal and that police would deal with anyone who showed up accordingly .,روز پنجشنبه کرملین اعلام کرد که تظاهراتی که روز شنبه برنامه ریزی شده بود غیر قانونی بوده و پلیس با هر کسی که در آنجا حاضر شود ، برخورد خواهد کرد .,anyone,هر کسی,"['هر', 'کسی']",20,21,99,105
,,,,Ilunga was nominated by Kabila but remained in his post for months while negotiations about Tshiskedi ’ s first cabinet dragged out .,ایلوگا توسط کابیلا نامزد شد ، اما ماه ها در سمت خود باقی ماند در حالی که مذاکرات در مورد اولین کابینه چیمسکدی به پایان رسید .,Tshiskedi ’ s first cabinet,اولین کابینه چیمسکدی,"['اولین', 'کابینه', 'چیمسکدی']",20,22,89,109
,,,,"Having run on an anti-courruption ticket , Tshisekdi ’ s declared ambitions to clean up public finances have been hampered by an awkward power-sharing deal with Kabila , whose allies control a majority of ministries and seats in parliament .",پس از شرکت در یک بلیط ضد اغتشاش ، جاه طلبی های اعلام شده تشیسکدی برای پاک سازی امور مالی عمومی توسط یک توافق نامه به اشتراک گذاری قدرت با کابیلا که متحدینش اکثریت وزارت خانه ها و صندلی های پارلمان را کنترل می کنند ، متوقف شده است .,clean up,پاک سازی,"['پاک', 'سازی']",16,17,70,78
,,,,"Having run on an anti-courruption ticket , Tshisekdi ’ s declared ambitions to clean up public finances have been hampered by an awkward power-sharing deal with Kabila , whose allies control a majority of ministries and seats in parliament .",پس از شرکت در یک بلیط ضد اغتشاش ، جاه طلبی های اعلام شده تشیسکدی برای پاک سازی امور مالی عمومی توسط یک توافق نامه به اشتراک گذاری قدرت با کابیلا که متحدینش اکثریت وزارت خانه ها و صندلی های پارلمان را کنترل می کنند ، متوقف شده است .,deal,توافق نامه,"['توافق', 'نامه']",23,24,103,113
,,,,Indian political cartoonist Aseem Trivedi gestures as he is arrested on sedition charges .,کاریکاتور سیاسی هندی ، سایم تریواندی ، در حالی که به اتهام فتنه ای دستگیر شده بود ، ژست می گیرد .,Indian political cartoonist Aseem Trivedi,کاریکاتور سیاسی هندی سایم تریواندی,"['کاریکاتور', 'سیاسی', 'هندی', 'سایم', 'تریواندی']",0,5,0,36
,,,,Indian political cartoonist Aseem Trivedi gestures as he is arrested on sedition charges .,کاریکاتور سیاسی هندی ، سایم تریواندی ، در حالی که به اتهام فتنه ای دستگیر شده بود ، ژست می گیرد .,sedition,فتنه,['فتنه'],12,12,59,63
,,,,Reporters Without Borders has issued a statement deploring Mr Motallebi &apos;s detention and other attacks on journalists .,گزارشگران بدون مرز بیانیه ای منتشر کرده و از دستگیری آقای معتبر و حملات دیگر به روزنامه نگاران انتقاد کرده اند .,statement,بیانیه,['بیانیه'],3,3,19,25
,,,,Reporters Without Borders has issued a statement deploring Mr Motallebi &apos;s detention and other attacks on journalists .,گزارشگران بدون مرز بیانیه ای منتشر کرده و از دستگیری آقای معتبر و حملات دیگر به روزنامه نگاران انتقاد کرده اند .,journalists,روزنامه نگاران,"['روزنامه', 'نگاران']",16,17,80,94
,,,,"More violence in Egypt will further complicate the already tense situation in the Arab country and push Muslim Brotherhood towards armed confrontation , a prominent Middle East affairs analyst said today .",امروز یک تحلیلگر برجسته امور خاورمیانه گفت خشونت بیشتر در مصر شرایط کنونی مصر را پیچیده تر می کند و اخوان المسلمین را به سمت درگیری مسلحانه سوق می دهد .,More violence,خشونت بیشتر,"['خشونت', 'بیشتر']",7,8,43,54
,,,,"More violence in Egypt will further complicate the already tense situation in the Arab country and push Muslim Brotherhood towards armed confrontation , a prominent Middle East affairs analyst said today .",امروز یک تحلیلگر برجسته امور خاورمیانه گفت خشونت بیشتر در مصر شرایط کنونی مصر را پیچیده تر می کند و اخوان المسلمین را به سمت درگیری مسلحانه سوق می دهد .,a prominent Middle East affairs analyst,یک تحلیلگر برجسته امور خاورمیانه,"['یک', 'تحلیلگر', 'برجسته', 'امور', 'خاورمیانه']",1,5,6,38
,,,,"He was also charged with resisting arrest at a rally on Monday evening , at which hundreds of other activists were also picked up by police .",او همچنین به مقاومت در یک تجمع در شب دوشنبه که در آن صدها فعال دیگر توسط پلیس دستگیر شدند ، متهم شد .,He,او,['او'],0,0,0,2
,,,,"He was also charged with resisting arrest at a rally on Monday evening , at which hundreds of other activists were also picked up by police .",او همچنین به مقاومت در یک تجمع در شب دوشنبه که در آن صدها فعال دیگر توسط پلیس دستگیر شدند ، متهم شد .,arrest,,[],0,0,0,0
,,,,"He was also charged with resisting arrest at a rally on Monday evening , at which hundreds of other activists were also picked up by police .",او همچنین به مقاومت در یک تجمع در شب دوشنبه که در آن صدها فعال دیگر توسط پلیس دستگیر شدند ، متهم شد .,hundreds of other activists,صدها فعال دیگر,"['صدها', 'فعال', 'دیگر']",13,15,53,67
,,,,"He was also charged with resisting arrest at a rally on Monday evening , at which hundreds of other activists were also picked up by police .",او همچنین به مقاومت در یک تجمع در شب دوشنبه که در آن صدها فعال دیگر توسط پلیس دستگیر شدند ، متهم شد .,police,پلیس,['پلیس'],17,17,73,77
,,,,"Occupy London , which set up a protest camp outside St Paul &apos;s Cathedral last October before being evicted in February , began the day with a demonstration at Liverpool Street station .",تظاهرات در لندن که اکتبر گذشته یک اردوگاه معترض در خارج از کلیسای سنت پل راه اندازی کرد ، روز را با تظاهرات در ایستگاه خیابان لیورپول آغاز کرد .,set up,راه اندازی کرد,"['راه', 'اندازی', 'کرد']",15,17,73,87
,,,,"Occupy London , which set up a protest camp outside St Paul &apos;s Cathedral last October before being evicted in February , began the day with a demonstration at Liverpool Street station .",تظاهرات در لندن که اکتبر گذشته یک اردوگاه معترض در خارج از کلیسای سنت پل راه اندازی کرد ، روز را با تظاهرات در ایستگاه خیابان لیورپول آغاز کرد .,protest,معترض,['معترض'],8,8,42,47
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,The world body,سازمان جهانی,"['سازمان', 'جهانی']",0,1,0,12
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,aid,کمک های,"['کمک', 'های']",18,19,87,94
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,help,کمک های,"['کمک', 'های']",23,24,111,118
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,roads,جاده ها,"['جاده', 'ها']",29,30,139,146
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,bridges,پل ها,"['پل', 'ها']",32,33,149,154
,,,,"The world body claims demonstrators have attacked its peacekeepers , as well as prevented the movement of humanitarian aid and medical help by blocking roads , bridges and airports .",سازمان جهانی ادعا می کند که تظاهرکنندگان به صلح بانان خود حمله کرده اند و مانع از حرکت کمک های انسان دوستانه و کمک های پزشکی با مسدود کردن جاده ها ، پل ها و فرودگاه ها شده اند .,airports,فرودگاه ها,"['فرودگاه', 'ها']",35,36,157,167
,,,,"Aid agencies have called the situation dire in Haiti , where the devastating January 12 earthquake killed more than 200,000 people and left about 1.5 million people living in congested and unsanitary makeshift camps .",آژانس های کمک رسانی وضعیت هائیتی را وخیم توصیف کرده اند ، جایی که زمین لرزه ویرانگر ۱۲ ژانویه بیش از ۲۰۰ ٫ ۰۰۰ نفر را کشت و حدود ۱ ٫ ۵ میلیون نفر را در اردوگاه های موقت و شلوغ ترک کرد .,Aid agencies,آژانس های کمک رسانی,"['آژانس', 'های', 'کمک', 'رسانی']",0,3,0,19
,,,,"Aid agencies have called the situation dire in Haiti , where the devastating January 12 earthquake killed more than 200,000 people and left about 1.5 million people living in congested and unsanitary makeshift camps .",آژانس های کمک رسانی وضعیت هائیتی را وخیم توصیف کرده اند ، جایی که زمین لرزه ویرانگر ۱۲ ژانویه بیش از ۲۰۰ ٫ ۰۰۰ نفر را کشت و حدود ۱ ٫ ۵ میلیون نفر را در اردوگاه های موقت و شلوغ ترک کرد .,earthquake,زمین لرزه,"['زمین', 'لرزه']",14,15,66,75
,,,,"Aid agencies have called the situation dire in Haiti , where the devastating January 12 earthquake killed more than 200,000 people and left about 1.5 million people living in congested and unsanitary makeshift camps .",آژانس های کمک رسانی وضعیت هائیتی را وخیم توصیف کرده اند ، جایی که زمین لرزه ویرانگر ۱۲ ژانویه بیش از ۲۰۰ ٫ ۰۰۰ نفر را کشت و حدود ۱ ٫ ۵ میلیون نفر را در اردوگاه های موقت و شلوغ ترک کرد .,"more than 200,000 people",بیش از ۲۰۰ ٫ ۰۰۰ نفر,"['بیش', 'از', '۲۰۰', '٫', '۰۰۰', 'نفر']",19,24,94,114
,,,,"Aid agencies have called the situation dire in Haiti , where the devastating January 12 earthquake killed more than 200,000 people and left about 1.5 million people living in congested and unsanitary makeshift camps .",آژانس های کمک رسانی وضعیت هائیتی را وخیم توصیف کرده اند ، جایی که زمین لرزه ویرانگر ۱۲ ژانویه بیش از ۲۰۰ ٫ ۰۰۰ نفر را کشت و حدود ۱ ٫ ۵ میلیون نفر را در اردوگاه های موقت و شلوغ ترک کرد .,1.5 million people,۱ ٫ ۵ میلیون نفر,"['۱', '٫', '۵', 'میلیون', 'نفر']",29,33,129,145
,,,,Hong Kong health authorities ruled out a suspected case of a novel coronavirus infection on Oct 8 .,مقامات بهداشت هنگ کنگ موارد مشکوک به عفونت جدید کروناویروس را در ۸ اکتبر رد کردند .,a suspected case,موارد مشکوک,"['موارد', 'مشکوک']",4,5,22,33
,,,,The first fatality occurred in a Chicago resident over the weekend .,اولین حادثه مرگبار در یکی از ساکنان شیکاگو در آخر هفته رخ داد .,fatality,حادثه مرگبار,"['حادثه', 'مرگبار']",1,2,6,18
,,,,The first fatality occurred in a Chicago resident over the weekend .,اولین حادثه مرگبار در یکی از ساکنان شیکاگو در آخر هفته رخ داد .,a Chicago resident,یکی از ساکنان شیکاگو,"['یکی', 'از', 'ساکنان', 'شیکاگو']",4,7,22,42
,,,,Insurance executives jailed for £ 1bn black hole cover-up,مدیران بیمه به جرم سرپوش گذاشتن بر سوراخ سیاه ۱ میلیارد پوند زندانی شدند .,Insurance executives,مدیران بیمه,"['مدیران', 'بیمه']",0,1,0,11
,,,,Insurance executives jailed for £ 1bn black hole cover-up,مدیران بیمه به جرم سرپوش گذاشتن بر سوراخ سیاه ۱ میلیارد پوند زندانی شدند .,jailed,زندانی شدند,"['زندانی', 'شدند']",12,13,61,72
,,,,Insurance executives jailed for £ 1bn black hole cover-up,مدیران بیمه به جرم سرپوش گذاشتن بر سوراخ سیاه ۱ میلیارد پوند زندانی شدند .,cover-up,سرپوش گذاشتن,"['سرپوش', 'گذاشتن']",4,5,19,31
,,,,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,collapsed,فرو ریخت,"['فرو', 'ریخت']",6,7,27,35
,,,,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,it,,[],0,0,0,0
,,,,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,Southwark crown court,دادگاه سلطنتی ساوت همپتون,"['دادگاه', 'سلطنتی', 'ساوت', 'همپتون']",10,13,41,66
,,,,"The judge told the men : &quot; The verdicts of the jury reflect the serious and prolonged dishonesty which ... infused that company , and also the shorter but nonetheless grave episode of dishonesty and breach of trust which took place towards the end of its life and which very probably ensured its demise . &quot; Published accounts were &quot; dishonestly manipulated &quot; to cover up the &quot; woefully inadequate reserves &quot; .",قاضی به مردان گفت : « احکام هیئت منصفه نشان دهنده یک عدم صداقت جدی و طولانی مدت است که … در آن شرکت نفوذ کرده است ، و همچنین بخش کوتاه تر اما با این حال جدی تر خیانت و نقض اعتماد که در اواخر عمر آن اتفاق افتاد و احتمالاً منجر به مرگ آن شد . »,dishonesty,عدم صداقت,"['عدم', 'صداقت']",12,13,53,62
,,,,"The judge told the men : &quot; The verdicts of the jury reflect the serious and prolonged dishonesty which ... infused that company , and also the shorter but nonetheless grave episode of dishonesty and breach of trust which took place towards the end of its life and which very probably ensured its demise . &quot; Published accounts were &quot; dishonestly manipulated &quot; to cover up the &quot; woefully inadequate reserves &quot; .",قاضی به مردان گفت : « احکام هیئت منصفه نشان دهنده یک عدم صداقت جدی و طولانی مدت است که … در آن شرکت نفوذ کرده است ، و همچنین بخش کوتاه تر اما با این حال جدی تر خیانت و نقض اعتماد که در اواخر عمر آن اتفاق افتاد و احتمالاً منجر به مرگ آن شد . »,Published,,[],0,0,0,0
,,,,"The judge told the men : &quot; The verdicts of the jury reflect the serious and prolonged dishonesty which ... infused that company , and also the shorter but nonetheless grave episode of dishonesty and breach of trust which took place towards the end of its life and which very probably ensured its demise . &quot; Published accounts were &quot; dishonestly manipulated &quot; to cover up the &quot; woefully inadequate reserves &quot; .",قاضی به مردان گفت : « احکام هیئت منصفه نشان دهنده یک عدم صداقت جدی و طولانی مدت است که … در آن شرکت نفوذ کرده است ، و همچنین بخش کوتاه تر اما با این حال جدی تر خیانت و نقض اعتماد که در اواخر عمر آن اتفاق افتاد و احتمالاً منجر به مرگ آن شد . »,manipulated,,[],0,0,0,0
,,,,The first death sentences were handed out yesterday for the 1993 Mumbai bombings that killed 257 people in India &apos;s deadliest terrorist attack .,اولین حکم اعدام برای بمب گذاری های سال ۱۹۹۳ بمبئی که منجر به مرگ ۲۵۷ نفر در هند شد صادر شد .,bombings,بمب گذاری های,"['بمب', 'گذاری', 'های']",4,6,21,34
,,,,Egyptian Prime Minister Essam Sharaf ordered the termination Saturday of all officers accused of killing protesters .,نخست وزیر مصر ، اسام شرف ، روز شنبه دستور داد تا تمام افسران متهم به کشتار معترضان را از بین ببرند .,Egyptian Prime Minister Essam Sharaf,نخست وزیر مصر ، اسام شرف ،,"['نخست', 'وزیر', 'مصر', '،', 'اسام', 'شرف', '،']",0,6,0,26
,,,,Egyptian Prime Minister Essam Sharaf ordered the termination Saturday of all officers accused of killing protesters .,نخست وزیر مصر ، اسام شرف ، روز شنبه دستور داد تا تمام افسران متهم به کشتار معترضان را از بین ببرند .,ordered,دستور داد,"['دستور', 'داد']",9,10,36,45
